Time,Channel A,Channel B
(ms),(V),(V)

-10.00129251,0.19533630,0.01660359
-10.00078051,0.17091930,0.01855695
-10.00026851,0.19533630,0.01953363
-9.99975651,0.18068610,0.01855695
-9.99924451,0.18068610,0.01953363
-9.99873251,0.17091930,0.01953363
-9.99822051,0.19045290,0.01758027
-9.99770851,0.18068610,0.02246368
-9.99719651,0.18068610,0.01855695
-9.99668451,0.17091930,0.01855695
-9.99617251,0.16603590,0.01855695
-9.99566051,0.17580270,0.01562691
-9.99514851,0.16603590,0.02051032
-9.99463651,0.18068610,0.01855695
-9.99412451,0.18556950,0.01758027
-9.99361251,0.18556950,0.01758027
-9.99310051,0.18068610,0.01758027
-9.99258851,0.18556950,0.01758027
-9.99207651,0.19533630,0.01855695
-9.99156451,0.20021980,0.01855695
-9.99105251,0.19045290,0.02051032
-9.99054051,0.19533630,0.01855695
-9.99002851,0.20021980,0.02051032
-9.98951651,0.19045290,0.01855695
-9.98900451,0.20021980,0.01953363
-9.98849251,0.19533630,0.01855695
-9.98798051,0.19533630,0.01855695
-9.98746851,0.20021980,0.02148700
-9.98695651,0.20998660,0.01660359
-9.98644451,0.20021980,0.01660359
-9.98593251,0.18556950,0.01465023
-9.98542051,0.20998660,0.01562691
-9.98490851,0.20510320,0.01953363
-9.98439651,0.18556950,0.01562691
-9.98388451,0.18068610,0.01758027
-9.98337251,0.19533630,0.01855695
-9.98286051,0.19533630,0.01953363
-9.98234851,0.20510320,0.01953363
-9.98183651,0.20998660,0.01660359
-9.98132451,0.19533630,0.01758027
-9.98081251,0.18556950,0.01367354
-9.98030051,0.19533630,0.01367354
-9.97978851,0.20021980,0.01855695
-9.97927651,0.20021980,0.01367354
-9.97876451,0.21487000,0.01465023
-9.97825251,0.21487000,0.01953363
-9.97774051,0.20021980,0.01465023
-9.97722851,0.20510320,0.02051032
-9.97671651,0.21487000,0.01758027
-9.97620451,0.20998660,0.01758027
-9.97569251,0.21975340,0.01758027
-9.97518051,0.20998660,0.01758027
-9.97466851,0.21975340,0.01855695
-9.97415651,0.19533630,0.01660359
-9.97364451,0.21975340,0.01758027
-9.97313251,0.20998660,0.01562691
-9.97262051,0.20021980,0.01758027
-9.97210851,0.20998660,0.01953363
-9.97159651,0.23440360,0.01660359
-9.97108451,0.22463680,0.01660359
-9.97057251,0.21975340,0.01758027
-9.97006051,0.22952020,0.01660359
-9.96954851,0.23440360,0.01953363
-9.96903651,0.22463680,0.01953363
-9.96852451,0.23928700,0.01855695
-9.96801251,0.22463680,0.02051032
-9.96750051,0.23928700,0.01660359
-9.96698851,0.24905380,0.02148700
-9.96647651,0.24905380,0.01758027
-9.96596451,0.24417040,0.02051032
-9.96545251,0.22952020,0.01758027
-9.96494051,0.23440360,0.02051032
-9.96442851,0.24905380,0.02148700
-9.96391651,0.24905380,0.01855695
-9.96340451,0.24417040,0.01855695
-9.96289251,0.21975340,0.01855695
-9.96238051,0.21975340,0.01855695
-9.96186851,0.22463680,0.02344036
-9.96135651,0.21487000,0.01855695
-9.96084451,0.20998660,0.02148700
-9.96033251,0.23440360,0.01855695
-9.95982051,0.22463680,0.01758027
-9.95930851,0.22463680,0.01660359
-9.95879651,0.21975340,0.01660359
-9.95828451,0.22952020,0.01855695
-9.95777251,0.20510320,0.01855695
-9.95726051,0.20998660,0.01758027
-9.95674851,0.21487000,0.01855695
-9.95623651,0.21487000,0.01269686
-9.95572451,0.20998660,0.01367354
-9.95521251,0.22463680,0.01758027
-9.95470051,0.20998660,0.01660359
-9.95418851,0.22952020,0.01758027
-9.95367651,0.21975340,0.01758027
-9.95316451,0.20998660,0.01660359
-9.95265251,0.22463680,0.01562691
-9.95214051,0.20021980,0.01367354
-9.95162851,0.20510320,0.01758027
-9.95111651,0.20510320,0.01465023
-9.95060451,0.20998660,0.01269686
-9.95009251,0.20510320,0.01367354
-9.94958051,0.19533630,0.01465023
-9.94906851,0.20510320,0.01855695
-9.94855651,0.21975340,0.01465023
-9.94804451,0.22463680,0.01758027
-9.94753251,0.20998660,0.01660359
-9.94702051,0.20998660,0.01660359
-9.94650851,0.21975340,0.02051032
-9.94599651,0.19533630,0.01660359
-9.94548451,0.20510320,0.01562691
-9.94497251,0.20998660,0.01562691
-9.94446051,0.20998660,0.01660359
-9.94394851,0.20998660,0.02051032
-9.94343651,0.22952020,0.01758027
-9.94292451,0.20510320,0.01562691
-9.94241251,0.20998660,0.01562691
-9.94190051,0.22463680,0.01465023
-9.94138851,0.20021980,0.01855695
-9.94087651,0.21487000,0.01660359
-9.94036451,0.20510320,0.01562691
