Time,Channel A,Channel B
(ms),(V),(V)

-9.67115853,0.20510320,0.02441704
-9.66559053,0.22952020,0.01758027
-9.66002253,0.20510320,0.02246368
-9.65445453,0.20510320,0.01758027
-9.64888653,0.20998660,0.01758027
-9.64331853,0.20998660,0.02246368
-9.63775053,0.20021980,0.01660359
-9.63218253,0.21487000,0.01562691
-9.62661453,0.21487000,0.01758027
-9.62104653,0.21487000,0.01465023
-9.61547853,0.22463680,0.02148700
-9.60991053,0.20021980,0.01758027
-9.60434253,0.20510320,0.01953363
-9.59877453,0.21487000,0.02148700
-9.59320653,0.22952020,0.01660359
-9.58763853,0.23440360,0.01758027
-9.58207053,0.22952020,0.01465023
-9.57650253,0.21487000,0.01953363
-9.57093453,0.21487000,0.02539372
-9.56536653,0.20021980,0.01269686
-9.55979853,0.22463680,0.02246368
-9.55423053,0.20998660,0.02051032
-9.54866253,0.20510320,0.02051032
-9.54309453,0.19533630,0.01855695
-9.53752653,0.19045290,0.02148700
-9.53195853,0.20510320,0.02344036
-9.52639053,0.18556950,0.02051032
-9.52082253,0.19045290,0.01660359
-9.51525453,0.20998660,0.01953363
-9.50968653,0.21487000,0.01562691
-9.50411853,0.21975340,0.02051032
-9.49855053,0.20510320,0.01953363
-9.49298253,0.20510320,0.02148700
-9.48741453,0.21487000,0.02344036
-9.48184653,0.22952020,0.02344036
-9.47627853,0.24417040,0.02637041
-9.47071053,0.22952020,0.02441704
-9.46514253,0.21487000,0.02441704
-9.45957453,0.20510320,0.02246368
-9.45400653,0.22463680,0.02051032
-9.44843853,0.20021980,0.02051032
-9.44287053,0.18556950,0.01660359
-9.43730253,0.19533630,0.01660359
-9.43173454,0.20021980,0.01855695
-9.42616654,0.20510320,0.01269686
-9.42059854,0.22463680,0.01855695
-9.41503054,0.21487000,0.02051032
-9.40946254,0.20998660,0.02246368
-9.40389454,0.20510320,0.01953363
-9.39832654,0.20998660,0.01758027
-9.39275854,0.20998660,0.01855695
-9.38719054,0.23928700,0.01953363
-9.38162254,0.21487000,0.02051032
-9.37605454,0.21487000,0.01953363
-9.37048654,0.20998660,0.01953363
-9.36491854,0.21975340,0.02148700
-9.35935054,0.21487000,0.01758027
-9.35378254,0.21487000,0.02148700
-9.34821454,0.20021980,0.01855695
-9.34264654,0.19045290,0.01367354
-9.33707854,0.19045290,0.01953363
-9.33151054,0.21487000,0.01465023
-9.32594254,0.20021980,0.01855695
-9.32037454,0.21487000,0.01465023
-9.31480654,0.22952020,0.01855695
-9.30923854,0.20510320,0.01953363
-9.30367054,0.19533630,0.01758027
-9.29810254,0.22952020,0.01660359
-9.29253454,0.22463680,0.02051032
-9.28696654,0.21487000,0.01758027
-9.28139854,0.21975340,0.02148700
-9.27583054,0.22463680,0.01660359
-9.27026254,0.22952020,0.01953363
-9.26469454,0.20998660,0.01758027
-9.25912654,0.21487000,0.01758027
-9.25355854,0.22952020,0.02246368
-9.24799054,0.19533630,0.02148700
-9.24242254,0.20021980,0.01953363
-9.23685454,0.19533630,0.02051032
-9.23128654,0.20021980,0.02148700
-9.22571854,0.24417040,0.01660359
-9.22015054,0.21487000,0.01465023
-9.21458254,0.21487000,0.01660359
-9.20901454,0.19533630,0.01562691
-9.20344654,0.21487000,0.01660359
-9.19787854,0.23440360,0.02148700
-9.19231054,0.19533630,0.01855695
-9.18674254,0.20998660,0.01660359
-9.18117455,0.21487000,0.01465023
-9.17560655,0.21487000,0.01562691
-9.17003855,0.23440360,0.01660359
-9.16447055,0.23928700,0.01562691
-9.15890255,0.20510320,0.01855695
-9.15333455,0.19533630,0.01953363
-9.14776655,0.22952020,0.01758027
-9.14219855,0.21487000,0.02051032
-9.13663055,0.21487000,0.01660359
-9.13106255,0.22463680,0.01953363
-9.12549455,0.23440360,0.02051032
-9.11992655,0.21487000,0.01855695
-9.11435855,0.21487000,0.01758027
-9.10879055,0.21487000,0.01758027
-9.10322255,0.20021980,0.01269686
-9.09765455,0.19533630,0.01758027
-9.09208655,0.22463680,0.02051032
-9.08651855,0.20998660,0.02441704
-9.08095055,0.20021980,0.01953363
-9.07538255,0.20510320,0.01758027
-9.06981455,0.23440360,0.02148700
-9.06424655,0.21975340,0.02344036
-9.05867855,0.21487000,0.02148700
-9.05311055,0.20510320,0.01758027
-9.04754255,0.21487000,0.01855695
-9.04197455,0.22952020,0.01953363
-9.03640655,0.20998660,0.01953363
-9.03083855,0.21487000,0.02051032
-9.02527055,0.20998660,0.02344036
-9.01970255,0.23440360,0.01660359
-9.01413455,0.21487000,0.02051032
-9.00856655,0.19533630,0.01855695
