Time,Channel A,Channel B
(ms),(V),(V)

-9.66812582,0.21975340,0.01465023
-9.66255782,0.20998660,0.01660359
-9.65698982,0.20998660,0.01562691
-9.65142182,0.18556950,0.01465023
-9.64585382,0.19533630,0.01855695
-9.64028582,0.18556950,0.01855695
-9.63471782,0.20021980,0.01367354
-9.62914982,0.21975340,0.01758027
-9.62358182,0.20510320,0.02051032
-9.61801382,0.20998660,0.02148700
-9.61244583,0.20510320,0.01953363
-9.60687783,0.21487000,0.02051032
-9.60130983,0.19045290,0.01758027
-9.59574183,0.21975340,0.01855695
-9.59017383,0.21975340,0.02441704
-9.58460583,0.19533630,0.01953363
-9.57903783,0.22463680,0.01758027
-9.57346983,0.25393720,0.01855695
-9.56790183,0.22952020,0.01562691
-9.56233383,0.21487000,0.02148700
-9.55676583,0.19533630,0.01855695
-9.55119783,0.22952020,0.02148700
-9.54562983,0.21487000,0.01953363
-9.54006183,0.20021980,0.01953363
-9.53449383,0.21487000,0.02441704
-9.52892583,0.22952020,0.02344036
-9.52335783,0.21975340,0.02148700
-9.51778983,0.20021980,0.02344036
-9.51222183,0.22952020,0.02246368
-9.50665383,0.20998660,0.02246368
-9.50108583,0.19045290,0.01758027
-9.49551783,0.20021980,0.01562691
-9.48994983,0.20510320,0.02051032
-9.48438183,0.21975340,0.02246368
-9.47881383,0.21487000,0.01953363
-9.47324583,0.22463680,0.01855695
-9.46767783,0.20510320,0.02051032
-9.46210983,0.20510320,0.02148700
-9.45654183,0.20021980,0.02051032
-9.45097383,0.21487000,0.02441704
-9.44540583,0.22463680,0.02246368
-9.43983783,0.20510320,0.02246368
-9.43426983,0.20510320,0.01855695
-9.42870183,0.18068610,0.01953363
-9.42313383,0.18068610,0.02344036
-9.41756583,0.17091930,0.01953363
-9.41199783,0.20998660,0.01367354
-9.40642983,0.20021980,0.01758027
-9.40086183,0.20510320,0.01855695
-9.39529383,0.23440360,0.02246368
-9.38972583,0.20510320,0.02051032
-9.38415783,0.20998660,0.01465023
-9.37858983,0.21975340,0.01562691
-9.37302183,0.19533630,0.01074350
-9.36745383,0.23928700,0.01855695
-9.36188584,0.21975340,0.01758027
-9.35631784,0.22952020,0.01758027
-9.35074984,0.20998660,0.01953363
-9.34518184,0.20510320,0.01758027
-9.33961384,0.20510320,0.01758027
-9.33404584,0.18556950,0.01855695
-9.32847784,0.22952020,0.01562691
-9.32290984,0.21487000,0.01758027
-9.31734184,0.18556950,0.02051032
-9.31177384,0.20510320,0.02832377
-9.30620584,0.18068610,0.01758027
-9.30063784,0.20021980,0.01758027
-9.29506984,0.19533630,0.02246368
-9.28950184,0.19045290,0.01953363
-9.28393384,0.20510320,0.02344036
-9.27836584,0.21487000,0.01953363
-9.27279784,0.20510320,0.01953363
-9.26722984,0.20510320,0.01953363
-9.26166184,0.20510320,0.02344036
-9.25609384,0.22463680,0.02539372
-9.25052584,0.21487000,0.02148700
-9.24495784,0.21975340,0.01855695
-9.23938984,0.19045290,0.02051032
-9.23382184,0.20510320,0.02148700
-9.22825384,0.21487000,0.02344036
-9.22268584,0.22952020,0.02051032
-9.21711784,0.23440360,0.02246368
-9.21154984,0.22952020,0.02148700
-9.20598184,0.22952020,0.02051032
-9.20041384,0.20510320,0.02148700
-9.19484584,0.20021980,0.01953363
-9.18927784,0.19045290,0.02246368
-9.18370984,0.22463680,0.02148700
-9.17814184,0.22952020,0.02051032
-9.17257384,0.20021980,0.02148700
-9.16700584,0.21487000,0.01758027
-9.16143784,0.21975340,0.01953363
-9.15586984,0.22463680,0.01758027
-9.15030184,0.24417040,0.02148700
-9.14473384,0.23440360,0.02344036
-9.13916584,0.23928700,0.02539372
-9.13359784,0.22952020,0.02148700
-9.12802984,0.21975340,0.02148700
-9.12246184,0.18556950,0.01660359
-9.11689384,0.18556950,0.01953363
-9.11132585,0.19045290,0.01758027
-9.10575785,0.20510320,0.02051032
-9.10018985,0.20510320,0.01953363
-9.09462185,0.23928700,0.01562691
-9.08905385,0.20998660,0.01660359
-9.08348585,0.21487000,0.01855695
-9.07791785,0.20021980,0.01855695
-9.07234985,0.20998660,0.01660359
-9.06678185,0.18068610,0.01855695
-9.06121385,0.20510320,0.02246368
-9.05564585,0.20998660,0.02148700
-9.05007785,0.20510320,0.01855695
-9.04450985,0.19533630,0.02148700
-9.03894185,0.20998660,0.01855695
-9.03337385,0.20021980,0.02148700
-9.02780585,0.20021980,0.01953363
-9.02223785,0.19533630,0.01855695
-9.01666985,0.24417040,0.01758027
-9.01110185,0.21487000,0.01660359
-9.00553385,0.19533630,0.02148700
