Time,Channel A,Channel B
(ms),(V),(V)

-9.67109317,0.20021980,0.02051032
-9.66552517,0.23440360,0.02441704
-9.65995717,0.21487000,0.02051032
-9.65438917,0.19533630,0.01758027
-9.64882117,0.21975340,0.02051032
-9.64325317,0.20998660,0.01855695
-9.63768517,0.22463680,0.02637041
-9.63211717,0.19533630,0.02051032
-9.62654918,0.21487000,0.01758027
-9.62098118,0.21487000,0.01953363
-9.61541318,0.20998660,0.02148700
-9.60984518,0.21487000,0.02344036
-9.60427718,0.20998660,0.01855695
-9.59870918,0.21487000,0.01758027
-9.59314118,0.21487000,0.01758027
-9.58757318,0.21975340,0.01855695
-9.58200518,0.20998660,0.02148700
-9.57643718,0.20998660,0.01855695
-9.57086918,0.20510320,0.01855695
-9.56530118,0.22463680,0.01855695
-9.55973318,0.21487000,0.01660359
-9.55416518,0.22952020,0.02246368
-9.54859718,0.20998660,0.01758027
-9.54302918,0.21975340,0.02051032
-9.53746118,0.22463680,0.02148700
-9.53189318,0.22463680,0.02246368
-9.52632518,0.22952020,0.02441704
-9.52075718,0.20998660,0.02441704
-9.51518918,0.20998660,0.02246368
-9.50962118,0.22463680,0.02148700
-9.50405318,0.23440360,0.02441704
-9.49848518,0.24905380,0.02246368
-9.49291718,0.22463680,0.01660359
-9.48734918,0.22463680,0.01367354
-9.48178118,0.21975340,0.02246368
-9.47621318,0.20998660,0.02051032
-9.47064518,0.20998660,0.01953363
-9.46507718,0.21487000,0.02148700
-9.45950918,0.21975340,0.01953363
-9.45394118,0.24905380,0.02051032
-9.44837318,0.21487000,0.01953363
-9.44280518,0.23440360,0.02148700
-9.43723718,0.20998660,0.02148700
-9.43166918,0.22952020,0.01855695
-9.42610118,0.22463680,0.01562691
-9.42053318,0.19533630,0.01465023
-9.41496518,0.21975340,0.01758027
-9.40939718,0.22952020,0.01562691
-9.40382918,0.22952020,0.02148700
-9.39826118,0.20510320,0.01953363
-9.39269318,0.21487000,0.02051032
-9.38712518,0.20021980,0.02148700
-9.38155718,0.19045290,0.01855695
-9.37598919,0.21487000,0.02246368
-9.37042119,0.19045290,0.02246368
-9.36485319,0.20998660,0.02148700
-9.35928519,0.20998660,0.02441704
-9.35371719,0.22463680,0.01855695
-9.34814919,0.20998660,0.02344036
-9.34258119,0.20510320,0.02148700
-9.33701319,0.24417040,0.01855695
-9.33144519,0.20998660,0.01855695
-9.32587719,0.21975340,0.01367354
-9.32030919,0.20998660,0.01855695
-9.31474119,0.22463680,0.02051032
-9.30917319,0.21487000,0.02051032
-9.30360519,0.21975340,0.02051032
-9.29803719,0.20998660,0.01465023
-9.29246919,0.20021980,0.01953363
-9.28690119,0.21487000,0.02051032
-9.28133319,0.21487000,0.02051032
-9.27576519,0.19045290,0.02246368
-9.27019719,0.20510320,0.02246368
-9.26462919,0.23440360,0.02441704
-9.25906119,0.18068610,0.02637041
-9.25349319,0.20021980,0.02246368
-9.24792519,0.21975340,0.02344036
-9.24235719,0.21975340,0.02246368
-9.23678919,0.22463680,0.02051032
-9.23122119,0.25882070,0.02539372
-9.22565319,0.23928700,0.02344036
-9.22008519,0.22952020,0.02441704
-9.21451719,0.21487000,0.01855695
-9.20894919,0.22463680,0.02148700
-9.20338119,0.22463680,0.01855695
-9.19781319,0.20021980,0.01855695
-9.19224519,0.20998660,0.02246368
-9.18667719,0.21487000,0.01758027
-9.18110919,0.22463680,0.01953363
-9.17554119,0.24417040,0.02246368
-9.16997319,0.20021980,0.02148700
-9.16440519,0.21487000,0.02441704
-9.15883719,0.20510320,0.02051032
-9.15326919,0.19533630,0.01758027
-9.14770119,0.20998660,0.01855695
-9.14213319,0.22952020,0.02051032
-9.13656519,0.23928700,0.01953363
-9.13099719,0.21975340,0.01758027
-9.12542920,0.21975340,0.01660359
-9.11986120,0.21975340,0.02148700
-9.11429320,0.20998660,0.02051032
-9.10872520,0.20021980,0.02637041
-9.10315720,0.22463680,0.02051032
-9.09758920,0.20510320,0.02148700
-9.09202120,0.20998660,0.02246368
-9.08645320,0.20998660,0.01953363
-9.08088520,0.21975340,0.02539372
-9.07531720,0.20021980,0.02246368
-9.06974920,0.22463680,0.01953363
-9.06418120,0.20998660,0.02051032
-9.05861320,0.20021980,0.01953363
-9.05304520,0.22952020,0.02930045
-9.04747720,0.20998660,0.02734709
-9.04190920,0.21487000,0.02148700
-9.03634120,0.20021980,0.02344036
-9.03077320,0.23928700,0.02148700
-9.02520520,0.22952020,0.02734709
-9.01963720,0.21487000,0.01855695
-9.01406920,0.23440360,0.01562691
-9.00850120,0.22952020,0.02051032
