tau. s Peaks. V
0.0001 6.358
0.001 6.275
0.002 6.265
0.003 6.27
0.004 6.221
0.005 6.182
0.006 6.138
0.01 5.953
0.015 5.714
0.02 5.445
0.04 4.38
0.05 3.824
0.06 3.265
0.08 2.38
0.1 1.65
0.13 0.9
0.15 0.625
0.17 0.43
0.19 0.35
