tau. s Peaks. V
0.0001 3.0
0.002 2.95
0.004 2.94
0.05 2.60
0.1 2.32
0.15 2.035
0.2 1.794
0.25 1.545
0.3 1.29
0.35 1.055
0.4 0.839
0.45 0.595
0.5 0.605
