tau. s Peaks. V
0.005 3.154
0.01 3.101
0.03 2.936
0.05 2.795
0.1 2.464
0.15 2.163
0.2 1.88
0.25 1.6
0.3 1.27
0.35 1.002
0.4 0.744
0.45 0.6
