tau. s Peaks. V
0.0001 7.623
0.001 7.325
0.002 7.08
0.0035 6.734
0.005 6.392
0.01 5.335
0.02 3.51
0.03 2.325
0.04 1.64
0.05 1.192
0.07 0.671
