Time,Channel A,Channel B
(ms),(V),(V)

-62.61563623,0.20510320,0.01660359
-62.61419623,0.20021980,0.01562691
-62.61275623,0.20998660,0.01562691
-62.61131623,0.21975340,0.01758027
-62.60987623,0.21487000,0.01660359
-62.60843623,0.20998660,0.01660359
-62.60699623,0.20021980,0.01562691
-62.60555623,0.20021980,0.01660359
-62.60411623,0.21487000,0.01465023
-62.60267623,0.19533630,0.01562691
-62.60123623,0.20021980,0.01855695
-62.59979623,0.20510320,0.01367354
-62.59835623,0.19045290,0.01660359
-62.59691623,0.21975340,0.01660359
-62.59547623,0.19533630,0.01660359
-62.59403623,0.20021980,0.01660359
-62.59259623,0.20510320,0.01855695
-62.59115623,0.20998660,0.02051032
-62.58971623,0.20510320,0.02148700
-62.58827623,0.23440360,0.01660359
-62.58683623,0.22952020,0.02246368
-62.58539623,0.23440360,0.01758027
-62.58395623,0.22463680,0.01855695
-62.58251623,0.22463680,0.01855695
-62.58107623,0.24905380,0.02246368
-62.57963623,0.22463680,0.01953363
-62.57819623,0.21487000,0.02148700
-62.57675623,0.22952020,0.02344036
-62.57531623,0.22952020,0.02051032
-62.57387623,0.22463680,0.02148700
-62.57243623,0.23440360,0.02344036
-62.57099623,0.24905380,0.01660359
-62.56955623,0.22952020,0.01855695
-62.56811623,0.23440360,0.01758027
-62.56667623,0.22463680,0.02051032
-62.56523623,0.21975340,0.01660359
-62.56379623,0.22952020,0.01562691
-62.56235623,0.22463680,0.01465023
-62.56091623,0.20510320,0.01562691
-62.55947623,0.20021980,0.01660359
-62.55803623,0.20510320,0.01758027
-62.55659623,0.19045290,0.01758027
-62.55515623,0.21975340,0.01660359
-62.55371623,0.20998660,0.01465023
-62.55227623,0.19533630,0.01269686
-62.55083623,0.21487000,0.01367354
-62.54939623,0.21975340,0.01367354
-62.54795623,0.23440360,0.01367354
-62.54651623,0.25393720,0.01269686
-62.54507623,0.24417040,0.01660359
-62.54363623,0.24417040,0.01465023
-62.54219623,0.25393720,0.01562691
-62.54075623,0.24417040,0.01367354
-62.53931623,0.22463680,0.01269686
-62.53787623,0.22463680,0.01660359
-62.53643623,0.21487000,0.01367354
-62.53499623,0.24905380,0.01660359
-62.53355623,0.22952020,0.01465023
-62.53211623,0.22952020,0.01660359
-62.53067623,0.23440360,0.01465023
-62.52923623,0.22952020,0.01660359
-62.52779623,0.22463680,0.01172018
-62.52635623,0.23440360,0.01660359
-62.52491623,0.22952020,0.01660359
-62.52347623,0.22952020,0.01269686
-62.52203623,0.21487000,0.01367354
-62.52059623,0.22463680,0.01562691
-62.51915623,0.22952020,0.01562691
-62.51771623,0.22952020,0.01367354
-62.51627623,0.20998660,0.01465023
-62.51483623,0.21487000,0.01074350
-62.51339623,0.20998660,0.01367354
-62.51195623,0.20021980,0.01465023
-62.51051623,0.21487000,0.01074350
-62.50907623,0.20998660,0.01172018
-62.50763623,0.21487000,0.01465023
-62.50619623,0.19533630,0.01562691
-62.50475623,0.19533630,0.01562691
-62.50331623,0.21487000,0.01562691
-62.50187623,0.20510320,0.01562691
-62.50043623,0.19533630,0.01758027
-62.49899623,0.20021980,0.02051032
-62.49755623,0.20021980,0.01953363
-62.49611623,0.20510320,0.02148700
-62.49467623,0.21487000,0.01855695
-62.49323623,0.22463680,0.01758027
-62.49179623,0.21487000,0.01660359
-62.49035623,0.20510320,0.02051032
-62.48891623,0.21487000,0.02246368
-62.48747623,0.20998660,0.01953363
-62.48603623,0.21487000,0.01562691
-62.48459623,0.22463680,0.01660359
-62.48315623,0.21487000,0.01855695
-62.48171623,0.20021980,0.01465023
-62.48027623,0.20998660,0.01758027
-62.47883623,0.24417040,0.01562691
-62.47739623,0.24417040,0.01660359
-62.47595623,0.22463680,0.01172018
-62.47451623,0.22463680,0.01562691
-62.47307623,0.21487000,0.01562691
-62.47163623,0.24417040,0.01562691
-62.47019623,0.22952020,0.01562691
-62.46875623,0.20998660,0.01465023
-62.46731623,0.22463680,0.01758027
-62.46587623,0.22952020,0.01660359
-62.46443623,0.21975340,0.01465023
-62.46299623,0.22463680,0.01758027
-62.46155623,0.19533630,0.01465023
-62.46011623,0.19533630,0.01269686
-62.45867623,0.21487000,0.01562691
-62.45723623,0.22463680,0.01562691
-62.45579623,0.22463680,0.01660359
-62.45435623,0.21975340,0.01367354
-62.45291623,0.20021980,0.01367354
-62.45147623,0.20998660,0.01660359
-62.45003623,0.21975340,0.01660359
-62.44859623,0.20510320,0.01758027
-62.44715623,0.21975340,0.01855695
-62.44571623,0.20998660,0.01367354
-62.44427623,0.22952020,0.01660359
