Time,Channel A,Channel B
(ms),(V),(mV)

-62.61606125,0.23440360,8.79013400
-62.61462125,0.19533630,9.03430600
-62.61318125,0.20021980,7.81345300
-62.61174125,0.23440360,8.54596400
-62.61030125,0.21975340,8.05762400
-62.60886125,0.20510320,8.30179400
-62.60742125,0.22463680,5.12757900
-62.60598125,0.21975340,4.88340800
-62.60454125,0.22463680,5.37174900
-62.60310125,0.22952020,5.61592000
-62.60166125,0.21975340,6.34843100
-62.60022125,0.21975340,6.59260100
-62.59878125,0.22952020,3.41838600
-62.59734125,0.23440360,3.66255600
-62.59590125,0.22952020,4.15089700
-62.59446125,0.20998660,4.39506700
-62.59302125,0.19045290,5.61592000
-62.59158125,0.21487000,6.83677100
-62.59014125,0.21487000,6.10426000
-62.58870125,0.21487000,8.05762400
-62.58726125,0.22952020,8.30179400
-62.58582125,0.22952020,8.05762400
-62.58438125,0.22952020,5.61592000
-62.58294125,0.22463680,6.59260100
-62.58150125,0.22952020,8.54596400
-62.58006125,0.24417040,9.03430600
-62.57862125,0.22463680,7.56928300
-62.57718125,0.22463680,7.81345300
-62.57574125,0.22463680,5.86009000
-62.57430125,0.21487000,4.63923800
-62.57286125,0.20021980,3.90672700
-62.57142125,0.20510320,2.68587400
-62.56998125,0.20021980,1.46502200
-62.56854125,0.20021980,1.95336300
-62.56710125,0.21487000,3.17421500
-62.56566125,0.20998660,5.86009000
-62.56422125,0.21975340,4.63923800
-62.56278125,0.22952020,3.90672700
-62.56134125,0.23440360,2.93004500
-62.55990125,0.23440360,1.46502200
-62.55846125,0.24905380,0.73251120
-62.55702125,0.26858750,2.44170400
-62.55558125,0.25393720,5.12757900
-62.55414125,0.24417040,2.93004500
-62.55270125,0.24905380,4.39506700
-62.55126125,0.24905380,4.39506700
-62.54982125,0.26370410,3.41838600
-62.54838125,0.25393720,2.93004500
-62.54694125,0.23440360,2.93004500
-62.54550125,0.21975340,2.68587400
-62.54406125,0.23440360,2.93004500
-62.54262125,0.22952020,2.19753400
-62.54118125,0.24905380,2.44170400
-62.53974125,0.24905380,2.19753400
-62.53830125,0.24905380,2.68587400
-62.53686125,0.23440360,4.39506700
-62.53542125,0.22463680,2.93004500
-62.53398125,0.23928700,2.68587400
-62.53254125,0.25393720,1.70919300
-62.53110125,0.24417040,2.93004500
-62.52966125,0.21975340,2.19753400
-62.52822125,0.22463680,3.17421500
-62.52678125,0.22952020,3.17421500
-62.52534125,0.20510320,1.95336300
-62.52390125,0.21975340,4.39506700
-62.52246125,0.21487000,1.95336300
-62.52102125,0.20998660,1.70919300
-62.51958125,0.20021980,5.12757900
-62.51814125,0.20998660,4.88340800
-62.51670125,0.20021980,4.15089700
-62.51526125,0.20021980,4.63923800
-62.51382125,0.19045290,4.15089700
-62.51238125,0.20510320,5.61592000
-62.51094125,0.20021980,4.63923800
-62.50950125,0.21487000,6.83677100
-62.50806125,0.20510320,7.32511200
-62.50662125,0.18556950,6.59260100
-62.50518125,0.19045290,6.59260100
-62.50374125,0.20021980,6.34843100
-62.50230125,0.20510320,3.90672700
-62.50086125,0.20021980,6.59260100
-62.49942125,0.20510320,6.59260100
-62.49798125,0.19045290,6.10426000
-62.49654125,0.18068610,6.83677100
-62.49510125,0.19533630,6.59260100
-62.49366125,0.20510320,6.83677100
-62.49222125,0.20998660,3.17421500
-62.49078125,0.20998660,3.41838600
-62.48934125,0.20998660,2.68587400
-62.48790125,0.20998660,3.17421500
-62.48646125,0.21487000,3.90672700
-62.48502125,0.21975340,1.70919300
-62.48358125,0.19533630,2.19753400
-62.48214125,0.20510320,1.46502200
-62.48070125,0.21487000,2.93004500
-62.47926125,0.20021980,3.41838600
-62.47782125,0.21487000,5.12757900
-62.47638125,0.21487000,4.63923800
-62.47494125,0.21975340,8.05762400
-62.47350125,0.21975340,8.54596400
-62.47206125,0.22952020,8.79013400
-62.47062125,0.21487000,7.56928300
-62.46918125,0.19533630,10.25516000
-62.46774125,0.20510320,8.05762400
-62.46630125,0.20510320,8.30179400
-62.46486125,0.21487000,8.05762400
-62.46342125,0.20510320,6.83677100
-62.46198125,0.22463680,4.15089700
-62.46054125,0.21487000,3.90672700
-62.45910125,0.20021980,5.61592000
-62.45766125,0.20021980,7.56928300
-62.45622125,0.21487000,6.34843100
-62.45478125,0.20998660,4.39506700
-62.45334125,0.20998660,6.10426000
-62.45190125,0.20021980,7.08094200
-62.45046125,0.21487000,9.52264600
-62.44902125,0.21975340,9.03430600
-62.44758125,0.20998660,9.76681600
-62.44614125,0.20998660,9.52264600
-62.44470125,0.20021980,8.30179400
-62.44326125,0.22952020,8.30179400
-62.44182125,0.22952020,5.86009000
-62.44038125,0.21975340,6.59260100
-62.43894125,0.20510320,5.86009000
-62.43750125,0.21975340,4.88340800
-62.43606125,0.22952020,5.37174900
-62.43462125,0.21487000,4.63923800
-62.43318125,0.21975340,6.10426000
-62.43174125,0.20021980,7.08094200
-62.43030125,0.23440360,8.30179400
-62.42886125,0.23440360,7.08094200
-62.42742125,0.21975340,7.32511200
-62.42598125,0.20998660,6.59260100
-62.42454125,0.20998660,7.08094200
-62.42310125,0.22952020,10.01099000
-62.42166125,0.21487000,9.03430600
-62.42022125,0.20021980,7.81345300
-62.41878125,0.20021980,8.54596400
-62.41734125,0.20510320,8.05762400
-62.41590125,0.19045290,6.10426000
-62.41446125,0.20510320,5.86009000
-62.41302125,0.22463680,6.34843100
-62.41158125,0.21975340,5.61592000
-62.41014125,0.23440360,5.86009000
-62.40870125,0.22463680,7.81345300
-62.40726125,0.25393720,8.79013400
-62.40582125,0.23440360,7.56928300
-62.40438125,0.23928700,7.56928300
-62.40294125,0.23928700,10.74350000
-62.40150125,0.23928700,8.54596400
-62.40006125,0.24417040,9.27847600
-62.39862125,0.24417040,10.01099000
-62.39718125,0.25882070,10.25516000
-62.39574125,0.21487000,8.79013400
-62.39430125,0.21487000,8.54596400
-62.39286125,0.21975340,6.59260100
-62.39142125,0.23928700,8.30179400
-62.38998125,0.20998660,5.86009000
-62.38854125,0.20998660,6.10426000
-62.38710125,0.19533630,5.61592000
-62.38566125,0.20998660,6.59260100
-62.38422125,0.22952020,9.52264600
-62.38278125,0.21487000,7.56928300
-62.38134125,0.22463680,6.10426000
-62.37990125,0.21975340,7.32511200
-62.37846125,0.21975340,8.05762400
-62.37702125,0.21487000,6.59260100
-62.37558125,0.23440360,6.59260100
-62.37414125,0.21975340,8.54596400
-62.37270125,0.21975340,9.03430600
-62.37126125,0.20998660,7.32511200
-62.36982125,0.20510320,6.83677100
-62.36838125,0.23440360,7.56928300
-62.36694125,0.22952020,5.37174900
-62.36550125,0.22952020,5.12757900
-62.36406125,0.22952020,6.83677100
-62.36262125,0.22463680,6.83677100
-62.36118125,0.22463680,6.10426000
-62.35974125,0.23928700,6.59260100
-62.35830125,0.22463680,7.08094200
-62.35686125,0.22952020,7.08094200
-62.35542125,0.21975340,5.86009000
-62.35398125,0.20998660,6.83677100
-62.35254125,0.22463680,5.12757900
-62.35110125,0.20021980,2.93004500
-62.34966125,0.20998660,2.44170400
-62.34822125,0.21487000,3.66255600
-62.34678125,0.20510320,3.41838600
-62.34534125,0.21975340,4.88340800
-62.34390125,0.20510320,3.90672700
-62.34246125,0.20998660,4.63923800
-62.34102125,0.21975340,5.86009000
-62.33958125,0.20998660,6.10426000
-62.33814125,0.21487000,6.10426000
-62.33670125,0.21975340,4.63923800
-62.33526125,0.23928700,6.10426000
-62.33382125,0.22463680,7.81345300
-62.33238125,0.22463680,8.54596400
-62.33094125,0.23928700,8.54596400
-62.32950125,0.23440360,6.83677100
-62.32806125,0.25393720,7.32511200
