804.46256	4676
804.31984	4660
804.17712	4641
804.03439	4717
803.89167	4698
803.74893	4719
803.60619	4628
803.46345	4662
803.3207	4683
803.17795	4631
803.0352	4621
802.89244	4707
802.74967	4647
802.6069	4769
802.46413	4609
802.32135	4673
802.17856	4698
802.03578	4672
801.89298	4626
801.75019	4706
801.60738	4662
801.46458	4723
801.32177	4630
801.17895	4648
801.03613	4657
800.89331	4643
800.75048	4568
800.60765	4681
800.46481	4681
800.32197	4777
800.17912	4612
800.03627	4623
799.89341	4761
799.75055	4659
799.60769	4576
799.46482	4664
799.32195	4735
799.17907	4599
799.03618	4644
798.8933	4635
798.7504	4682
798.60751	4698
798.46461	4580
798.3217	4634
798.17879	4727
798.03588	4662
797.89296	4533
797.75003	4628
797.60711	4641
797.46417	4684
797.32124	4600
797.17829	4642
797.03535	4731
796.8924	4724
796.74944	4536
796.60648	4610
796.46352	4711
796.32055	4662
796.17757	4613
796.0346	4615
795.89161	4602
795.74863	4611
795.60564	4658
795.46264	4608
795.31964	4587
795.17663	4701
795.03362	4554
794.89061	4751
794.74759	4710
794.60457	4703
794.46154	4632
794.31851	4610
794.17547	4703
794.03243	4698
793.88938	4715
793.74633	4658
793.60328	4704
793.46022	4673
793.31716	4614
793.17409	4643
793.03101	4689
792.88794	4630
792.74485	4617
792.60177	4593
792.45868	4649
792.31558	4674
792.17248	4582
792.02938	4715
791.88627	4664
791.74315	4715
791.60003	4593
791.45691	4604
791.31378	4742
791.17065	4669
791.02752	4578
790.88438	4611
790.74123	4600
790.59808	4693
790.45493	4642
790.31177	4673
790.1686	4709
790.02544	4699
789.88226	4647
789.73909	4625
789.5959	4717
789.45272	4704
789.30953	4524
789.16633	4631
789.02313	4634
788.87993	4657
788.73672	4589
788.59351	4714
788.45029	4611
788.30707	4698
788.16384	4612
788.02061	4670
787.87737	4715
787.73413	4705
787.59089	4551
787.44764	4600
787.30438	4696
787.16112	4679
787.01786	4564
786.87459	4687
786.73132	4712
786.58805	4679
786.44476	4547
786.30148	4643
786.15819	4675
786.01489	4605
785.87159	4601
785.72829	4672
785.58498	4657
785.44167	4683
785.29835	4651
785.15503	4620
785.0117	4714
784.86837	4647
784.72504	4590
784.5817	4586
784.43835	4677
784.295	4725
784.15165	4662
784.00829	4631
783.86493	4688
783.72156	4599
783.57819	4616
783.43482	4693
783.29143	4611
783.14805	4686
783.00466	4665
782.86127	4638
782.71787	4712
782.57446	4677
782.43106	4599
782.28764	4619
782.14423	4707
782.0008	4719
781.85738	4621
781.71395	4577
781.57051	4733
781.42707	4653
781.28363	4661
781.14018	4683
780.99673	4711
780.85327	4700
780.70981	4572
780.56634	4635
780.42287	4694
780.2794	4734
780.13591	4616
779.99243	4669
779.84894	4652
779.70545	4641
779.56195	4571
779.41845	4640
779.27494	4723
779.13143	4682
778.98791	4591
778.84439	4587
778.70086	4758
778.55733	4710
778.4138	4624
778.27026	4633
778.12672	4635
777.98317	4661
777.83962	4593
777.69606	4629
777.5525	4703
777.40893	4728
777.26536	4664
777.12178	4720
776.97821	4723
776.83462	4625
776.69103	4607
776.54744	4691
776.40384	4660
776.26024	4632
776.11663	4648
775.97302	4602
775.8294	4653
775.68578	4683
775.54216	4562
775.39853	4612
775.25489	4708
775.11126	4662
774.96761	4599
774.82397	4653
774.68031	4781
774.53666	4635
774.393	4672
774.24933	4666
774.10566	4663
773.96198	4727
773.81831	4640
773.67462	4640
773.53093	4667
773.38724	4709
773.24354	4574
773.09984	4590
772.95613	4676
772.81242	4674
772.66871	4643
772.52499	4623
772.38126	4671
772.23753	4640
772.0938	4611
771.95006	4670
771.80632	4718
771.66257	4668
771.51882	4627
771.37506	4622
771.2313	4681
771.08754	4670
770.94377	4614
770.79999	4559
770.65622	4732
770.51243	4665
770.36864	4647
770.22485	4590
770.08105	4713
769.93725	4628
769.79345	4578
769.64964	4630
769.50582	4665
769.362	4678
769.21818	4656
769.07435	4626
768.93052	4710
768.78668	4713
768.64284	4580
768.49899	4668
768.35514	4735
768.21128	4749
768.06742	4580
767.92356	4630
767.77969	4644
767.63581	4709
767.49194	4649
767.34805	4655
767.20417	4713
767.06027	4648
766.91638	4592
766.77248	4653
766.62857	4651
766.48466	4645
766.34075	4633
766.19683	4660
766.0529	4669
765.90897	4709
765.76504	4579
765.6211	4625
765.47716	4724
765.33322	4649
765.18927	4650
765.04531	4630
764.90135	4715
764.75739	4709
764.61342	4637
764.46944	4638
764.32547	4704
764.18148	4662
764.0375	4669
763.8935	4596
763.74951	4752
763.60551	4642
763.4615	4668
763.31749	4675
763.17348	4690
763.02946	4733
762.88544	4691
762.74141	4609
762.59738	4634
762.45334	4740
762.3093	4621
762.16525	4585
762.0212	4678
761.87715	4599
761.73309	4655
761.58902	4625
761.44496	4729
761.30088	4683
761.15681	4653
761.01272	4675
760.86864	4687
760.72455	4654
760.58045	4696
760.43635	4607
760.29225	4608
760.14814	4651
760.00402	4635
759.8599	4684
759.71578	4686
759.57165	4648
759.42752	4678
759.28339	4611
759.13925	4715
758.9951	4693
758.85095	4637
758.7068	4671
758.56264	4712
758.41847	4636
758.27431	4597
758.13013	4683
757.98596	4706
757.84177	4688
757.69759	4637
757.5534	4589
757.4092	4758
757.265	4745
757.1208	4604
756.97659	4673
756.83238	4728
756.68816	4660
756.54394	4649
756.39971	4678
756.25548	4624
756.11124	4684
755.967	4689
755.82276	4603
755.67851	4596
755.53425	4681
755.39	4636
755.24573	4744
755.10146	4689
754.95719	4675
754.81292	4673
754.66864	4635
754.52435	4756
754.38006	4701
754.23576	4670
754.09147	4610
753.94716	4729
753.80285	4727
753.65854	4644
753.51422	4647
753.3699	4669
753.22557	4680
753.08124	4727
752.93691	4696
752.79257	4763
752.64822	4703
752.50388	4656
752.35952	4729
752.21516	4718
752.0708	4746
751.92643	4615
751.78206	4677
751.63769	4724
751.49331	4658
751.34892	4618
751.20453	4697
751.06014	4671
750.91574	4700
750.77133	4595
750.62693	4677
750.48251	4618
750.3381	4709
750.19368	4606
750.04925	4667
749.90482	4721
749.76038	4690
749.61595	4655
749.4715	4702
749.32705	4658
749.1826	4694
749.03814	4613
748.89368	4640
748.74921	4671
748.60474	4718
748.46027	4655
748.31579	4638
748.1713	4635
748.02681	4678
747.88232	4675
747.73782	4675
747.59332	4701
747.44881	4689
747.3043	4660
747.15978	4655
747.01526	4618
746.87074	4659
746.72621	4556
746.58167	4715
746.43713	4728
746.29259	4738
746.14804	4631
746.00349	4658
745.85893	4720
745.71437	4675
745.5698	4621
745.42523	4680
745.28066	4721
745.13608	4679
744.99149	4601
744.8469	4676
744.70231	4621
744.55771	4695
744.41311	4614
744.2685	4609
744.12389	4658
743.97928	4672
743.83466	4662
743.69003	4768
743.5454	4689
743.40077	4754
