Time,Channel A,Channel B
(ms),(V),(V)

-9.66964807,0.21975340,0.01758027
-9.66408007,0.21487000,0.02148700
-9.65851207,0.18556950,0.01367354
-9.65294407,0.18068610,0.01269686
-9.64737607,0.20021980,0.01269686
-9.64180807,0.21975340,0.01855695
-9.63624007,0.21487000,0.01953363
-9.63067207,0.20021980,0.02051032
-9.62510407,0.20021980,0.01855695
-9.61953607,0.20510320,0.01953363
-9.61396807,0.20998660,0.01562691
-9.60840007,0.21487000,0.02344036
-9.60283207,0.20510320,0.01758027
-9.59726407,0.19533630,0.01855695
-9.59169607,0.21975340,0.02051032
-9.58612807,0.21487000,0.02246368
-9.58056007,0.21487000,0.01953363
-9.57499207,0.20998660,0.01953363
-9.56942407,0.21975340,0.01953363
-9.56385607,0.20998660,0.02148700
-9.55828808,0.22463680,0.01953363
-9.55272008,0.21487000,0.02051032
-9.54715208,0.21487000,0.01855695
-9.54158408,0.20510320,0.02246368
-9.53601608,0.23440360,0.02539372
-9.53044808,0.21487000,0.02441704
-9.52488008,0.20998660,0.02734709
-9.51931208,0.19533630,0.02344036
-9.51374408,0.20510320,0.02344036
-9.50817608,0.20998660,0.02441704
-9.50260808,0.21487000,0.02051032
-9.49704008,0.20021980,0.02148700
-9.49147208,0.20510320,0.02441704
-9.48590408,0.22463680,0.02148700
-9.48033608,0.21975340,0.01855695
-9.47476808,0.22463680,0.02246368
-9.46920008,0.21487000,0.02246368
-9.46363208,0.21975340,0.01855695
-9.45806408,0.20021980,0.01953363
-9.45249608,0.22463680,0.01855695
-9.44692808,0.21975340,0.01562691
-9.44136008,0.20998660,0.02148700
-9.43579208,0.21487000,0.01855695
-9.43022408,0.22463680,0.01660359
-9.42465608,0.20510320,0.01855695
-9.41908808,0.22463680,0.01660359
-9.41352008,0.21487000,0.02148700
-9.40795208,0.19533630,0.01855695
-9.40238408,0.20021980,0.02148700
-9.39681608,0.20021980,0.02148700
-9.39124808,0.19045290,0.01953363
-9.38568008,0.19533630,0.02051032
-9.38011208,0.20021980,0.01562691
-9.37454408,0.19533630,0.01953363
-9.36897608,0.22463680,0.02148700
-9.36340808,0.20021980,0.01855695
-9.35784008,0.20021980,0.01953363
-9.35227208,0.20510320,0.01953363
-9.34670408,0.20998660,0.01758027
-9.34113608,0.20998660,0.01660359
-9.33556808,0.20998660,0.01465023
-9.33000008,0.23440360,0.01855695
-9.32443208,0.23440360,0.01855695
-9.31886408,0.20021980,0.02051032
-9.31329608,0.20510320,0.02051032
-9.30772809,0.18556950,0.02051032
-9.30216009,0.20998660,0.02148700
-9.29659209,0.19045290,0.01855695
-9.29102409,0.19533630,0.01465023
-9.28545609,0.20021980,0.01758027
-9.27988809,0.19045290,0.01465023
-9.27432009,0.19045290,0.01953363
-9.26875209,0.19533630,0.01855695
-9.26318409,0.20998660,0.01758027
-9.25761609,0.20998660,0.01465023
-9.25204809,0.22952020,0.01855695
-9.24648009,0.23928700,0.01758027
-9.24091209,0.21487000,0.01367354
-9.23534409,0.22952020,0.01660359
-9.22977609,0.22952020,0.02051032
-9.22420809,0.20021980,0.01855695
-9.21864009,0.20021980,0.01953363
-9.21307209,0.20021980,0.01660359
-9.20750409,0.20998660,0.01562691
-9.20193609,0.20510320,0.01855695
-9.19636809,0.20021980,0.01855695
-9.19080009,0.19045290,0.02441704
-9.18523209,0.21975340,0.01855695
-9.17966409,0.20998660,0.01758027
-9.17409609,0.21975340,0.01953363
-9.16852809,0.20021980,0.01855695
-9.16296009,0.20998660,0.02051032
-9.15739209,0.19533630,0.01855695
-9.15182409,0.22463680,0.01758027
-9.14625609,0.21975340,0.01660359
-9.14068809,0.20021980,0.01855695
-9.13512009,0.20998660,0.02051032
-9.12955209,0.20510320,0.01367354
-9.12398409,0.19533630,0.01758027
-9.11841609,0.18556950,0.01855695
-9.11284809,0.19045290,0.02344036
-9.10728009,0.20998660,0.02344036
-9.10171209,0.21487000,0.01660359
-9.09614409,0.22463680,0.01758027
-9.09057609,0.21487000,0.01855695
-9.08500809,0.20998660,0.01953363
-9.07944009,0.20510320,0.02148700
-9.07387209,0.20021980,0.01953363
-9.06830409,0.20998660,0.02051032
-9.06273609,0.21975340,0.02148700
-9.05716810,0.20510320,0.02637041
-9.05160010,0.20510320,0.02344036
-9.04603210,0.21487000,0.01855695
-9.04046410,0.20021980,0.01465023
-9.03489610,0.20021980,0.01172018
-9.02932810,0.21487000,0.01660359
-9.02376010,0.23440360,0.01758027
-9.01819210,0.21487000,0.01660359
-9.01262410,0.19533630,0.01660359
-9.00705610,0.20510320,0.01562691
