Time,Channel A,Channel B
(ms),(V),(V)

-9.67151806,0.20998660,0.02246368
-9.66595006,0.21975340,0.01758027
-9.66038206,0.22952020,0.01953363
-9.65481406,0.23440360,0.01562691
-9.64924606,0.24905380,0.01953363
-9.64367806,0.20998660,0.02051032
-9.63811006,0.22952020,0.01855695
-9.63254206,0.21975340,0.01953363
-9.62697406,0.23440360,0.01660359
-9.62140606,0.20998660,0.01855695
-9.61583806,0.20510320,0.01562691
-9.61027006,0.20998660,0.01855695
-9.60470206,0.18556950,0.01660359
-9.59913406,0.20021980,0.01758027
-9.59356606,0.20021980,0.02246368
-9.58799806,0.19533630,0.01855695
-9.58243006,0.20998660,0.02246368
-9.57686206,0.21487000,0.01758027
-9.57129406,0.20510320,0.01855695
-9.56572606,0.20021980,0.02637041
-9.56015807,0.19045290,0.01758027
-9.55459007,0.19533630,0.02246368
-9.54902207,0.21487000,0.02148700
-9.54345407,0.21975340,0.01758027
-9.53788607,0.20021980,0.02637041
-9.53231807,0.23928700,0.02539372
-9.52675007,0.22463680,0.02148700
-9.52118207,0.20021980,0.01855695
-9.51561407,0.22952020,0.02051032
-9.51004607,0.25882070,0.02246368
-9.50447807,0.23440360,0.02148700
-9.49891007,0.20510320,0.02344036
-9.49334207,0.22463680,0.02051032
-9.48777407,0.23440360,0.01953363
-9.48220607,0.22952020,0.02344036
-9.47663807,0.23928700,0.01758027
-9.47107007,0.21487000,0.01660359
-9.46550207,0.23440360,0.01562691
-9.45993407,0.25882070,0.01660359
-9.45436607,0.23440360,0.02051032
-9.44879807,0.20510320,0.01953363
-9.44323007,0.21975340,0.01855695
-9.43766207,0.23440360,0.02051032
-9.43209407,0.21487000,0.01855695
-9.42652607,0.21487000,0.01562691
-9.42095807,0.22463680,0.01465023
-9.41539007,0.20510320,0.01660359
-9.40982207,0.18556950,0.01660359
-9.40425407,0.19045290,0.01660359
-9.39868607,0.20510320,0.02441704
-9.39311807,0.21487000,0.01758027
-9.38755007,0.22463680,0.01758027
-9.38198207,0.20998660,0.02246368
-9.37641407,0.20998660,0.01953363
-9.37084607,0.20998660,0.01953363
-9.36527807,0.21975340,0.01758027
-9.35971007,0.21487000,0.01855695
-9.35414207,0.22952020,0.01855695
-9.34857407,0.20998660,0.02246368
-9.34300607,0.22463680,0.02832377
-9.33743807,0.21487000,0.02246368
-9.33187007,0.21487000,0.01855695
-9.32630207,0.20998660,0.02344036
-9.32073407,0.21975340,0.02051032
-9.31516607,0.24417040,0.01953363
-9.30959808,0.22952020,0.01953363
-9.30403008,0.21487000,0.01855695
-9.29846208,0.21975340,0.01953363
-9.29289408,0.22952020,0.02344036
-9.28732608,0.20998660,0.02539372
-9.28175808,0.21975340,0.02344036
-9.27619008,0.19045290,0.02148700
-9.27062208,0.20510320,0.02637041
-9.26505408,0.21975340,0.02051032
-9.25948608,0.21487000,0.02246368
-9.25391808,0.20998660,0.02051032
-9.24835008,0.20021980,0.02051032
-9.24278208,0.20510320,0.01660359
-9.23721408,0.22463680,0.02148700
-9.23164608,0.22463680,0.02051032
-9.22607808,0.19533630,0.01855695
-9.22051008,0.20510320,0.01855695
-9.21494208,0.22463680,0.01953363
-9.20937408,0.22952020,0.02148700
-9.20380608,0.19045290,0.02344036
-9.19823808,0.18556950,0.01660359
-9.19267008,0.20021980,0.01465023
-9.18710208,0.18556950,0.01953363
-9.18153408,0.18556950,0.01758027
-9.17596608,0.20021980,0.02246368
-9.17039808,0.20510320,0.02148700
-9.16483008,0.20998660,0.02344036
-9.15926208,0.21487000,0.01953363
-9.15369408,0.22952020,0.01953363
-9.14812608,0.23928700,0.02539372
-9.14255808,0.23928700,0.01855695
-9.13699008,0.20998660,0.01953363
-9.13142208,0.21975340,0.01660359
-9.12585408,0.20998660,0.02246368
-9.12028608,0.22463680,0.02246368
-9.11471808,0.21975340,0.01758027
-9.10915008,0.20998660,0.01855695
-9.10358208,0.20510320,0.01758027
-9.09801408,0.19533630,0.01465023
-9.09244608,0.20510320,0.02246368
-9.08687808,0.21487000,0.01465023
-9.08131008,0.23928700,0.01660359
-9.07574208,0.23928700,0.01855695
-9.07017408,0.20998660,0.02148700
-9.06460608,0.20510320,0.02148700
-9.05903809,0.20021980,0.01758027
-9.05347009,0.20510320,0.02051032
-9.04790209,0.20510320,0.01758027
-9.04233409,0.21487000,0.01855695
-9.03676609,0.20998660,0.02051032
-9.03119809,0.19533630,0.01758027
-9.02563009,0.23440360,0.01465023
-9.02006209,0.20021980,0.01660359
-9.01449409,0.20021980,0.01562691
-9.00892609,0.21975340,0.02051032
