Frequency,Channel A,Channel B
(MHz),(dBu),(dBu)

0.13637543,-65.15567000,-77.29842000
0.13685226,-63.98913000,-80.16066000
0.13732910,-71.59401000,-77.04858000
0.13780594,-63.15410000,-70.93774000
0.13828278,-72.80217000,-72.59277000
0.13875961,-67.09393000,-77.10417000
0.13923645,-67.32648000,-73.71686000
0.13971329,-58.25645000,-76.55520000
0.14019012,-62.45056000,-71.42023000
0.14066696,-69.97942000,-75.32163000
0.14114380,-68.90545000,-75.68612000
0.14162064,-68.57416000,-74.47219000
0.14209747,-64.74489000,-71.77663000
0.14257431,-68.80267000,-74.16188000
0.14305115,-66.52496000,-73.74684000
0.14352798,-69.85883000,-74.08652000
0.14400482,-62.64048000,-73.12115000
0.14448166,-64.49397000,-72.41832000
0.14495850,-69.25333000,-71.81924000
0.14543533,-72.64561000,-71.77567000
0.14591217,-68.61352000,-71.75235000
0.14638901,-63.96117000,-72.17021000
0.14686584,-65.14542000,-69.59318000
0.14734268,-73.69592000,-69.21301000
0.14781952,-61.70595000,-70.20003000
0.14829636,-61.03936000,-70.79358000
0.14877319,-69.51005000,-66.33612000
0.14925003,-66.61327000,-68.97955000
0.14972687,-66.42913000,-68.12287000
0.15020370,-63.76020000,-67.28286000
0.15068054,-67.77640000,-65.87284000
0.15115738,-67.29501000,-64.49324000
0.15163422,-63.25194000,-64.89882000
0.15211105,-80.04177000,-63.43614000
0.15258789,-64.19384000,-61.73548000
0.15306473,-71.04892000,-60.95190000
0.15354156,-67.60417000,-57.11859000
0.15401840,-76.15943000,-56.15292000
0.15449524,-68.01869000,-52.34039000
0.15497208,-61.62964000,-39.89673000
0.15544891,-68.79899000,-38.63262000
0.15592575,-69.71480000,-44.90949000
0.15640259,-65.71677000,-36.20779000
0.15687943,-60.15373000,-38.17466000
0.15735626,-63.85536000,-46.10924000
0.15783310,-65.54472000,-54.60301000
0.15830994,-71.87589000,-58.98597000
0.15878677,-68.27618000,-61.54873000
0.15926361,-64.20995000,-63.39782000
0.15974045,-69.49315000,-63.08163000
0.16021729,-71.81374000,-64.58840000
0.16069412,-67.77921000,-67.49353000
0.16117096,-83.58956000,-66.27675000
0.16164780,-68.17333000,-67.17447000
0.16212463,-72.35698000,-68.69687000
0.16260147,-67.73530000,-68.44863000
0.16307831,-63.67172000,-72.48038000
0.16355515,-75.06355000,-69.40398000
0.16403198,-68.06765000,-71.35381000
0.16450882,-67.33787000,-71.26534000
0.16498566,-68.68258000,-72.57198000
0.16546249,-65.70509000,-75.37128000
0.16593933,-72.36899000,-73.18399000
0.16641617,-72.07170000,-71.69849000
0.16689301,-70.82101000,-73.33436000
0.16736984,-64.90333000,-73.75082000
0.16784668,-67.69863000,-74.63146000
0.16832352,-75.48264000,-76.39907000
0.16880035,-68.50967000,-72.45029000
0.16927719,-68.95712000,-82.24251000
0.16975403,-75.73089000,-75.72643000
0.17023087,-67.95259000,-78.88364000
0.17070770,-68.38169000,-74.10078000
0.17118454,-79.24893000,-78.45638000
0.17166138,-67.51540000,-77.68327000
0.17213821,-68.77428000,-79.36562000
0.17261505,-64.25916000,-75.13869000
0.17309189,-70.03974000,-74.41983000
0.17356873,-72.53305000,-86.81708000
0.17404556,-73.40504000,-79.64079000
0.17452240,-75.58669000,-79.49982000
0.17499924,-70.67264000,-76.93490000
0.17547607,-67.18892000,-75.35175000
0.17595291,-71.48248000,-101.81330000
0.17642975,-70.63567000,-80.53149000
0.17690659,-65.49839000,-78.07513000
0.17738342,-63.84903000,-76.39752000
0.17786026,-75.09013000,-84.01431000
0.17833710,-68.71523000,-75.30309000
0.17881393,-73.55762000,-80.07393000
0.17929077,-74.79860000,-85.34454000
0.17976761,-72.37981000,-78.38142000
0.18024445,-72.47300000,-82.37434000
0.18072128,-64.95708000,-80.55856000
0.18119812,-64.69996000,-81.78284000
0.18167496,-71.83498000,-79.23322000
0.18215179,-72.14759000,-89.25423000
0.18262863,-90.61410000,-82.15745000
0.18310547,-65.82366000,-80.84297000
0.18358231,-65.14189000,-87.79878000
0.18405914,-71.64763000,-88.09181000
0.18453598,-70.37229000,-79.89700000
0.18501282,-74.48621000,-76.99188000
0.18548965,-68.91368000,-81.72029000
0.18596649,-67.79855000,-80.61779000
0.18644333,-69.44465000,-93.00841000
0.18692017,-73.16151000,-81.04866000
0.18739700,-72.39156000,-82.65952000
0.18787384,-73.52654000,-82.68031000
0.18835068,-67.92383000,-83.61988000
0.18882751,-71.67481000,-80.35306000
0.18930435,-69.69669000,-90.99309000
0.18978119,-71.89002000,-80.88670000
0.19025803,-64.53294000,-78.48444000
0.19073486,-67.41039000,-86.97700000
0.19121170,-75.55485000,-82.61338000
0.19168854,-74.13279000,-83.41813000
0.19216537,-69.57446000,-78.61642000
0.19264221,-78.84683000,-81.95244000
0.19311905,-65.97235000,-83.78219000
0.19359589,-65.39842000,-80.82455000
0.19407272,-73.78650000,-88.71490000
0.19454956,-69.54916000,-83.56345000
0.19502640,-66.95567000,-80.87430000
0.19550323,-68.87238000,-91.99619000
0.19598007,-71.19086000,-85.07402000
0.19645691,-71.40154000,-87.29007000
0.19693375,-65.89566000,-96.19416000
0.19741058,-75.77203000,-80.93520000
0.19788742,-66.54136000,-79.30847000
0.19836426,-67.46029000,-89.68738000
0.19884109,-73.48738000,-79.59367000
0.19931793,-69.87483000,-81.06704000
0.19979477,-67.71590000,-88.08662000
0.20027161,-74.68852000,-89.44122000
0.20074844,-65.98628000,-84.81989000
0.20122528,-68.36475000,-92.37776000
0.20170212,-72.90682000,-81.81863000
0.20217896,-72.49421000,-83.32154000
0.20265579,-78.27569000,-96.74483000
0.20313263,-70.98985000,-80.43288000
0.20360947,-69.45993000,-84.00026000
0.20408630,-69.72907000,-84.06012000
0.20456314,-71.27594000,-81.39007000
0.20503998,-75.55891000,-94.22120000
0.20551682,-71.29524000,-86.55128000
0.20599365,-70.41946000,-95.80154000
0.20647049,-71.60630000,-85.76987000
0.20694733,-79.63622000,-83.58128000
0.20742416,-71.30477000,-86.35090000
0.20790100,-71.82494000,-82.21178000
0.20837784,-69.72732000,-83.61943000
0.20885468,-74.51914000,-81.97536000
0.20933151,-75.69604000,-83.86124000
0.20980835,-81.25211000,-81.25759000
0.21028519,-77.54045000,-81.66890000
0.21076202,-75.41747000,-88.45226000
0.21123886,-72.05095000,-93.58801000
0.21171570,-69.68175000,-89.74563000
0.21219254,-74.60399000,-90.04156000
0.21266937,-70.32672000,-88.00250000
0.21314621,-93.01396000,-82.99146000
0.21362305,-71.14265000,-89.03642000
0.21409988,-74.12605000,-91.49711000
0.21457672,-74.31586000,-90.76865000
0.21505356,-69.64868000,-89.03815000
0.21553040,-73.29614000,-95.23495000
0.21600723,-72.60104000,-93.41515000
0.21648407,-82.77343000,-82.86346000
0.21696091,-68.86985000,-82.46953000
0.21743774,-67.35480000,-97.20430000
0.21791458,-72.77988000,-85.48339000
0.21839142,-78.16833000,-84.94568000
0.21886826,-71.62694000,-87.65174000
0.21934509,-68.18494000,-89.94081000
0.21982193,-70.89172000,-92.07279000
0.22029877,-72.82315000,-92.02099000
0.22077560,-82.88751000,-88.85067000
0.22125244,-67.79720000,-86.96578000
0.22172928,-67.31131000,-90.02090000
0.22220612,-78.26054000,-89.54681000
0.22268295,-68.96906000,-96.17006000
0.22315979,-73.65182000,-92.23975000
0.22363663,-79.77851000,-83.29543000
0.22411346,-70.25950000,-86.38870000
0.22459030,-77.41047000,-83.03841000
0.22506714,-74.17445000,-85.25198000
0.22554398,-73.16307000,-90.17524000
0.22602081,-74.48231000,-97.67310000
0.22649765,-77.15570000,-84.53258000
0.22697449,-71.51852000,-83.80479000
0.22745132,-69.89526000,-88.35158000
0.22792816,-80.83917000,-86.95304000
0.22840500,-68.15872000,-85.49114000
0.22888184,-68.88549000,-92.39401000
0.22935867,-80.38352000,-85.53621000
0.22983551,-69.52822000,-85.63420000
0.23031235,-76.39031000,-96.81939000
0.23078918,-67.19581000,-86.18229000
0.23126602,-69.02821000,-80.32941000
0.23174286,-83.30581000,-83.77460000
0.23221970,-72.11829000,-89.83193000
0.23269653,-70.84846000,-84.65816000
0.23317337,-80.77199000,-93.65703000
0.23365021,-75.77735000,-88.58665000
0.23412704,-72.81190000,-109.17010000
0.23460388,-84.51073000,-98.66462000
0.23508072,-69.66621000,-86.71619000
0.23555756,-66.16175000,-90.86541000
0.23603439,-69.20042000,-92.65825000
0.23651123,-85.58128000,-92.10992000
0.23698807,-75.11584000,-92.52074000
0.23746490,-75.35858000,-93.99306000
0.23794174,-71.01525000,-86.39840000
0.23841858,-85.35499000,-85.29693000
0.23889542,-73.25987000,-87.16759000
0.23937225,-68.79447000,-87.39859000
0.23984909,-71.94484000,-91.42170000
0.24032593,-74.89523000,-91.88747000
0.24080276,-88.76410000,-94.18198000
0.24127960,-71.22748000,-84.60596000
0.24175644,-80.34923000,-87.11566000
0.24223328,-75.00877000,-96.07407000
0.24271011,-71.22987000,-90.91927000
0.24318695,-75.44784000,-88.28658000
0.24366379,-69.54053000,-90.04043000
0.24414063,-71.57362000,-104.19560000
0.24461746,-88.46577000,-87.62131000
0.24509430,-70.38318000,-94.09924000
0.24557114,-70.43404000,-91.45878000
0.24604797,-87.08443000,-90.52314000
0.24652481,-76.58524000,-94.63520000
0.24700165,-77.94580000,-94.14387000
0.24747849,-78.97172000,-96.75900000
0.24795532,-78.16534000,-99.50928000
0.24843216,-74.32526000,-83.79731000
0.24890900,-71.74394000,-88.21084000
0.24938583,-67.88626000,-93.88363000
0.24986267,-70.94492000,-89.44675000
0.25033951,-75.17571000,-100.28680000
0.25081635,-70.34509000,-83.29365000
0.25129318,-76.54329000,-82.44152000
0.25177002,-77.48672000,-86.38955000
0.25224686,-67.07654000,-82.02908000
0.25272369,-69.18815000,-80.23940000
0.25320053,-78.61224000,-84.66743000
0.25367737,-90.42690000,-87.81442000
0.25415421,-70.82658000,-86.92535000
0.25463104,-81.22185000,-90.84563000
0.25510788,-71.63039000,-83.66879000
0.25558472,-86.44887000,-84.41665000
0.25606155,-72.16560000,-93.28296000
0.25653839,-75.58326000,-109.15830000
0.25701523,-79.44257000,-86.35695000
0.25749207,-70.78738000,-84.15981000
0.25796890,-69.87669000,-91.40791000
0.25844574,-75.74158000,-94.56725000
0.25892258,-68.17634000,-87.40331000
0.25939941,-82.83760000,-90.44135000
0.25987625,-69.93213000,-93.48570000
0.26035309,-90.48043000,-88.60464000
0.26082993,-70.50246000,-88.04811000
0.26130676,-75.42990000,-92.94105000
0.26178360,-72.79057000,-89.42554000
0.26226044,-74.29260000,-87.37031000
0.26273727,-69.69379000,-90.82564000
0.26321411,-72.41248000,-96.73263000
0.26369095,-78.11263000,-90.39781000
0.26416779,-77.90508000,-95.57293000
0.26464462,-71.60126000,-99.64049000
0.26512146,-67.23308000,-95.50523000
0.26559830,-68.26798000,-92.35935000
0.26607513,-76.92476000,-96.00356000
0.26655197,-71.59959000,-88.85098000
0.26702881,-72.25611000,-89.92039000
0.26750565,-78.46201000,-90.85419000
0.26798248,-82.34892000,-94.84509000
0.26845932,-74.47231000,-96.41010000
0.26893616,-83.48346000,-88.93559000
0.26941299,-70.74792000,-84.39335000
0.26988983,-75.84809000,-92.30109000
0.27036667,-78.71253000,-87.14693000
0.27084351,-70.60264000,-93.11553000
0.27132034,-71.79063000,-94.21455000
0.27179718,-81.56152000,-103.70570000
0.27227402,-74.76015000,-88.93391000
0.27275085,-71.89151000,-90.86293000
0.27322769,-83.92425000,-97.05345000
0.27370453,-74.36548000,-94.06100000
0.27418137,-73.86842000,-99.52101000
0.27465820,-70.75895000,-106.28730000
0.27513504,-72.65893000,-89.90157000
0.27561188,-78.06730000,-89.88369000
0.27608871,-69.72289000,-88.07949000
0.27656555,-78.54611000,-91.57711000
0.27704239,-74.31014000,-94.74019000
0.27751923,-73.40094000,-88.87254000
0.27799606,-73.52480000,-83.87976000
0.27847290,-75.66090000,-86.53256000
0.27894974,-78.85337000,-92.51219000
0.27942657,-73.04993000,-86.88220000
0.27990341,-75.57593000,-92.73033000
0.28038025,-76.88222000,-90.34576000
0.28085709,-71.81806000,-89.72477000
0.28133392,-72.63464000,-94.85190000
0.28181076,-81.66718000,-95.91975000
0.28228760,-75.41579000,-98.70766000
0.28276443,-69.77332000,-90.11911000
0.28324127,-75.58799000,-88.91637000
0.28371811,-82.96016000,-96.24915000
0.28419495,-77.80699000,-89.52429000
0.28467178,-80.76611000,-92.04877000
0.28514862,-75.55574000,-106.25590000
0.28562546,-77.09525000,-96.62789000
0.28610229,-72.55607000,-100.72330000
0.28657913,-86.76452000,-94.44948000
0.28705597,-70.40472000,-92.42538000
0.28753281,-76.09006000,-90.41312000
0.28800964,-79.78381000,-106.83980000
0.28848648,-81.58432000,-94.70297000
0.28896332,-73.16067000,-92.59657000
0.28944016,-83.07904000,-92.73613000
0.28991699,-70.85567000,-90.15186000
0.29039383,-73.19951000,-85.78419000
0.29087067,-70.73492000,-85.93749000
0.29134750,-70.46060000,-86.71925000
0.29182434,-78.35341000,-98.38726000
0.29230118,-73.33520000,-96.64883000
0.29277802,-74.76479000,-88.26035000
0.29325485,-77.55401000,-89.26225000
0.29373169,-70.46204000,-92.32288000
0.29420853,-67.64304000,-89.00520000
0.29468536,-73.51022000,-101.03560000
0.29516220,-82.23341000,-89.67867000
0.29563904,-79.85033000,-93.13017000
0.29611588,-73.36201000,-92.53111000
0.29659271,-73.48949000,-97.57513000
0.29706955,-88.32764000,-101.64900000
0.29754639,-74.71741000,-111.54560000
0.29802322,-76.20753000,-94.38412000
0.29850006,-75.57154000,-85.93370000
0.29897690,-70.88373000,-88.00272000
0.29945374,-72.71131000,-87.87860000
0.29993057,-71.75111000,-83.48024000
0.30040741,-76.97450000,-86.86836000
0.30088425,-87.02103000,-95.87956000
0.30136108,-76.11829000,-89.02148000
0.30183792,-72.57758000,-93.28350000
0.30231476,-76.73653000,-91.00885000
0.30279160,-84.21929000,-89.80744000
0.30326843,-79.53551000,-98.51370000
0.30374527,-70.19825000,-114.11330000
0.30422211,-72.31741000,-94.73591000
0.30469894,-72.65403000,-94.01923000
0.30517578,-70.88290000,-98.46641000
0.30565262,-74.91706000,-97.45738000
0.30612946,-72.86552000,-94.48737000
0.30660629,-80.41507000,-90.18825000
0.30708313,-77.39028000,-93.44872000
0.30755997,-71.96135000,-88.40082000
0.30803680,-75.22785000,-87.97767000
0.30851364,-91.88835000,-92.25195000
0.30899048,-74.74484000,-90.69151000
0.30946732,-71.25178000,-96.93318000
0.30994415,-76.55795000,-98.45161000
0.31042099,-73.04196000,-91.90418000
0.31089783,-74.90106000,-97.00011000
0.31137466,-71.65372000,-101.44490000
0.31185150,-78.56693000,-92.29086000
0.31232834,-74.14961000,-91.40691000
0.31280518,-75.89601000,-91.87415000
0.31328201,-71.84881000,-91.03111000
0.31375885,-77.02800000,-92.85437000
0.31423569,-77.04526000,-89.57818000
0.31471252,-80.60265000,-87.19932000
0.31518936,-84.47063000,-87.91764000
0.31566620,-71.37753000,-97.90523000
0.31614304,-78.54401000,-95.55388000
0.31661987,-75.51228000,-89.98824000
0.31709671,-76.35765000,-87.14443000
0.31757355,-87.94720000,-87.92248000
0.31805038,-81.42892000,-86.55478000
0.31852722,-69.89237000,-92.61491000
0.31900406,-71.52629000,-95.77861000
0.31948090,-83.91039000,-93.24944000
0.31995773,-81.16750000,-108.56300000
0.32043457,-78.94126000,-89.62187000
0.32091141,-76.09850000,-93.81394000
0.32138824,-73.87683000,-113.41790000
0.32186508,-70.44775000,-93.65610000
0.32234192,-82.42677000,-89.58018000
0.32281876,-73.01153000,-95.07389000
0.32329559,-74.67709000,-101.23540000
0.32377243,-72.67310000,-98.32027000
0.32424927,-75.19828000,-94.98553000
0.32472610,-78.01885000,-99.18495000
0.32520294,-83.95813000,-98.30873000
0.32567978,-75.16410000,-94.38474000
0.32615662,-82.14339000,-97.11231000
0.32663345,-75.71605000,-91.04008000
0.32711029,-78.19115000,-93.10974000
0.32758713,-75.58649000,-90.04219000
0.32806396,-72.16564000,-86.01266000
0.32854080,-71.71736000,-97.08563000
0.32901764,-74.35179000,-96.42728000
0.32949448,-84.05894000,-103.02850000
0.32997131,-74.12341000,-99.93927000
0.33044815,-81.30791000,-96.83630000
0.33092499,-83.52155000,-103.69010000
