Frequency,Channel A,Channel B
0.08201599,-59.06458000,-87.83086000
0.08249283,-67.61948000,-79.64818000
0.08296967,-54.60514000,-82.92923000
0.08344650,-60.22942000,-80.28947000
0.08392334,-60.91061000,-76.26279000
0.08440018,-56.74600000,-76.15537000
0.08487701,-54.79348000,-78.92614000
0.08535385,-57.87117000,-85.78849000
0.08583069,-64.07334000,-76.50671000
0.08630753,-61.32107000,-74.45712000
0.08678436,-57.11656000,-92.03571000
0.08726120,-62.41475000,-71.91076000
0.08773804,-64.23287000,-71.19763000
0.08821487,-57.73113000,-81.36533000
0.08869171,-56.81392000,-74.87702000
0.08916855,-58.75021000,-71.76492000
0.08964539,-62.93987000,-75.68618000
0.09012222,-63.23047000,-91.71138000
0.09059906,-57.92960000,-77.49297000
0.09107590,-61.85972000,-76.11188000
0.09155273,-59.74184000,-78.24352000
0.09202957,-59.06147000,-83.74036000
0.09250641,-64.91522000,-87.85043000
0.09298325,-59.56427000,-79.64539000
0.09346008,-57.38139000,-79.53466000
0.09393692,-65.48602000,-86.84921000
0.09441376,-60.62496000,-74.14326000
0.09489059,-58.88167000,-79.16171000
0.09536743,-59.10206000,-78.36250000
0.09584427,-62.68643000,-73.89381000
0.09632111,-64.03075000,-77.01365000
0.09679794,-60.70560000,-80.65912000
0.09727478,-67.14014000,-82.95547000
0.09775162,-61.76035000,-75.55557000
0.09822845,-56.15145000,-73.39899000
0.09870529,-57.86070000,-78.05984000
0.09918213,-68.54132000,-72.19080000
0.09965897,-59.57623000,-83.86835000
0.10013580,-63.07512000,-78.70100000
0.10061264,-62.89814000,-77.45904000
0.10108948,-63.11992000,-77.15220000
0.10156631,-68.01070000,-75.76205000
0.10204315,-64.25034000,-83.16306000
0.10251999,-59.14252000,-79.02800000
0.10299683,-62.27110000,-107.27400000
0.10347366,-84.32333000,-77.34038000
0.10395050,-58.54234000,-79.81167000
0.10442734,-59.65376000,-88.54373000
0.10490417,-59.31290000,-74.21888000
0.10538101,-65.56014000,-77.91109000
0.10585785,-62.57637000,-83.89923000
0.10633469,-63.45476000,-77.91919000
0.10681152,-63.05313000,-80.81165000
0.10728836,-60.91481000,-88.63988000
0.10776520,-65.34859000,-73.63124000
0.10824203,-60.02180000,-74.89549000
0.10871887,-58.27451000,-75.74395000
0.10919571,-72.95123000,-74.46762000
0.10967255,-62.08844000,-87.40013000
0.11014938,-65.32179000,-76.59793000
0.11062622,-59.18789000,-74.72327000
0.11110306,-66.61198000,-79.56053000
0.11157990,-59.78110000,-78.76117000
0.11205673,-85.92030000,-77.48296000
0.11253357,-59.08665000,-80.78061000
0.11301041,-59.67606000,-73.39421000
0.11348724,-67.87273000,-89.15244000
0.11396408,-59.71881000,-79.71420000
0.11444092,-85.23205000,-76.46092000
0.11491776,-60.91917000,-74.64047000
0.11539459,-59.48893000,-74.62646000
0.11587143,-63.24810000,-79.15628000
0.11634827,-64.39067000,-78.05722000
0.11682510,-62.20065000,-73.27899000
0.11730194,-65.95865000,-80.40092000
0.11777878,-59.12794000,-76.50124000
0.11825562,-62.50328000,-73.56533000
0.11873245,-71.85663000,-84.75639000
0.11920929,-58.77007000,-80.25448000
0.11968613,-60.96555000,-81.76602000
0.12016296,-68.77400000,-74.79655000
0.12063980,-60.37549000,-73.44325000
0.12111664,-64.90804000,-80.29438000
0.12159348,-61.25404000,-85.09750000
0.12207031,-65.60252000,-73.78473000
0.12254715,-61.05425000,-76.54066000
0.12302399,-59.50624000,-80.30463000
0.12350082,-73.73841000,-76.31361000
0.12397766,-60.97462000,-74.19096000
0.12445450,-66.44658000,-76.18571000
0.12493134,-66.75739000,-80.46812000
0.12540817,-66.26391000,-77.03322000
0.12588501,-62.27076000,-77.37682000
0.12636185,-67.28908000,-80.42487000
0.12683868,-62.15467000,-83.26496000
0.12731552,-65.44128000,-74.88527000
0.12779236,-62.91595000,-75.02737000
0.12826920,-61.95742000,-86.12701000
0.12874603,-66.39214000,-74.46873000
0.12922287,-70.09593000,-74.99535000
0.12969971,-62.56950000,-83.29773000
0.13017654,-65.34467000,-75.22920000
0.13065338,-72.12540000,-75.97858000
0.13113022,-66.21851000,-84.87810000
0.13160706,-64.51058000,-71.90934000
0.13208389,-61.33166000,-75.87099000
0.13256073,-62.74607000,-74.38979000
0.13303757,-66.43735000,-77.34874000
0.13351440,-67.47971000,-79.77482000
0.13399124,-69.91328000,-74.76146000
0.13446808,-62.87409000,-75.07677000
0.13494492,-62.98919000,-74.11712000
0.13542175,-64.87519000,-83.84632000
0.13589859,-68.87490000,-71.41328000
0.13637543,-64.85030000,-71.65263000
0.13685226,-62.29423000,-78.30460000
0.13732910,-74.37400000,-75.99179000
0.13780594,-62.36915000,-75.03246000
0.13828278,-64.81994000,-73.55307000
0.13875961,-68.49916000,-79.86649000
0.13923645,-74.72462000,-72.12698000
0.13971329,-63.38241000,-71.57848000
0.14019012,-65.43713000,-73.43156000
0.14066696,-68.94572000,-74.00976000
0.14114380,-65.57679000,-74.62803000
0.14162064,-71.68531000,-75.78717000
0.14209747,-64.19339000,-71.74388000
0.14257431,-75.70920000,-71.85148000
0.14305115,-65.11846000,-74.07054000
0.14352798,-76.99903000,-73.47816000
0.14400482,-65.03872000,-72.33149000
0.14448166,-70.70888000,-73.49950000
0.14495850,-61.84940000,-70.85426000
0.14543533,-67.75387000,-71.96119000
0.14591217,-66.89876000,-69.99120000
0.14638901,-64.88501000,-69.70406000
0.14686584,-64.38440000,-70.67252000
0.14734268,-77.67626000,-70.51196000
0.14781952,-65.22232000,-72.10227000
0.14829636,-65.42494000,-68.31105000
0.14877319,-72.88665000,-67.47717000
0.14925003,-64.05439000,-68.03111000
0.14972687,-66.89224000,-68.80407000
0.15020370,-69.94154000,-66.36633000
0.15068054,-64.47501000,-65.01688000
0.15115738,-65.60815000,-65.52129000
0.15163422,-69.56201000,-64.75583000
0.15211105,-63.18438000,-62.39851000
0.15258789,-65.47500000,-62.80678000
0.15306473,-73.54780000,-61.05151000
0.15354156,-74.15080000,-57.27243000
0.15401840,-74.70637000,-55.64082000
0.15449524,-63.24482000,-52.82372000
0.15497208,-60.24374000,-39.95918000
0.15544891,-67.45968000,-38.65198000
0.15592575,-69.72176000,-44.88166000
0.15640259,-67.89918000,-36.20596000
0.15687943,-59.75916000,-38.18786000
0.15735626,-60.31750000,-46.21895000
0.15783310,-66.33577000,-54.57507000
0.15830994,-65.73124000,-60.04686000
0.15878677,-64.87453000,-60.77416000
0.15926361,-67.24121000,-62.85953000
0.15974045,-70.02122000,-63.64655000
0.16021729,-66.12779000,-65.53809000
0.16069412,-64.30771000,-66.08316000
0.16117096,-77.31394000,-68.01599000
0.16164780,-66.11142000,-68.43684000
0.16212463,-63.35144000,-68.43315000
0.16260147,-73.35166000,-67.96851000
0.16307831,-69.84140000,-69.02931000
0.16355515,-65.68303000,-69.29830000
0.16403198,-68.58257000,-71.67786000
0.16450882,-66.52274000,-71.88653000
0.16498566,-76.42137000,-71.63712000
0.16546249,-67.51842000,-71.17007000
0.16593933,-67.71638000,-71.88428000
0.16641617,-67.48080000,-75.38557000
0.16689301,-72.63768000,-73.30187000
0.16736984,-67.35217000,-72.34946000
0.16784668,-66.74373000,-78.84010000
0.16832352,-75.80581000,-76.71067000
0.16880035,-72.12627000,-72.99713000
0.16927719,-65.36711000,-75.67146000
0.16975403,-70.48282000,-80.16438000
0.17023087,-65.79457000,-75.36860000
0.17070770,-64.34542000,-74.08117000
0.17118454,-73.68783000,-74.74255000
0.17166138,-68.55224000,-83.05768000
0.17213821,-69.56149000,-74.40379000
0.17261505,-67.99428000,-78.95856000
0.17309189,-72.88272000,-75.55329000
0.17356873,-63.69314000,-82.11641000
0.17404556,-76.15941000,-79.12111000
0.17452240,-66.61821000,-78.03740000
0.17499924,-67.66109000,-76.65969000
0.17547607,-68.62994000,-93.28833000
0.17595291,-67.99178000,-76.47123000
0.17642975,-71.98692000,-80.66093000
0.17690659,-71.79902000,-80.52878000
0.17738342,-72.81955000,-82.07045000
0.17786026,-68.08832000,-78.09293000
0.17833710,-76.76960000,-81.96191000
0.17881393,-66.98351000,-80.83089000
0.17929077,-69.22462000,-77.10932000
0.17976761,-83.88530000,-86.79092000
0.18024445,-66.23765000,-91.22104000
0.18072128,-69.37379000,-78.52249000
0.18119812,-72.54636000,-75.51595000
0.18167496,-65.51768000,-77.05566000
0.18215179,-74.98817000,-83.30630000
0.18262863,-70.55049000,-87.10666000
0.18310547,-69.05300000,-80.22047000
0.18358231,-73.06033000,-76.53147000
0.18405914,-71.21416000,-78.85164000
0.18453598,-68.91605000,-96.63120000
0.18501282,-73.96003000,-79.86873000
0.18548965,-73.92063000,-82.44820000
0.18596649,-68.65969000,-87.17290000
0.18644333,-67.85100000,-79.86192000
0.18692017,-66.55124000,-83.73753000
0.18739700,-75.72324000,-79.71515000
0.18787384,-69.92593000,-78.04836000
0.18835068,-67.61895000,-88.08395000
0.18882751,-67.90605000,-79.19820000
0.18930435,-69.85122000,-80.30069000
0.18978119,-82.41215000,-90.80904000
0.19025803,-65.37246000,-84.64291000
0.19073486,-69.45068000,-83.64857000
0.19121170,-73.83530000,-91.57935000
0.19168854,-75.53822000,-89.26273000
0.19216537,-68.08981000,-82.07211000
0.19264221,-70.46932000,-92.86728000
0.19311905,-70.37946000,-80.53647000
0.19359589,-67.50398000,-82.24483000
0.19407272,-70.38531000,-84.49823000
0.19454956,-77.24606000,-85.75392000
0.19502640,-65.96761000,-80.31274000
0.19550323,-64.87357000,-85.83427000
0.19598007,-69.87943000,-85.30420000
0.19645691,-79.38765000,-95.89044000
0.19693375,-70.85477000,-79.72585000
0.19741058,-73.63390000,-80.48737000
0.19788742,-79.07823000,-96.04928000
0.19836426,-71.07078000,-81.19801000
0.19884109,-71.00805000,-83.41209000
0.19931793,-76.02980000,-85.67786000
0.19979477,-72.45525000,-81.62271000
0.20027161,-69.11913000,-89.66625000
0.20074844,-73.62757000,-88.96244000
0.20122528,-68.97992000,-82.98235000
0.20170212,-63.97546000,-84.80857000
0.20217896,-74.11035000,-104.42430000
0.20265579,-70.25260000,-98.11242000
0.20313263,-71.21776000,-84.69995000
0.20360947,-71.58567000,-78.68974000
0.20408630,-68.89045000,-87.45691000
0.20456314,-66.86192000,-83.60119000
0.20503998,-63.67193000,-83.10367000
0.20551682,-74.94484000,-92.08263000
0.20599365,-71.84736000,-82.78503000
0.20647049,-71.15823000,-87.14223000
0.20694733,-87.28365000,-83.64905000
0.20742416,-70.23231000,-82.95834000
0.20790100,-66.81046000,-90.95090000
0.20837784,-70.06955000,-83.77170000
0.20885468,-71.08618000,-92.30946000
0.20933151,-81.43861000,-88.52951000
0.20980835,-68.71428000,-84.01747000
0.21028519,-70.61940000,-84.84441000
0.21076202,-67.06610000,-86.91907000
0.21123886,-68.73718000,-84.49440000
0.21171570,-76.59496000,-84.66374000
0.21219254,-71.65368000,-82.24931000
0.21266937,-102.64290000,-80.75160000
0.21314621,-70.84189000,-86.31142000
0.21362305,-69.78380000,-84.07263000
0.21409988,-84.50983000,-83.92696000
0.21457672,-72.52910000,-90.89631000
0.21505356,-70.07636000,-99.94995000
0.21553040,-69.30913000,-92.73831000
0.21600723,-75.88125000,-91.11828000
0.21648407,-65.48148000,-93.59146000
0.21696091,-72.46935000,-87.51781000
0.21743774,-74.49022000,-87.78052000
0.21791458,-71.30328000,-87.45744000
0.21839142,-77.26209000,-85.57582000
0.21886826,-75.04775000,-101.18580000
0.21934509,-74.21541000,-89.06266000
0.21982193,-80.66336000,-102.90400000
0.22029877,-72.26505000,-85.80680000
0.22077560,-70.54445000,-87.22808000
0.22125244,-74.05568000,-90.80346000
0.22172928,-72.23943000,-89.14504000
0.22220612,-76.95335000,-83.43284000
0.22268295,-72.65637000,-92.40353000
0.22315979,-75.95168000,-91.97826000
0.22363663,-67.15875000,-90.49942000
0.22411346,-73.04585000,-93.49972000
0.22459030,-68.24879000,-84.51958000
0.22506714,-68.71507000,-87.93015000
0.22554398,-76.06567000,-94.52663000
0.22602081,-76.99264000,-92.85059000
0.22649765,-69.30440000,-89.14825000
0.22697449,-72.21652000,-87.59674000
0.22745132,-87.67987000,-98.42990000
0.22792816,-72.16704000,-87.43564000
0.22840500,-75.28964000,-88.56232000
0.22888184,-72.34718000,-95.92554000
0.22935867,-68.94218000,-87.35606000
0.22983551,-84.20038000,-84.01869000
0.23031235,-70.87125000,-86.27841000
0.23078918,-76.61497000,-87.99635000
0.23126602,-66.45477000,-89.72978000
0.23174286,-69.89684000,-88.67122000
0.23221970,-74.12887000,-95.82161000
0.23269653,-82.29944000,-85.40187000
0.23317337,-83.14284000,-94.36972000
0.23365021,-72.09653000,-83.98628000
0.23412704,-75.21161000,-88.03798000
0.23460388,-73.56396000,-88.23938000
0.23508072,-70.34315000,-89.83245000
0.23555756,-77.02748000,-93.50125000
0.23603439,-69.34311000,-83.33083000
0.23651123,-77.18159000,-88.77179000
0.23698807,-75.08537000,-95.07318000
0.23746490,-78.91310000,-91.04781000
0.23794174,-77.87578000,-89.40028000
0.23841858,-70.88698000,-89.81679000
0.23889542,-73.49164000,-90.07661000
0.23937225,-75.13200000,-88.28088000
0.23984909,-74.18956000,-91.57607000
0.24032593,-68.40842000,-85.60299000
0.24080276,-77.49570000,-84.55228000
0.24127960,-75.46474000,-91.76647000
0.24175644,-69.94271000,-90.56161000
0.24223328,-75.74189000,-96.16531000
0.24271011,-71.53551000,-95.06616000
0.24318695,-69.31533000,-94.39472000
0.24366379,-77.72081000,-88.70726000
0.24414063,-75.61874000,-82.88586000
0.24461746,-67.73286000,-87.67270000
0.24509430,-67.15816000,-90.72557000
0.24557114,-79.34777000,-97.95989000
0.24604797,-69.76637000,-92.18597000
0.24652481,-71.70390000,-94.50522000
0.24700165,-74.07466000,-92.16385000
0.24747849,-71.04122000,-96.40382000
0.24795532,-77.30598000,-96.33238000
0.24843216,-71.05731000,-86.29132000
0.24890900,-86.71051000,-90.79304000
0.24938583,-76.53731000,-92.65788000
0.24986267,-77.00227000,-91.91655000
0.25033951,-71.05129000,-87.12292000
0.25081635,-73.28874000,-87.67936000
0.25129318,-71.33436000,-95.75955000
0.25177002,-100.41500000,-90.54519000
0.25224686,-71.30906000,-92.58914000
0.25272369,-74.06665000,-91.47568000
0.25320053,-73.54872000,-90.65550000
0.25367737,-71.77824000,-97.60795000
0.25415421,-73.44369000,-91.20926000
0.25463104,-67.41911000,-88.18928000
0.25510788,-72.06721000,-89.20685000
0.25558472,-83.28468000,-107.97360000
0.25606155,-89.64368000,-87.56570000
0.25653839,-75.45882000,-89.38460000
0.25701523,-70.02224000,-103.52700000
0.25749207,-79.41669000,-97.50693000
0.25796890,-73.14079000,-93.39725000
0.25844574,-77.34631000,-97.88501000
0.25892258,-70.77585000,-90.26401000
0.25939941,-76.70680000,-86.03029000
0.25987625,-72.02390000,-88.08997000
0.26035309,-69.36739000,-82.96503000
0.26082993,-80.52272000,-83.74850000
0.26130676,-73.52863000,-87.66641000
0.26178360,-84.86102000,-92.50790000
0.26226044,-72.54031000,-95.01259000
0.26273727,-83.08330000,-91.76735000
0.26321411,-85.85754000,-91.35768000
0.26369095,-82.99813000,-92.22245000
0.26416779,-74.14884000,-93.43551000
0.26464462,-71.31631000,-91.13188000
0.26512146,-72.73224000,-89.81473000
0.26559830,-75.16024000,-95.59307000
0.26607513,-85.14352000,-96.43414000
0.26655197,-73.90695000,-86.26985000
0.26702881,-71.11205000,-84.87876000
0.26750565,-88.77802000,-92.46579000
0.26798248,-72.78539000,-98.43695000
0.26845932,-80.96217000,-115.37260000
0.26893616,-74.93228000,-87.40257000
0.26941299,-72.59962000,-87.70633000
0.26988983,-81.87874000,-98.91666000
0.27036667,-72.96735000,-86.99130000
0.27084351,-68.18080000,-97.93613000
0.27132034,-74.52488000,-95.41938000
0.27179718,-76.38587000,-89.72583000
0.27227402,-72.61603000,-91.50910000
0.27275085,-91.93267000,-95.99736000
0.27322769,-72.55203000,-98.54558000
0.27370453,-78.62720000,-91.39323000
0.27418137,-76.86633000,-90.83685000
0.27465820,-68.31282000,-88.38226000
0.27513504,-73.74390000,-84.16825000
0.27561188,-83.26019000,-91.47271000
0.27608871,-74.44037000,-106.79420000
0.27656555,-72.87987000,-98.35048000
0.27704239,-83.18493000,-99.54685000
0.27751923,-73.72199000,-97.01067000
0.27799606,-75.83709000,-87.88188000
0.27847290,-83.65796000,-89.57435000
0.27894974,-73.55767000,-91.00646000
0.27942657,-76.80199000,-83.61694000
0.27990341,-77.51179000,-90.51839000
0.28038025,-80.32734000,-88.48212000
0.28085709,-72.14943000,-89.99374000
0.28133392,-84.27951000,-96.66547000
0.28181076,-81.10297000,-92.70188000
0.28228760,-74.08924000,-91.64499000
0.28276443,-81.58187000,-88.25110000
0.28324127,-71.05115000,-85.26939000
0.28371811,-84.64021000,-88.10434000
0.28419495,-74.03207000,-99.92569000
0.28467178,-77.95564000,-97.83438000
0.28514862,-83.64223000,-95.98630000
0.28562546,-78.48052000,-98.24431000
0.28610229,-74.36328000,-99.08469000
0.28657913,-85.86603000,-96.73628000
0.28705597,-74.21178000,-90.58006000
0.28753281,-77.69258000,-87.47435000
0.28800964,-70.23248000,-97.10358000
0.28848648,-78.73013000,-91.02457000
0.28896332,-73.48828000,-91.64944000
0.28944016,-72.20103000,-91.26158000
0.28991699,-87.34375000,-93.48813000
0.29039383,-84.57393000,-91.31433000
0.29087067,-71.51926000,-90.09795000
0.29134750,-71.26727000,-95.26059000
0.29182434,-88.84251000,-91.20036000
0.29230118,-75.45129000,-92.83231000
0.29277802,-72.80972000,-96.15927000
0.29325485,-70.16309000,-93.65187000
0.29373169,-78.73173000,-97.10761000
0.29420853,-76.50109000,-105.74810000
0.29468536,-70.33065000,-93.50833000
0.29516220,-77.90936000,-95.32871000
0.29563904,-83.27072000,-92.82515000
0.29611588,-71.97951000,-87.87598000
0.29659271,-65.70741000,-97.65756000
0.29706955,-70.97366000,-89.60511000
0.29754639,-71.98123000,-87.31590000
0.29802322,-73.19541000,-83.98574000
0.29850006,-86.15598000,-82.72127000
0.29897690,-87.15381000,-87.26551000
0.29945374,-75.88910000,-93.20168000
0.29993057,-80.21390000,-101.65050000
0.30040741,-71.59410000,-98.28850000
0.30088425,-72.52834000,-103.12410000
0.30136108,-80.34534000,-93.40414000
0.30183792,-76.38275000,-112.64300000
0.30231476,-74.63744000,-96.17422000
0.30279160,-74.34132000,-93.05447000
0.30326843,-82.21902000,-94.19129000
0.30374527,-77.18916000,-97.15440000
0.30422211,-75.71123000,-88.17107000
0.30469894,-76.96236000,-92.62486000
0.30517578,-76.33147000,-96.38660000
0.30565262,-81.31992000,-96.58989000
0.30612946,-74.42770000,-118.30200000
0.30660629,-71.05856000,-90.86040000
0.30708313,-80.37167000,-90.10292000
0.30755997,-73.81133000,-86.64883000
0.30803680,-77.85206000,-84.69263000
0.30851364,-80.87518000,-90.15688000
0.30899048,-80.28976000,-92.11165000
0.30946732,-71.03240000,-95.71245000
0.30994415,-71.27946000,-93.13609000
0.31042099,-96.01491000,-85.07970000
0.31089783,-77.68211000,-84.31248000
0.31137466,-88.67424000,-89.16351000
0.31185150,-83.83881000,-92.47189000
0.31232834,-77.07509000,-101.57390000
0.31280518,-76.98154000,-110.77590000
0.31328201,-84.83728000,-94.80248000
0.31375885,-82.58687000,-93.33766000
0.31423569,-73.29039000,-91.36094000
0.31471252,-72.74512000,-85.15767000
0.31518936,-78.09516000,-87.39017000
0.31566620,-74.56905000,-88.49480000
0.31614304,-76.59457000,-94.21526000
0.31661987,-70.62265000,-97.95020000
0.31709671,-73.13669000,-89.56273000
0.31757355,-93.53586000,-87.15148000
0.31805038,-77.29166000,-89.77349000
0.31852722,-70.64717000,-91.11565000
0.31900406,-70.93822000,-88.42510000
0.31948090,-76.86412000,-92.17515000
0.31995773,-72.61613000,-98.49478000
0.32043457,-86.02197000,-96.79619000
0.32091141,-81.04787000,-113.22240000
0.32138824,-77.98502000,-90.18120000
0.32186508,-71.85782000,-91.71151000
0.32234192,-85.20470000,-99.53751000
0.32281876,-74.98328000,-102.33420000
0.32329559,-79.93616000,-93.49535000
0.32377243,-82.41044000,-91.38747000
0.32424927,-76.44233000,-100.27950000
0.32472610,-72.94670000,-96.70963000
0.32520294,-73.30820000,-91.14674000
0.32567978,-72.11545000,-88.98116000
0.32615662,-67.08713000,-92.78290000
0.32663345,-71.61092000,-92.25827000
0.32711029,-83.21504000,-94.59069000
0.32758713,-72.94047000,-94.88343000
0.32806396,-72.77029000,-90.51942000
0.32854080,-79.41969000,-93.42934000
0.32901764,-74.16089000,-94.10406000
0.32949448,-78.83618000,-91.70966000
0.32997131,-76.46297000,-93.48810000
0.33044815,-77.10680000,-96.30132000
0.33092499,-85.19971000,-94.89503000
0.33140182,-81.30949000,-90.42199000
0.33187866,-73.72406000,-90.69446000
