Frequency,Channel A,Channel B
0.08201599,-55.19081000,-84.14427000
0.08249283,-57.32058000,-83.91008000
0.08296967,-72.77380000,-72.15398000
0.08344650,-58.17068000,-72.42795000
0.08392334,-60.83876000,-77.56720000
0.08440018,-55.63853000,-73.94647000
0.08487701,-63.03560000,-77.77557000
0.08535385,-60.05728000,-74.21186000
0.08583069,-58.21991000,-70.54078000
0.08630753,-58.87753000,-74.80221000
0.08678436,-59.87873000,-71.69328000
0.08726120,-58.97909000,-76.63384000
0.08773804,-62.69985000,-80.01042000
0.08821487,-61.89941000,-83.30570000
0.08869171,-62.48185000,-81.10257000
0.08916855,-55.07985000,-74.86373000
0.08964539,-60.43555000,-72.15770000
0.09012222,-64.26233000,-84.81610000
0.09059906,-56.99921000,-74.51174000
0.09107590,-63.33981000,-83.30249000
0.09155273,-60.09685000,-79.64020000
0.09202957,-60.90779000,-86.21851000
0.09250641,-58.97921000,-78.83296000
0.09298325,-65.32953000,-84.65081000
0.09346008,-60.48797000,-83.30676000
0.09393692,-60.57241000,-77.99963000
0.09441376,-71.10367000,-79.61311000
0.09489059,-58.20026000,-81.21173000
0.09536743,-57.16946000,-78.71309000
0.09584427,-58.32214000,-80.59909000
0.09632111,-60.96720000,-74.06200000
0.09679794,-60.69894000,-79.39706000
0.09727478,-60.41225000,-81.24147000
0.09775162,-63.76696000,-77.51720000
0.09822845,-61.91135000,-76.92437000
0.09870529,-70.94716000,-82.80394000
0.09918213,-57.22363000,-80.29023000
0.09965897,-57.89939000,-73.19199000
0.10013580,-58.56501000,-74.74071000
0.10061264,-64.92432000,-85.63199000
0.10108948,-60.69237000,-78.75787000
0.10156631,-68.40780000,-87.37672000
0.10204315,-60.57943000,-77.08025000
0.10251999,-60.78307000,-80.21798000
0.10299683,-59.30801000,-81.77204000
0.10347366,-61.49424000,-77.63390000
0.10395050,-63.06507000,-76.13995000
0.10442734,-69.45284000,-77.30177000
0.10490417,-66.54970000,-83.72631000
0.10538101,-60.19811000,-76.07541000
0.10585785,-63.05740000,-75.54938000
0.10633469,-59.70203000,-86.41629000
0.10681152,-71.92307000,-78.76640000
0.10728836,-64.17891000,-81.70391000
0.10776520,-59.18833000,-76.21223000
0.10824203,-57.77197000,-89.89762000
0.10871887,-71.33908000,-77.19652000
0.10919571,-57.30397000,-76.61583000
0.10967255,-62.54279000,-82.60767000
0.11014938,-65.75356000,-77.84242000
0.11062622,-62.36546000,-79.59555000
0.11110306,-61.44776000,-79.59059000
0.11157990,-65.42880000,-76.41267000
0.11205673,-67.47801000,-76.79144000
0.11253357,-63.25233000,-78.29995000
0.11301041,-60.17250000,-83.76064000
0.11348724,-63.09677000,-78.62534000
0.11396408,-68.73643000,-78.04601000
0.11444092,-65.69504000,-74.90246000
0.11491776,-60.91972000,-77.62943000
0.11539459,-67.30895000,-80.86239000
0.11587143,-62.42919000,-75.40348000
0.11634827,-72.49495000,-77.70131000
0.11682510,-60.09554000,-76.91193000
0.11730194,-59.04808000,-76.29727000
0.11777878,-66.42873000,-85.18602000
0.11825562,-66.59929000,-84.37877000
0.11873245,-66.06030000,-77.62521000
0.11920929,-59.38212000,-75.17584000
0.11968613,-61.21236000,-80.49240000
0.12016296,-64.98138000,-77.82650000
0.12063980,-59.37431000,-74.11327000
0.12111664,-70.84995000,-81.89203000
0.12159348,-60.59032000,-81.61678000
0.12207031,-66.48555000,-77.90441000
0.12254715,-67.23411000,-80.67261000
0.12302399,-65.49892000,-76.87473000
0.12350082,-64.43719000,-77.18978000
0.12397766,-61.72401000,-75.87183000
0.12445450,-67.31770000,-74.97908000
0.12493134,-63.81635000,-84.72281000
0.12540817,-67.43974000,-76.28308000
0.12588501,-63.79203000,-81.09127000
0.12636185,-61.09904000,-73.52340000
0.12683868,-66.92649000,-77.35509000
0.12731552,-63.70445000,-77.40072000
0.12779236,-63.60257000,-74.83553000
0.12826920,-70.35984000,-77.23335000
0.12874603,-63.28120000,-81.68235000
0.12922287,-65.53253000,-74.68702000
0.12969971,-65.56982000,-76.09209000
0.13017654,-65.10285000,-77.96812000
0.13065338,-67.71808000,-81.94642000
0.13113022,-65.68046000,-76.92615000
0.13160706,-66.68627000,-73.15209000
0.13208389,-63.59502000,-73.55386000
0.13256073,-69.30960000,-78.10654000
0.13303757,-64.80684000,-81.84798000
0.13351440,-68.93129000,-72.88074000
0.13399124,-66.56899000,-76.45113000
0.13446808,-60.73493000,-78.44518000
0.13494492,-63.81491000,-73.79366000
0.13542175,-63.27749000,-75.20120000
0.13589859,-66.35937000,-77.33174000
0.13637543,-65.31993000,-74.40536000
0.13685226,-64.68346000,-75.12696000
0.13732910,-70.33560000,-78.32473000
0.13780594,-79.71384000,-74.20911000
0.13828278,-69.60521000,-72.64234000
0.13875961,-63.66396000,-77.61323000
0.13923645,-67.82602000,-77.38756000
0.13971329,-66.92155000,-74.38637000
0.14019012,-66.66254000,-72.98438000
0.14066696,-82.20390000,-71.24534000
0.14114380,-66.20296000,-77.06819000
0.14162064,-64.44785000,-74.68192000
0.14209747,-61.94957000,-72.22026000
0.14257431,-83.72997000,-73.21219000
0.14305115,-63.72469000,-73.49957000
0.14352798,-81.74339000,-71.67537000
0.14400482,-64.65598000,-71.39064000
0.14448166,-62.34941000,-71.82891000
0.14495850,-65.64627000,-71.32376000
0.14543533,-65.89226000,-74.34501000
0.14591217,-66.85950000,-69.54312000
0.14638901,-68.02020000,-70.03796000
0.14686584,-65.16953000,-71.72488000
0.14734268,-71.56671000,-73.08926000
0.14781952,-64.84968000,-68.62082000
0.14829636,-71.91392000,-69.32516000
0.14877319,-64.19862000,-67.67968000
0.14925003,-73.53909000,-68.02567000
0.14972687,-69.62320000,-67.45027000
0.15020370,-66.42610000,-66.93317000
0.15068054,-68.39100000,-65.76706000
0.15115738,-65.92612000,-65.10604000
0.15163422,-64.07835000,-64.64470000
0.15211105,-74.25684000,-63.37398000
0.15258789,-61.39855000,-62.39260000
0.15306473,-61.27828000,-61.10187000
0.15354156,-70.04702000,-57.44218000
0.15401840,-72.54933000,-55.76652000
0.15449524,-66.40390000,-52.65913000
0.15497208,-65.15837000,-39.90019000
0.15544891,-70.07932000,-38.63190000
0.15592575,-59.40287000,-44.89260000
0.15640259,-60.57896000,-36.16377000
0.15687943,-58.39432000,-38.10999000
0.15735626,-58.31855000,-45.95478000
0.15783310,-65.03802000,-54.49802000
0.15830994,-71.81966000,-59.73935000
0.15878677,-63.24133000,-61.69899000
0.15926361,-65.91467000,-62.87083000
0.15974045,-74.99223000,-62.64251000
0.16021729,-68.59062000,-64.97433000
0.16069412,-61.56323000,-65.54526000
0.16117096,-68.52034000,-66.93185000
0.16164780,-73.88204000,-68.45218000
0.16212463,-72.24221000,-67.76319000
0.16260147,-68.70015000,-67.51375000
0.16307831,-72.83630000,-69.69736000
0.16355515,-67.57520000,-73.16241000
0.16403198,-63.79631000,-70.50906000
0.16450882,-71.96725000,-70.81332000
0.16498566,-67.78114000,-71.15607000
0.16546249,-64.41833000,-73.16512000
0.16593933,-66.71313000,-72.52057000
0.16641617,-72.71485000,-76.66556000
0.16689301,-69.69798000,-72.83244000
0.16736984,-63.31773000,-72.64954000
0.16784668,-68.52026000,-74.71049000
0.16832352,-66.02573000,-75.55316000
0.16880035,-62.18533000,-75.64378000
0.16927719,-71.38310000,-74.71973000
0.16975403,-73.22474000,-78.75596000
0.17023087,-79.63055000,-73.12455000
0.17070770,-69.93114000,-75.45279000
0.17118454,-66.57935000,-78.50014000
0.17166138,-68.69208000,-76.90555000
0.17213821,-70.56557000,-82.76913000
0.17261505,-70.91634000,-77.54494000
0.17309189,-70.29346000,-80.12575000
0.17356873,-72.72127000,-75.50544000
0.17404556,-78.40575000,-76.95098000
0.17452240,-68.39877000,-77.29084000
0.17499924,-73.25368000,-85.70527000
0.17547607,-68.85214000,-80.97820000
0.17595291,-70.81399000,-73.74477000
0.17642975,-69.91304000,-75.02042000
0.17690659,-65.36309000,-75.87650000
0.17738342,-75.21925000,-88.04384000
0.17786026,-66.73186000,-81.22334000
0.17833710,-68.36532000,-83.77689000
0.17881393,-75.23442000,-77.16759000
0.17929077,-66.68545000,-77.96103000
0.17976761,-65.03822000,-80.34843000
0.18024445,-80.97363000,-89.58466000
0.18072128,-66.97128000,-78.51932000
0.18119812,-64.93400000,-87.81558000
0.18167496,-68.93901000,-77.47787000
0.18215179,-71.98600000,-77.69614000
0.18262863,-69.00453000,-81.99001000
0.18310547,-80.17125000,-86.83806000
0.18358231,-66.89889000,-84.65195000
0.18405914,-67.82217000,-83.61974000
0.18453598,-71.79431000,-79.60231000
0.18501282,-76.39378000,-82.25624000
0.18548965,-78.47777000,-83.62758000
0.18596649,-65.20005000,-80.45345000
0.18644333,-74.62109000,-84.78501000
0.18692017,-66.40282000,-80.95979000
0.18739700,-64.59894000,-77.33862000
0.18787384,-71.75439000,-83.78400000
0.18835068,-76.96639000,-87.51561000
0.18882751,-67.20306000,-83.62469000
0.18930435,-82.74783000,-80.04744000
0.18978119,-69.90218000,-84.98425000
0.19025803,-68.21350000,-81.86835000
0.19073486,-65.36255000,-84.28564000
0.19121170,-83.20884000,-83.94673000
0.19168854,-66.68845000,-78.95240000
0.19216537,-77.47945000,-81.19987000
0.19264221,-73.86105000,-87.31694000
0.19311905,-68.76820000,-81.30685000
0.19359589,-77.49368000,-89.27898000
0.19407272,-67.35817000,-84.17332000
0.19454956,-73.64799000,-93.37364000
0.19502640,-76.73926000,-83.89175000
0.19550323,-73.12247000,-83.75557000
0.19598007,-68.47752000,-86.81807000
0.19645691,-90.06407000,-78.36367000
0.19693375,-66.32730000,-78.16626000
0.19741058,-69.57158000,-91.52169000
0.19788742,-69.23129000,-88.68881000
0.19836426,-71.27271000,-91.34760000
0.19884109,-72.41102000,-95.15654000
0.19931793,-71.11264000,-86.53736000
0.19979477,-70.33387000,-82.66614000
0.20027161,-66.59502000,-84.66718000
0.20074844,-78.44514000,-90.43689000
0.20122528,-76.30823000,-81.94232000
0.20170212,-76.78826000,-102.73180000
0.20217896,-70.73428000,-82.68594000
0.20265579,-74.15507000,-80.38993000
0.20313263,-73.43584000,-86.24188000
0.20360947,-67.01564000,-88.20102000
0.20408630,-69.27807000,-89.40238000
0.20456314,-75.95357000,-100.53600000
0.20503998,-79.08313000,-83.86779000
0.20551682,-79.97635000,-82.05394000
0.20599365,-70.59155000,-85.32506000
0.20647049,-72.36220000,-86.36349000
0.20694733,-70.87821000,-89.98184000
0.20742416,-70.83229000,-91.16821000
0.20790100,-69.66750000,-85.97868000
0.20837784,-67.94511000,-83.86337000
0.20885468,-72.70734000,-85.39673000
0.20933151,-76.84917000,-83.71204000
0.20980835,-73.66835000,-78.49314000
0.21028519,-73.74948000,-81.31664000
0.21076202,-66.10375000,-91.18806000
0.21123886,-67.01269000,-91.83682000
0.21171570,-79.14679000,-82.79094000
0.21219254,-76.56212000,-81.72234000
0.21266937,-72.33808000,-90.03595000
0.21314621,-77.90894000,-95.73569000
0.21362305,-66.17549000,-87.50397000
0.21409988,-67.98486000,-83.38542000
0.21457672,-82.52236000,-84.64532000
0.21505356,-79.22767000,-93.73354000
0.21553040,-76.49113000,-87.26173000
0.21600723,-67.77334000,-82.67826000
0.21648407,-67.57713000,-89.77853000
0.21696091,-74.02957000,-108.03950000
0.21743774,-74.57223000,-83.87463000
0.21791458,-69.51275000,-82.03639000
0.21839142,-68.34592000,-93.01900000
0.21886826,-73.80176000,-94.08700000
0.21934509,-71.72022000,-91.97566000
0.21982193,-66.64153000,-86.01551000
0.22029877,-70.46851000,-87.57580000
0.22077560,-91.32730000,-94.10465000
0.22125244,-67.94994000,-92.15081000
0.22172928,-69.36843000,-84.67073000
0.22220612,-83.38676000,-90.37396000
0.22268295,-69.44406000,-85.39574000
0.22315979,-67.45947000,-83.04004000
0.22363663,-88.85838000,-88.42693000
0.22411346,-67.45787000,-91.25134000
0.22459030,-73.30288000,-93.51659000
0.22506714,-71.57929000,-113.64960000
0.22554398,-74.10551000,-90.97612000
0.22602081,-71.92033000,-84.56586000
0.22649765,-68.31786000,-85.23055000
0.22697449,-72.84435000,-99.60514000
0.22745132,-83.28088000,-90.07240000
0.22792816,-68.66260000,-90.44789000
0.22840500,-73.89313000,-85.64053000
0.22888184,-67.73373000,-90.75141000
0.22935867,-66.36498000,-84.40848000
0.22983551,-70.64275000,-90.72519000
0.23031235,-96.16974000,-83.97990000
0.23078918,-71.84361000,-99.80856000
0.23126602,-76.83536000,-84.33936000
0.23174286,-74.89339000,-83.87094000
0.23221970,-74.78960000,-85.86668000
0.23269653,-66.66207000,-86.38673000
0.23317337,-70.54184000,-98.50887000
0.23365021,-69.16654000,-91.32255000
0.23412704,-72.39192000,-90.50651000
0.23460388,-74.60405000,-87.77756000
0.23508072,-69.21335000,-92.11359000
0.23555756,-74.01198000,-85.78187000
0.23603439,-74.06134000,-93.41575000
0.23651123,-69.52538000,-85.60278000
0.23698807,-76.82767000,-81.70280000
0.23746490,-69.94525000,-98.79453000
0.23794174,-69.70109000,-82.13863000
0.23841858,-79.58189000,-86.66698000
0.23889542,-71.12419000,-100.61520000
0.23937225,-69.04855000,-93.76141000
0.23984909,-67.27885000,-88.98717000
0.24032593,-78.60631000,-83.41692000
0.24080276,-70.63478000,-86.08699000
0.24127960,-68.59989000,-102.98240000
0.24175644,-86.30679000,-93.32973000
0.24223328,-71.40184000,-88.86940000
0.24271011,-85.61978000,-87.51059000
0.24318695,-80.24921000,-89.33670000
0.24366379,-69.16342000,-93.70979000
0.24414063,-66.96049000,-85.41137000
0.24461746,-86.41139000,-86.74579000
0.24509430,-73.95058000,-89.10618000
0.24557114,-102.02740000,-84.25006000
0.24604797,-73.85665000,-87.47505000
0.24652481,-74.30786000,-87.07421000
0.24700165,-74.59293000,-83.99590000
0.24747849,-78.48966000,-90.85221000
0.24795532,-70.89858000,-91.89762000
0.24843216,-74.34840000,-91.21205000
0.24890900,-75.09938000,-84.80103000
0.24938583,-73.83474000,-84.80127000
0.24986267,-79.25301000,-89.66148000
0.25033951,-74.86785000,-89.56044000
0.25081635,-74.80154000,-88.42269000
0.25129318,-82.84482000,-118.70890000
0.25177002,-71.90200000,-85.54727000
0.25224686,-76.78828000,-84.70291000
0.25272369,-72.94064000,-89.78248000
0.25320053,-69.62527000,-85.51220000
0.25367737,-80.15061000,-89.34041000
0.25415421,-77.81914000,-91.00783000
0.25463104,-75.59807000,-93.44128000
0.25510788,-73.00617000,-91.98010000
0.25558472,-73.26738000,-84.63639000
0.25606155,-84.22993000,-84.15844000
0.25653839,-71.54066000,-94.88901000
0.25701523,-80.13470000,-88.33205000
0.25749207,-77.10999000,-96.35219000
0.25796890,-73.76687000,-88.45010000
0.25844574,-75.24693000,-83.96839000
0.25892258,-77.10845000,-91.48563000
0.25939941,-73.57358000,-95.42541000
0.25987625,-78.40749000,-105.76400000
0.26035309,-74.46445000,-101.16090000
0.26082993,-75.26022000,-95.26741000
0.26130676,-71.72061000,-89.54778000
0.26178360,-79.77699000,-86.00162000
0.26226044,-78.97253000,-89.75053000
0.26273727,-69.48090000,-89.17683000
0.26321411,-67.35743000,-91.65999000
0.26369095,-89.43098000,-87.85999000
0.26416779,-70.70741000,-92.77027000
0.26464462,-70.51864000,-88.18333000
0.26512146,-76.27467000,-85.41161000
0.26559830,-71.42551000,-80.59811000
0.26607513,-75.52820000,-82.66373000
0.26655197,-78.55898000,-88.24731000
0.26702881,-74.58572000,-89.54973000
0.26750565,-72.62441000,-94.32175000
0.26798248,-69.47564000,-91.36176000
0.26845932,-76.74998000,-83.90450000
0.26893616,-69.95322000,-83.06029000
0.26941299,-71.96848000,-88.83826000
0.26988983,-77.27218000,-104.63160000
0.27036667,-74.14153000,-93.62537000
0.27084351,-68.09716000,-95.93565000
0.27132034,-66.28117000,-87.26826000
0.27179718,-77.37923000,-88.67738000
0.27227402,-70.33540000,-83.34138000
0.27275085,-71.12341000,-89.15509000
0.27322769,-83.60020000,-89.62578000
0.27370453,-80.20844000,-87.75812000
0.27418137,-75.63342000,-96.30655000
0.27465820,-72.27466000,-101.00490000
0.27513504,-73.45057000,-95.51262000
0.27561188,-68.13287000,-94.56559000
0.27608871,-74.45747000,-84.26643000
0.27656555,-75.74987000,-85.79169000
0.27704239,-73.53299000,-85.20278000
0.27751923,-83.74088000,-88.89619000
0.27799606,-74.67478000,-88.48956000
0.27847290,-76.32856000,-89.79606000
0.27894974,-79.83676000,-96.58321000
0.27942657,-74.41199000,-102.86240000
0.27990341,-74.46961000,-89.06959000
0.28038025,-79.56701000,-83.98111000
0.28085709,-78.34964000,-85.14342000
0.28133392,-70.95068000,-89.17693000
0.28181076,-71.57063000,-88.71443000
0.28228760,-79.33942000,-96.60621000
0.28276443,-78.08450000,-89.99454000
0.28324127,-72.32909000,-91.15891000
0.28371811,-71.41877000,-95.19035000
0.28419495,-72.67595000,-89.03189000
0.28467178,-73.06881000,-100.66020000
0.28514862,-88.18169000,-89.89543000
0.28562546,-72.07745000,-87.93143000
0.28610229,-72.87738000,-93.16277000
0.28657913,-77.04772000,-100.15560000
0.28705597,-82.54268000,-95.35323000
0.28753281,-74.11920000,-91.37489000
0.28800964,-71.20442000,-92.31375000
0.28848648,-76.32880000,-90.29111000
0.28896332,-75.75328000,-89.36707000
0.28944016,-75.54137000,-84.82467000
0.28991699,-77.13702000,-86.48657000
0.29039383,-72.47958000,-103.47310000
0.29087067,-88.33001000,-96.60796000
0.29134750,-85.72278000,-92.78143000
0.29182434,-75.19769000,-90.82455000
0.29230118,-76.41631000,-93.45786000
0.29277802,-78.21983000,-96.43154000
0.29325485,-84.47168000,-102.79310000
0.29373169,-72.12268000,-102.51650000
0.29420853,-70.93369000,-94.74792000
0.29468536,-79.95184000,-98.36765000
0.29516220,-77.78448000,-92.52811000
0.29563904,-91.68992000,-92.85033000
0.29611588,-73.04956000,-89.93137000
0.29659271,-76.84254000,-89.78664000
0.29706955,-73.98347000,-93.78002000
0.29754639,-74.86887000,-84.00985000
0.29802322,-75.36010000,-83.58412000
0.29850006,-76.64680000,-86.59122000
0.29897690,-72.56586000,-91.72235000
0.29945374,-85.02379000,-96.32125000
0.29993057,-76.81129000,-85.21110000
0.30040741,-79.42068000,-93.73413000
0.30088425,-81.54333000,-84.30876000
0.30136108,-72.94074000,-85.24908000
0.30183792,-75.65320000,-89.76765000
0.30231476,-86.45396000,-96.63985000
0.30279160,-73.11711000,-85.55096000
0.30326843,-83.85304000,-85.49045000
0.30374527,-74.35747000,-98.54616000
0.30422211,-75.20781000,-96.06739000
0.30469894,-76.79955000,-92.43669000
0.30517578,-74.12215000,-92.64205000
0.30565262,-74.62403000,-97.31971000
0.30612946,-70.69278000,-89.89099000
0.30660629,-86.64635000,-84.78384000
0.30708313,-69.94782000,-87.24843000
0.30755997,-69.05867000,-98.77660000
0.30803680,-81.06583000,-90.37231000
0.30851364,-76.18261000,-96.24612000
0.30899048,-72.28921000,-94.75162000
0.30946732,-71.90909000,-97.86823000
0.30994415,-101.15870000,-109.31530000
0.31042099,-72.52422000,-91.21272000
0.31089783,-76.30176000,-85.64658000
0.31137466,-79.52209000,-85.30153000
0.31185150,-76.27956000,-88.26808000
0.31232834,-72.21146000,-88.08816000
0.31280518,-73.39414000,-97.76810000
0.31328201,-78.57358000,-91.71220000
0.31375885,-72.61657000,-85.64891000
0.31423569,-78.23917000,-88.29955000
0.31471252,-92.02898000,-93.48836000
0.31518936,-72.13275000,-92.75231000
0.31566620,-70.62365000,-85.63594000
0.31614304,-76.81122000,-85.43314000
0.31661987,-79.16415000,-88.89273000
0.31709671,-72.66099000,-92.37324000
0.31757355,-71.98727000,-106.12350000
0.31805038,-79.17008000,-99.98696000
0.31852722,-77.00871000,-100.76590000
0.31900406,-77.66404000,-103.15250000
0.31948090,-84.46693000,-98.67626000
0.31995773,-72.50020000,-98.09251000
0.32043457,-76.56404000,-95.82100000
0.32091141,-76.79543000,-117.54690000
0.32138824,-89.14506000,-96.70114000
0.32186508,-74.82728000,-89.82037000
0.32234192,-76.99486000,-93.32897000
0.32281876,-81.00807000,-117.51090000
0.32329559,-78.77417000,-94.85215000
0.32377243,-73.38931000,-89.30871000
0.32424927,-94.32623000,-93.62265000
0.32472610,-77.02880000,-103.58610000
0.32520294,-78.47902000,-95.32530000
0.32567978,-78.83897000,-98.54694000
0.32615662,-83.21252000,-95.60879000
0.32663345,-82.04619000,-90.06306000
0.32711029,-77.42597000,-90.25146000
0.32758713,-72.54160000,-91.33667000
0.32806396,-74.25779000,-97.85904000
0.32854080,-81.32066000,-89.76302000
0.32901764,-77.03590000,-86.55112000
0.32949448,-73.37621000,-92.93034000
0.32997131,-78.39642000,-98.80851000
0.33044815,-77.33783000,-102.50720000
0.33092499,-79.57505000,-100.29460000
0.33140182,-77.52815000,-92.09976000
0.33187866,-73.59473000,-90.10023000
