tau. s Peaks. V
0.0001 3.917
0.002 4.082
0.004 3.942
0.006 3.805
0.008 3.666
0.0120 3.393
0.016 3.125
0.02 2.859
0.024 2.610
0.04 1.625
0.03 2.23
0.05 1.01
0.06 0.700
0.07 0.65
