tau. s Peaks. V
0.0001 7.931
0.001 7.813
0.0025 7.652
0.004 7.54
0.006 7.384
0.01 6.92
0.02 5.557
0.03 4.551
0.04 3.702
0.05 2.885
0.06 2.388
0.08 1.651
0.1 1.162
0.11 0.952
0.15 0.478
0.2 0.283
