tau. s Peaks. V
0.0001 4.483
0.001 4.53
0.002 4.551
0.004 4.522
0.006 4.439
0.01 4.288
0.02 3.884
0.03 3.516
0.04 3.174
0.05 2.857
0.06 2.565
0.1 1.67
0.15 0.874
0.2 0.471
0.24 0.325
