tau. s Peaks. V
0.0001 3.584
0.001 3.467
0.0025 3.421
0.004 3.418
0.006 3.392
0.01 3.379
0.02 3.174
0.03 2.972
0.04 2.652
0.05 2.298
0.06 1.914
0.08 1.267
0.1 0.81
0.11 0.664
0.15 0.331
0.2 0.22
0.24 0.2
