tau. s Peaks. V
0.0001 3.924
0.01 3.653
0.02 3.457
0.03 3.184
0.04 2.842
0.05 2.5
0.06 2.107
0.07 1.71
0.08 1.411
0.1 0.9
0.12 0.581
0.15 0.34
0.17 0.25
