tau. s Peaks. V
0.0001 8.3
0.0005 8.136
0.002 7.52
0.004 6.72
0.006 5.91
0.008 5.15
0.0120 3.67
0.016 2.40
0.02 1.32
0.024 0.62
0.026 0.566
