Time,Channel A,Channel B
(ms),(V),(V)

-9.97382655,0.16603590,0.00244170
-9.97331455,0.20510320,0.00195336
-9.97280255,0.18556950,0.00195336
-9.97229055,0.19533630,0.00146502
-9.97177855,0.18556950,0.00195336
-9.97126655,0.18556950,0.00000000
-9.97075455,0.15626910,0.00341839
-9.97024255,0.18556950,0.00244170
-9.96973055,0.18556950,0.00244170
-9.96921855,0.19533630,0.00195336
-9.96870655,0.17580270,0.00341839
-9.96819455,0.18556950,0.00390673
-9.96768255,0.19533630,0.00341839
-9.96717055,0.16603590,0.00195336
-9.96665855,0.17580270,0.00244170
-9.96614655,0.19533630,0.00195336
-9.96563455,0.19533630,0.00390673
-9.96512255,0.17580270,0.00195336
-9.96461055,0.15626910,0.00146502
-9.96409855,0.19533630,0.00244170
-9.96358655,0.16603590,0.00195336
-9.96307455,0.18556950,0.00390673
-9.96256255,0.15626910,0.00293005
-9.96205055,0.16603590,0.00341839
-9.96153855,0.18556950,0.00293005
-9.96102655,0.18556950,0.00390673
-9.96051455,0.20510320,0.00439507
-9.96000255,0.17580270,0.00244170
-9.95949055,0.16603590,0.00439507
-9.95897855,0.18556950,0.00244170
-9.95846655,0.18556950,0.00390673
-9.95795455,0.17580270,0.00390673
-9.95744255,0.16603590,0.00488341
-9.95693055,0.17580270,0.00439507
-9.95641855,0.17580270,0.00244170
-9.95590655,0.16603590,0.00488341
-9.95539455,0.16603590,0.00634843
-9.95488255,0.17580270,0.00341839
-9.95437055,0.12696860,0.00439507
-9.95385855,0.16603590,0.00293005
-9.95334655,0.16603590,0.00293005
-9.95283455,0.16603590,0.00341839
-9.95232255,0.17580270,0.00293005
-9.95181055,0.13673540,0.00293005
-9.95129855,0.15626910,0.00293005
-9.95078655,0.15626910,0.00244170
-9.95027455,0.17580270,0.00683677
-9.94976255,0.14650230,0.00537175
-9.94925055,0.14650230,0.00586009
-9.94873855,0.14650230,0.00439507
-9.94822655,0.13673540,0.00683677
-9.94771455,0.14650230,0.00781345
-9.94720255,0.15626910,0.00586009
-9.94669055,0.16603590,0.00732511
-9.94617855,0.13673540,0.00732511
-9.94566655,0.13673540,0.00634843
-9.94515455,0.17580270,0.00732511
-9.94464255,0.15626910,0.00390673
-9.94413055,0.15626910,0.00830180
-9.94361855,0.15626910,0.00586009
-9.94310655,0.16603590,0.00537175
-9.94259455,0.15626910,0.00586009
-9.94208255,0.15626910,0.00586009
-9.94157055,0.14650230,0.00537175
-9.94105855,0.14650230,0.00488341
-9.94054655,0.14650230,0.00537175
-9.94003455,0.18556950,0.00634843
-9.93952255,0.17580270,0.00488341
-9.93901055,0.16603590,0.00439507
-9.93849855,0.18556950,0.00341839
-9.93798655,0.15626910,0.00244170
-9.93747455,0.17580270,0.00195336
-9.93696255,0.17580270,0.00195336
-9.93645055,0.15626910,0.00341839
-9.93593855,0.19533630,0.00293005
-9.93542655,0.15626910,0.00244170
-9.93491455,0.16603590,0.00195336
-9.93440255,0.16603590,0.00244170
-9.93389055,0.19533630,0.00293005
-9.93337855,0.18556950,0.00244170
-9.93286655,0.17580270,0.00341839
-9.93235455,0.16603590,0.00390673
-9.93184255,0.17580270,0.00097668
-9.93133055,0.15626910,0.00390673
-9.93081855,0.14650230,0.00341839
-9.93030655,0.16603590,0.00390673
-9.92979455,0.16603590,0.00390673
-9.92928255,0.18556950,0.00390673
-9.92877055,0.17580270,0.00488341
-9.92825855,0.19533630,0.00390673
-9.92774655,0.15626910,0.00293005
-9.92723455,0.16603590,0.00537175
-9.92672255,0.18556950,0.00293005
-9.92621055,0.16603590,0.00586009
-9.92569855,0.18556950,0.00586009
-9.92518655,0.15626910,0.00341839
-9.92467455,0.16603590,0.00488341
-9.92416255,0.15626910,0.00341839
-9.92365055,0.18556950,0.00341839
-9.92313855,0.16603590,0.00293005
-9.92262655,0.19533630,-0.00048834
-9.92211455,0.18556950,0.00244170
-9.92160255,0.16603590,0.00244170
-9.92109055,0.18556950,0.00146502
-9.92057855,0.17580270,0.00293005
-9.92006655,0.16603590,0.00195336
-9.91955455,0.18556950,0.00244170
-9.91904255,0.17580270,0.00244170
-9.91853055,0.17580270,0.00048834
-9.91801855,0.17580270,-0.00048834
-9.91750655,0.14650230,-0.00048834
-9.91699455,0.16603590,0.00048834
-9.91648255,0.16603590,-0.00048834
-9.91597055,0.14650230,0.00146502
-9.91545855,0.15626910,-0.00146502
-9.91494655,0.16603590,0.00048834
-9.91443455,0.16603590,0.00146502
-9.91392255,0.19533630,0.00048834
-9.91341055,0.16603590,-0.00048834
