MIN=0	0	-3	0	-3
MAX=1280	1	3	1	3
SCALE=1280	0,5	1	0,5	1
DEC=1	0	3	0	3
DEF="Time" t / s	"Relay" R_1	"Voltage" U_B1 / V	"Voltage source" S_1	"Voltage" U_A1 / V
7,001	0	0,9185	1	0,175
7,1	0	0,92	1	0,175
7,22	0	0,921	1	0,175
7,301	0	0,9215	1	0,175
7,401	0	0,924	1	0,175
7,501	0	0,925	1	0,175
7,639	0	0,926	1	0,175
7,7	0	0,928	1	0,17
7,801	0	0,9285	1	0,175
7,901	0	0,9305	1	0,175
8	0	0,931	1	0,175
8,101	0	0,9335	1	0,17
8,213	0	0,9345	1	0,17
8,313	0	0,936	1	0,17
8,401	0	0,937	1	0,17
8,501	0	0,939	1	0,165
8,601	0	0,9395	1	0,165
8,728	0	0,9415	1	0,165
8,801	0	0,942	1	0,165
8,901	0	0,9435	1	0,165
9	0	0,945	1	0,16
9,111	0	0,946	1	0,16
9,216	0	0,947	1	0,16
9,32	0	0,949	1	0,165
9,401	0	0,951	1	0,165
9,501	0	0,951	1	0,16
9,622	0	0,9535	1	0,16
9,701	0	0,953	1	0,16
9,801	0	0,956	1	0,155
9,901	0	0,9575	1	0,16
10,042	0	0,9585	1	0,155
10,114	0	0,959	1	0,16
10,245	0	0,961	1	0,155
10,383	0	0,963	1	0,155
10,482	0	0,9655	1	0,155
10,556	0	0,966	1	0,155
10,679	0	0,968	1	0,15
10,794	0	0,9685	1	0,15
10,814	0	0,97	1	0,15
10,905	0	0,969	1	0,15
11,001	0	0,9715	1	0,15
11,101	0	0,9735	1	0,15
11,201	0	0,9735	1	0,145
11,305	0	0,976	1	0,15
11,401	0	0,977	1	0,15
11,501	0	0,978	1	0,15
11,601	0	0,979	1	0,145
11,7	0	0,9805	1	0,145
11,801	0	0,982	1	0,145
11,914	0	0,984	1	0,145
12,02	0	0,9845	1	0,145
12,128	0	0,987	1	0,145
12,239	0	0,987	1	0,14
12,301	0	0,9885	1	0,145
12,401	0	0,989	1	0,14
12,501	0	0,991	1	0,14
12,601	0	0,9925	1	0,14
12,701	0	0,993	1	0,14
12,801	0	0,995	1	0,14
12,909	0	0,997	1	0,14
13,022	0	0,998	1	0,14
13,124	0	0,9985	1	0,135
13,201	0	1	1	0,135
13,302	0		1	0,14
13,4	0	1,0035	1	0,135
13,5	0	1,0035	1	0,135
13,601	0	1,0065	1	0,135
13,701	0	1,008	1	0,135
13,801	0	1,0095	1	0,135
13,911	0	1,0095	1	0,135
14,001	0	1,011	1	0,135
14,101	0	1,014	1	0,135
14,2	0	1,014	1	0,13
14,301	0	1,0155	1	0,13
14,4	0	1,017	1	0,13
14,5	0	1,017	1	0,13
14,601	0	1,02	1	0,13
14,721	0	1,02	1	0,13
14,8	0	1,02	1	0,13
14,9	0	1,0245	1	0,125
15	0	1,023	1	0,13
15,101	0	1,0245	1	0,125
15,2	0	1,0275	1	0,125
15,3	0	1,0275	1	0,13
15,412	0	1,029	1	0,125
15,518	0	1,026	1	0,125
15,6	0	1,0335	1	0,12
15,701	0	1,0335	1	0,12
15,8	0	1,035	1	0,12
15,9	0	1,035	1	0,12
16,001	0	1,0365	1	0,12
16,1	0	1,038	1	0,125
16,205	0	1,0395	1	0,12
16,321	0	1,041	1	0,12
16,4	0	1,0455	1	0,12
16,5	0	1,044	1	0,12
16,6	0	1,0455	1	0,12
16,788	0	1,0455	1	0,12
16,876	0	1,047	1	0,12
16,908	0	1,047	1	0,115
16,999	0	1,0485	1	0,12
17,1	0	1,05	1	0,115
17,2	0	1,053	1	0,12
17,299	0	1,053	1	0,115
17,4	0	1,0545	1	0,115
17,51	0	1,0575	1	0,115
17,6	0	1,0575	1	0,115
17,699	0	1,0575	1	0,115
17,815	0	1,0605	1	0,115
17,901	0	1,062	1	0,115
18	0	1,062	1	0,11
18,1	0	1,0635	1	0,115
18,2	0	1,0665	1	0,11
18,3	0	1,0665	1	0,115
18,4	0	1,068	1	0,115
18,499	0	1,068	1	0,11
18,618	0	1,068	1	0,11
18,7	0	1,0725	1	0,11
18,8	0	1,0725	1	0,105
18,9	0	1,074	1	0,11
19	0	1,074	1	0,11
19,1	0	1,077	1	0,11
19,215	0	1,0815	1	0,11
19,332	0	1,0785	1	0,105
19,4	0	1,08	1	0,105
19,499	0	1,08	1	0,105
19,6	0	1,083	1	0,105
19,7	0	1,0845	1	0,105
19,8	0	1,0845	1	0,105
19,904	0	1,086	1	0,105
20	0	1,086	1	0,1
20,1	0	1,0875	1	0,105
20,2	0	1,0905	1	0,105
20,301	0	1,0935	1	0,105
20,424	0	1,0935	1	0,1
20,5	0	1,095	1	0,1
20,6	0	1,0935	1	0,105
20,704	0	1,095	1	0,1
20,799	0	1,0965	1	0,1
20,948	0	1,098	1	0,105
21,026	0	1,0995	1	0,1
21,1	0	1,101	1	0,1
21,2	0	1,1025	1	0,095
21,299	0	1,101	1	0,1
21,4	0	1,104	1	0,1
21,505	0	1,1055	1	0,1
21,599	0	1,107	1	0,095
21,7	0	1,1085	1	0,1
21,799	0	1,1085	1	0,095
21,9	0	1,1085	1	0,1
21,999	0	1,1115	1	0,1
22,1	0	1,113	1	0,095
22,2	0	1,1145	1	0,095
22,308	0	1,116	1	0,095
22,415	0	1,1175	1	0,095
22,509	0	1,119	1	0,095
22,599	0	1,119	1	0,095
22,7	0	1,122	1	0,09
22,8	0	1,1235	1	0,095
22,9	0	1,1235	1	0,095
23	0	1,125	1	0,09
23,1	0	1,1265	1	0,095
23,2	0	1,128	1	0,09
23,299	0	1,1295	1	0,09
23,4	0	1,131	1	0,09
23,544	0	1,1325	1	0,09
23,6	0	1,1355	1	0,09
23,703	0	1,1325	1	0,09
23,8	0	1,1355	1	0,09
23,9	0	1,137	1	0,09
24,074	0	1,14	1	0,09
24,159	0	1,14	1	0,09
24,209	0	1,143	1	0,09
24,3	0	1,1415	1	0,09
24,421	0	1,1445	1	0,09
24,499	0	1,1445	1	0,09
24,6	0	1,146	1	0,09
24,7	0	1,1475	1	0,09
24,8	0	1,1475	1	0,09
24,9	0	1,149	1	0,09
25,03	0	1,1535	1	0,085
25,099	0	1,155	1	0,09
25,2	0	1,155	1	0,09
25,3	0	1,155	1	0,085
25,415	0	1,1565	1	0,09
25,529	0	1,158	1	0,085
25,6	0	1,1595	1	0,09
25,7	0	1,161	1	0,09
25,8	0	1,161	1	0,085
25,9	0	1,1625	1	0,085
26	0	1,1655	1	0,085
26,1	0	1,1655	1	0,08
26,199	0	1,17	1	0,085
26,3	0	1,1715	1	0,085
26,409	0	1,17	1	0,085
26,5	0	1,1715	1	0,08
26,6	0	1,1715	1	0,085
26,7	0	1,1745	1	0,08
26,8	0	1,176	1	0,08
26,901	0	1,1745	1	0,08
26,999	0	1,1775	1	0,08
27,1	0	1,179	1	0,08
27,236	0	1,1805	1	0,08
27,3	0	1,182	1	0,08
27,402	0	1,1835	1	0,08
27,5	0	1,1835	1	0,08
27,627	0	1,185	1	0,08
27,702	0	1,188	1	0,08
27,815	0	1,1865	1	0,075
27,908	0	1,1895	1	0,08
28	0	1,1895	1	0,08
28,1	0	1,1925	1	0,08
28,23	0	1,194	1	0,075
28,377	0	1,1955	1	0,08
28,464	0	1,1955	1	0,08
28,507	0	1,1955	1	0,08
28,6	0	1,197	1	0,08
28,704	0	1,1985	1	0,075
28,8	0	1,1985	1	0,075
28,901	0	1,2015	1	0,08
29,026	0	1,203	1	0,08
29,142	0	1,203	1	0,075
29,2	0	1,2045	1	0,075
29,3	0	1,206	1	0,075
29,413	0	1,2075	1	0,075
29,5	0	1,209	1	0,075
29,6	0	1,209	1	0,075
29,7	0	1,212	1	0,075
29,814	0	1,2135	1	0,075
29,9	0	1,2135	1	0,07
30	0	1,215	1	0,075
30,1	0	1,215	1	0,075
30,2	0	1,2165	1	0,075
30,311	0	1,218	1	0,075
30,399	0	1,221	1	0,07
30,499	0	1,2225	1	0,075
30,6	0	1,221	1	0,07
30,7	0	1,221	1	0,07
30,8	0	1,224	1	0,075
30,977	0	1,227	1	0,07
31,137	0	1,23	1	0,07
31,209	0	1,23	1	0,075
31,23	0	1,2315	1	0,07
31,3	0	1,23	1	0,07
31,404	0	1,2315	1	0,075
31,5	0	1,233	1	0,07
31,64	0	1,2345	1	0,07
31,699	0	1,233	1	0,07
31,809	0	1,2345	1	0,07
31,959	0	1,2375	1	0,07
32,002	0	1,2405	1	0,065
32,099	0	1,239	1	0,07
32,2	0	1,242	1	0,07
32,299	0	1,242	1	0,07
32,4	0	1,242	1	0,07
32,5	0	1,245	1	0,07
32,6	0	1,2435	1	0,07
32,7	0	1,2495	1	0,065
32,809	0	1,248	1	0,065
32,921	0	1,248	1	0,065
33	0	1,2525	1	0,07
33,223	0	1,254	1	0,065
33,264	0	1,254	1	0,065
33,33	0	1,254	1	0,065
33,4	0	1,257	1	0,065
33,502	0	1,257	1	0,065
33,6	0	1,257	1	0,065
33,701	0	1,26	1	0,06
33,8	0	1,26	1	0,065
33,9	0	1,2615	1	0,065
34,058	0	1,2645	1	0,065
34,107	0	1,2645	1	0,07
34,2	0	1,266	1	0,065
34,33	0	1,2675	1	0,065
34,4	0	1,266	1	0,065
34,5	0	1,269	1	0,065
34,6	0	1,2705	1	0,065
34,7	0	1,2705	1	0,065
34,8	0	1,2735	1	0,07
34,901	0	1,275	1	0,065
35,018	0	1,275	1	0,065
35,115	0	1,275	1	0,06
35,201	0	1,278	1	0,06
35,301	0	1,2795	1	0,065
35,4	0	1,2795	1	0,06
35,501	0	1,281	1	0,06
35,608	0	1,2825	1	0,06
35,709	0	1,2825	1	0,06
35,801	0	1,2855	1	0,06
35,901	0	1,287	1	0,06
36	0	1,287	1	0,06
36,115	0	1,2885	1	0,06
36,201	0	1,29	1	0,06
36,301	0	1,2915	1	0,06
36,406	0	1,293	1	0,055
36,511	0	1,293	1	0,06
36,609	0	1,2945	1	0,06
36,7	0	1,296	1	0,06
36,801	0	1,2975	1	0,06
36,9	0	1,2975	1	0,06
37	0	1,2975	1	0,06
37,102	0	1,3005	1	0,055
37,213	0	1,3005	1	0,06
37,309	0	1,302	1	0,055
37,402	0	1,302	1	0,06
37,5	0	1,305	1	0,055
37,6	0	1,3065	1	0,06
37,701	0	1,3065	1	0,06
37,8	0	1,3095	1	0,06
37,908	0	1,311	1	0,055
38,017	0	1,311	1	0,055
38,101	0	1,311	1	0,055
38,201	0	1,3125	1	0,06
38,351	0	1,314	1	0,055
38,4	0	1,3155	1	0,055
38,5	0	1,317	1	0,055
38,6	0	1,3185	1	0,055
38,723	0	1,3185	1	0,055
38,801	0	1,3215	1	0,055
39,003	0	1,3245	1	0,055
39,149	0	1,323	1	0,055
39,201	0	1,3245	1	0,055
39,264	0	1,326	1	0,055
39,419	0	1,3275	1	0,055
39,439	0	1,326	1	0,055
39,501	0	1,3275	1	0,055
39,599	0	1,332	1	0,055
39,719	0	1,332	1	0,055
39,801	0	1,332	1	0,055
39,902	0	1,3335	1	0,05
40	0	1,335	1	0,06
40,1	0	1,3365	1	0,055
40,2	0	1,3365	1	0,055
40,301	0	1,338	1	0,055
40,401	0	1,3395	1	0,055
40,5	0	1,341	1	0,05
40,601	0	1,3425	1	0,055
40,702	0	1,3425	1	0,055
40,8	0	1,344	1	0,055
40,9	0	1,3455	1	0,055
41,002	0	1,347	1	0,05
41,099	0	1,3485	1	0,055
41,2	0	1,35	1	0,05
41,301	0	1,35	1	0,055
41,412	0	1,3515	1	0,05
41,501	0	1,3515	1	0,05
41,6	0	1,353	1	0,055
41,7	0	1,3545	1	0,055
41,809	0	1,3545	1	0,055
41,9	0	1,3575	1	0,05
42	0	1,3575	1	0,055
42,1	0	1,3605	1	0,05
42,2	0	1,3605	1	0,055
42,3	0	1,362	1	0,05
42,4	0	1,3635	1	0,055
42,5	0	1,3635	1	0,05
42,599	0	1,3635	1	0,05
42,699	0	1,365	1	0,055
42,8	0	1,3665	1	0,045
42,9	0	1,368	1	0,05
43	0	1,368	1	0,05
43,1	0	1,3725	1	0,05
43,2	0	1,371	1	0,05
43,3	0	1,3725	1	0,05
43,401	0	1,3725	1	0,045
43,499	0	1,374	1	0,05
43,6	0	1,3755	1	0,05
43,699	0	1,374	1	0,05
43,8	0	1,377	1	0,05
43,901	0	1,3785	1	0,05
44,032	0	1,38	1	0,045
44,1	0	1,3815	1	0,045
44,199	0	1,3815	1	0,05
44,3	0	1,3845	1	0,05
44,4	0	1,3845	1	0,045
44,501	0	1,386	1	0,05
44,637	0	1,386	1	0,045
44,719	0	1,3875	1	0,05
44,842	0	1,389	1	0,045
44,941	0	1,389	1	0,045
44,999	0	1,392	1	0,05
45,099	0	1,392	1	0,05
45,2	0	1,392	1	0,045
45,3	0	1,395	1	0,05
45,401	0	1,3965	1	0,05
45,499	0	1,3965	1	0,05
45,6	0	1,3965	1	0,05
45,7	0	1,398	1	0,045
45,8	0	1,398	1	0,05
45,9	0	1,401	1	0,045
45,999	0	1,401	1	0,045
46,099	0	1,401	1	0,045
46,199	0	1,4025	1	0,045
46,308	0	1,404	1	0,045
46,4	0	1,4055	1	0,045
46,5	0	1,4055	1	0,045
46,599	0	1,4055	1	0,05
46,7	0	1,41	1	0,05
46,835	0	1,41	1	0,04
46,9	0	1,41	1	0,045
47,007	0	1,41	1	0,045
47,1	0	1,4115	1	0,045
47,199	0	1,4145	1	0,045
47,3	0	1,413	1	0,045
47,4	0	1,4145	1	0,04
47,5	0	1,4145	1	0,04
47,599	0	1,416	1	0,045
47,699	0	1,419	1	0,04
47,813	0	1,419	1	0,045
47,9	0	1,419	1	0,045
47,999	0	1,422	1	0,045
48,099	0	1,422	1	0,045
48,2	0	1,422	1	0,04
48,315	0	1,4235	1	0,045
48,4	0	1,425	1	0,045
48,5	0	1,428	1	0,04
48,6	0	1,425	1	0,04
48,708	0	1,428	1	0,04
48,823	0	1,431	1	0,045
49,005	0	1,431	1	0,045
49,118	0	1,4325	1	0,045
49,177	0	1,4325	1	0,045
49,2	0	1,4325	1	0,04
49,3	0	1,434	1	0,04
49,399	0	1,434	1	0,04
49,5	0	1,434	1	0,04
49,6	0	1,4355	1	0,04
49,708	0	1,437	1	0,04
49,8	0	1,4385	1	0,045
49,899	0	1,44	1	0,04
50	0	1,4415	1	0,04
50,1	0	1,4415	1	0,045
50,2	0	1,4415	1	0,045
50,3	0	1,4445	1	0,045
50,399	0	1,4445	1	0,045
50,499	0	1,4445	1	0,04
50,6	0	1,446	1	0,04
50,7	0	1,4475	1	0,04
50,8	0	1,4475	1	0,04
50,9	0	1,449	1	0,04
51	0	1,4475	1	0,04
51,099	0	1,4505	1	0,04
51,2	0	1,4505	1	0,04
51,3	0	1,4505	1	0,04
51,4	0	1,4535	1	0,04
51,5	0	1,4535	1	0,04
51,6	0	1,4535	1	0,04
51,7	0	1,4565	1	0,045
51,87	0	1,458	1	0,04
51,92	0	1,4565	1	0,04
52,02	0	1,458	1	0,04
52,101	0	1,4595	1	0,04
52,2	0	1,461	1	0,045
52,301	0	1,461	1	0,04
52,401	0	1,461	1	0,04
52,5	0	1,464	1	0,04
52,646	0	1,4655	1	0,04
52,821	0	1,4655	1	0,04
52,846	0	1,467	1	0,04
52,9	0	1,467	1	0,035
53,001	0	1,467	1	0,04
53,1	0	1,47	1	0,04
53,2	0	1,47	1	0,04
53,303	0	1,4715	1	0,04
53,41	0	1,473	1	0,04
53,529	0	1,4715	1	0,035
53,635	0	1,473	1	0,04
53,7	0	1,4745	1	0,04
53,801	0	1,4775	1	0,04
53,937	0	1,476	1	0,04
54,001	0	1,476	1	0,04
54,101	0	1,479	1	0,04
54,23	0	1,4805	1	0,04
54,31	0	1,479	1	0,04
54,401	0	1,4805	1	0,04
54,526	0	1,4805	1	0,04
54,624	0	1,482	1	0,04
54,7	0	1,4835	1	0,04
54,801	0	1,485	1	0,04
54,9	0	1,485	1	0,04
55,002	0	1,485	1	0,035
55,101	0	1,4865	1	0,04
55,2	0	1,488	1	0,04
55,3	0	1,488	1	0,04
55,401	0	1,4895	1	0,035
55,501	0	1,4895	1	0,04
55,601	0	1,491	1	0,035
55,715	0	1,4925	1	0,04
55,8	0	1,494	1	0,035
55,901	0	1,494	1	0,035
56,002	0	1,4955	1	0,04
56,1	0	1,497	1	0,035
56,212	0	1,497	1	0,035
56,327	0	1,4985	1	0,04
56,407	0	1,5	1	0,035
56,501	0	1,5	1	0,035
56,6	0	1,5015	1	0,035
56,714	0	1,503	1	0,035
56,908	0	1,5045	1	0,035
56,977	0	1,506	1	0,035
57,077	0	1,506	1	0,04
57,134	0	1,506	1	0,035
57,201	0	1,509	1	0,035
57,301	0	1,509	1	0,035
57,401	0	1,509	1	0,035
57,501	0	1,5105	1	0,04
57,601	0	1,5105	1	0,035
57,701	0	1,512	1	0,035
57,801	0	1,515	1	0,035
57,904	0	1,515	1	0,035
58,001	0	1,515	1	0,04
58,1	0	1,5165	1	0,035
58,201	0	1,518	1	0,035
58,3	0	1,5165	1	0,035
58,401	0	1,5165	1	0,03
58,501	0	1,521	1	0,035
58,663	0	1,521	1	0,035
58,721	0	1,5225	1	0,035
58,827	0	1,524	1	0,035
58,931	0	1,524	1	0,035
59	0	1,524	1	0,035
59,114	0	1,5255	1	0,035
59,203	0	1,5285	1	0,035
59,301	0	1,527	1	0,035
59,401	0	1,53	1	0,035
59,511	0	1,53	1	0,035
59,615	0	1,5315	1	0,035
59,727	0	1,5315	1	0,035
59,801	0	1,5315	1	0,03
59,901	0	1,533	1	0,035
60,06	0	1,5345	1	0,035
60,132	0	1,5345	1	0,035
60,201	0	1,5345	1	0,03
60,301	0	1,539	1	0,03
60,45	0	1,539	1	0,03
60,523	0	1,539	1	0,03
60,615	0	1,5405	1	0,03
60,7	0	1,5405	1	0,03
60,828	0	1,5435	1	0,035
60,9	0	1,5435	1	0,035
61	0	1,5435	1	0,035
61,132	0	1,5465	1	0,03
61,341	0	1,548	1	0,03
61,435	0	1,5495	1	0,03
61,457	0	1,548	1	0,03
61,508	0	1,5495	1	0,03
61,601	0	1,551	1	0,03
61,735	0	1,551	1	0,03
61,818	0	1,5525	1	0,03
61,931	0	1,5525	1	0,03
62	0	1,5525	1	0,03
62,101	0	1,554	1	0,03
62,2	0	1,5555	1	0,035
62,301	0	1,5555	1	0,035
62,4	0	1,5585	1	0,035
62,507	0	1,557	1	0,035
62,605	0	1,56	1	0,03
62,7	0	1,5615	1	0,03
62,8	0	1,5615	1	0,03
62,901	0	1,563	1	0,035
63,001	0	1,5645	1	0,03
63,101	0	1,563	1	0,03
63,201	0	1,5645	1	0,03
63,301	0	1,5675	1	0,03
63,407	0	1,566	1	0,035
63,5	0	1,5675	1	0,03
63,599	0	1,5675	1	0,03
63,701	0	1,569	1	0,03
63,8	0	1,569	1	0,035
63,942	0	1,572	1	0,035
64,001	0	1,572	1	0,03
64,1	0	1,5735	1	0,035
64,199	0	1,5735	1	0,03
64,301	0	1,5735	1	0,03
64,401	0	1,575	1	0,03
64,501	0	1,578	1	0,03
64,618	0	1,578	1	0,03
64,699	0	1,5765	1	0,03
64,816	0	1,5795	1	0,03
64,9	0	1,5795	1	0,03
64,999	0	1,5795	1	0,03
65,1	0	1,5825	1	0,03
65,2	0	1,581	1	0,03
65,3	0	1,5825	1	0,03
65,401	0	1,587	1	0,03
65,501	0	1,584	1	0,03
65,6	0	1,5855	1	0,03
65,7	0	1,587	1	0,03
65,828	0	1,59	1	0,025
65,994	0	1,59	1	0,03
66,071	0	1,59	1	0,03
66,101	0	1,5915	1	0,035
66,2	0	1,5915	1	0,03
66,3	0	1,593	1	0,03
66,4	0	1,5915	1	0,03
66,501	0	1,5945	1	0,03
66,6	0	1,593	1	0,03
66,7	0	1,5975	1	0,03
66,8	0	1,596	1	0,025
66,9	0	1,5975	1	0,03
67	0	1,5975	1	0,03
67,101	0	1,599	1	0,03
67,2	0	1,599	1	0,03
67,3	0	1,599	1	0,03
67,416	0	1,6035	1	0,025
67,5	0	1,602	1	0,025
67,6	0	1,6035	1	0,03
67,7	0	1,6035	1	0,025
67,8	0	1,605	1	0,03
67,949	0	1,605	1	0,03
67,999	0	1,6065	1	0,03
68,1	0	1,608	1	0,03
68,2	0	1,608	1	0,025
68,3	0	1,6095	1	0,03
68,4	0	1,611	1	0,03
68,5	0	1,611	1	0,03
68,599	0	1,6125	1	0,03
68,7	0	1,6125	1	0,03
68,801	0	1,614	1	0,025
68,9	0	1,617	1	0,025
69,072	0	1,6155	1	0,03
69,14	0	1,6155	1	0,03
69,2	0	1,617	1	0,025
69,307	0	1,6185	1	0,025
69,404	0	1,62	1	0,03
69,5	0	1,6185	1	0,025
69,6	0	1,62	1	0,025
69,701	0	1,6215	1	0,03
69,8	0	1,623	1	0,025
69,901	0	1,626	1	0,03
70,006	0	1,626	1	0,025
70,101	0	1,626	1	0,03
70,201	0	1,626	1	0,03
70,301	0	1,6275	1	0,025
70,436	0	1,6275	1	0,025
70,521	0	1,629	1	0,03
70,6	0	1,629	1	0,025
70,701	0	1,6305	1	0,03
70,8	0	1,629	1	0,03
70,901	0	1,6305	1	0,025
71,001	0	1,632	1	0,025
71,1	0	1,632	1	0,03
71,201	0	1,6335	1	0,025
71,333	0	1,632	1	0,02
71,403	0	1,6335	1	0,025
71,501	0	1,6335	1	0,025
71,604	0	1,635	1	0,03
71,7	0	1,6335	1	0,03
71,801	0	1,6335	1	0,025
71,9	0	1,6335	1	0,025
72,002	0	1,6335	1	0,025
72,106	0	1,6365	1	0,03
72,201	0	1,635	1	0,03
72,3	0	1,635	1	0,025
72,401	0	1,6335	1	0,03
72,501	0	1,635	1	0,025
72,6	0	1,635	1	0,025
72,7	0	1,635	1	0,025
72,801	0	1,635	1	0,025
72,908	0	1,635	1	0,025
73,001	0	1,635	1	0,03
73,101	0	1,635	1	0,03
73,201	0	1,635	1	0,025
73,305	0	1,635	1	0,03
73,438	0	1,635	1	0,025
73,507	0	1,635	1	0,025
73,601	0	1,6335	1	0,03
73,701	0	1,635	1	0,025
73,8	0	1,6335	1	0,025
73,901	0	1,6335	1	0,025
74,001	0	1,6335	1	0,03
74,126	0	1,6335	1	0,03
74,211	0	1,6335	1	0,025
74,322	0	1,632	1	0,03
74,428	0	1,632	1	0,025
74,501	0	1,632	1	0,025
74,601	0	1,6305	1	0,025
74,701	0	1,6305	1	0,025
74,801	0	1,632	1	0,025
74,944	0	1,629	1	0,025
75,12	0	1,629	1	0,025
75,14	0	1,629	1	0,025
75,2	0	1,629	1	0,03
75,301	0	1,6275	1	0,025
75,4	0	1,629	1	0,025
75,501	0	1,629	1	0,025
75,6	0	1,6275	1	0,025
75,701	0	1,626	1	0,025
75,8	0	1,626	1	0,025
75,928	0	1,6275	1	0,025
76,008	0	1,626	1	0,025
76,106	0	1,626	1	0,025
76,2	0	1,626	1	0,025
76,3	0	1,626	1	0,025
76,401	0	1,6245	1	0,025
76,501	0	1,6245	1	0,025
76,6	0	1,6245	1	0,025
76,701	0	1,6245	1	0,03
76,801	0	1,6245	1	0,025
76,901	0	1,623	1	0,025
77,001	0	1,623	1	0,025
77,1	0	1,623	1	0,025
77,206	0	1,6215	1	0,025
77,301	0	1,6215	1	0,025
77,401	0	1,6215	1	
77,501	0	1,6215	1	
77,6	0	1,62	1	
77,701	0	1,62	1	0,0243
77,801	0	1,6185	1	0,0243
77,911	0	1,6185	1	0,0246
78,001	0	1,6185	1	0,02415
78,101	0	1,6185	1	0,02445
78,2	0	1,6185	1	0,02445
78,3	0	1,6185	1	0,0246
78,401	0	1,617	1	0,02445
78,501	0	1,6185	1	0,02445
78,601	0	1,614	1	0,0243
78,725	0	1,6155	1	0,02475
78,801	0	1,617	1	0,02445
78,92	0	1,614	1	0,02475
79,039	0	1,614	1	0,02475
79,164	0	1,6125	1	0,02445
79,261	0	1,6125	1	0,02445
79,3	0	1,6125	1	0,0246
79,401	0	1,6125	1	0,02475
79,501	0	1,6125	1	0,0243
79,609	0	1,6125	1	0,02475
79,706	0	1,6125	1	0,0246
79,801	0	1,6095	1	0,02475
79,931	0	1,6095	1	0,02445
80,001	0	1,6095	1	0,0246
80,101	0	1,6095	1	0,0249
80,201	0	1,6095	1	0,02475
80,301	0	1,608	1	0,0246
80,4	0	1,608	1	0,0249
80,5	0	1,608	1	0,0249
80,601	0	1,6065	1	0,02475
80,705	0	1,6065	1	0,0249
80,801	0	1,608	1	0,0249
80,918	0	1,605	1	0,0249
81,033	0	1,605	1	0,02475
81,12	0	1,605	1	0,0249
81,201	0	1,605	1	0,02505
81,3	0	1,6035	1	0,02475
81,432	0	1,6035	1	0,0249
81,5	0	1,6035	1	0,0252
81,601	0	1,602	1	0,02505
81,701	0	1,602	1	0,02505
81,8	0	1,6005	1	0,0252
81,9	0	1,6005	1	0,0249
82,001	0	1,599	1	0,0252
82,101	0	1,6005	1	0,0249
82,201	0	1,599	1	0,02535
82,301	0	1,599	1	0,02505
82,4	0	1,599	1	0,0252
82,501	0	1,5975	1	0,0252
82,601	0	1,599	1	0,0252
82,701	0	1,5975	1	0,02535
82,8	0	1,5975	1	0,02505
82,9	0	1,5975	1	0,0252
83,102	0	1,5945	1	0,0252
83,212	0	1,596	1	0,0255
83,235	0	1,5945	1	0,02535
83,301	0	1,593	1	0,0255
