Frequency,Channel A,Channel B
(MHz),(dBu),(dBu)

0.13637543,-65.50744000,-77.33089000
0.13685226,-65.93035000,-75.74334000
0.13732910,-69.01618000,-72.49505000
0.13780594,-62.99797000,-82.61433000
0.13828278,-62.61374000,-72.81168000
0.13875961,-63.73169000,-76.68784000
0.13923645,-73.35700000,-75.77386000
0.13971329,-61.24180000,-72.36726000
0.14019012,-64.04567000,-73.86072000
0.14066696,-72.25563000,-70.41225000
0.14114380,-64.87819000,-71.52173000
0.14162064,-63.97993000,-77.11652000
0.14209747,-65.64280000,-73.60075000
0.14257431,-64.85452000,-70.99944000
0.14305115,-66.23521000,-78.08348000
0.14352798,-78.50922000,-73.55235000
0.14400482,-62.65930000,-70.31364000
0.14448166,-63.91924000,-73.21318000
0.14495850,-74.77087000,-72.64182000
0.14543533,-67.40853000,-70.11340000
0.14591217,-64.86853000,-71.17706000
0.14638901,-65.61275000,-75.17867000
0.14686584,-69.47164000,-70.34093000
0.14734268,-64.14225000,-67.84646000
0.14781952,-73.72150000,-68.46201000
0.14829636,-67.03807000,-69.60866000
0.14877319,-64.66012000,-66.81825000
0.14925003,-61.74505000,-68.62342000
0.14972687,-67.01278000,-69.18733000
0.15020370,-67.45480000,-66.57649000
0.15068054,-69.71135000,-65.44013000
0.15115738,-62.46090000,-65.48019000
0.15163422,-70.43569000,-64.61599000
0.15211105,-68.02249000,-64.53111000
0.15258789,-65.39364000,-61.98196000
0.15306473,-62.43576000,-61.37765000
0.15354156,-62.37288000,-57.14220000
0.15401840,-70.71562000,-55.82156000
0.15449524,-67.41964000,-52.49084000
0.15497208,-62.26769000,-39.90752000
0.15544891,-74.74924000,-38.62609000
0.15592575,-65.09703000,-44.92467000
0.15640259,-63.20491000,-36.16064000
0.15687943,-59.96868000,-38.10269000
0.15735626,-61.72720000,-45.98099000
0.15783310,-60.72028000,-54.33823000
0.15830994,-65.53993000,-60.30477000
0.15878677,-59.93359000,-60.69245000
0.15926361,-63.07598000,-62.40483000
0.15974045,-71.43359000,-63.96625000
0.16021729,-67.37621000,-64.48535000
0.16069412,-73.18603000,-65.36104000
0.16117096,-63.20475000,-68.19241000
0.16164780,-67.77918000,-66.98059000
0.16212463,-71.75948000,-69.50890000
0.16260147,-70.65823000,-68.11843000
0.16307831,-76.50166000,-69.89208000
0.16355515,-69.56628000,-68.69069000
0.16403198,-67.00879000,-74.59171000
0.16450882,-65.32406000,-70.14693000
0.16498566,-89.76256000,-72.73106000
0.16546249,-66.57449000,-74.26273000
0.16593933,-64.25801000,-72.90836000
0.16641617,-66.39677000,-73.15591000
0.16689301,-77.32843000,-72.74215000
0.16736984,-70.74361000,-73.15951000
0.16784668,-64.91666000,-76.09211000
0.16832352,-66.48825000,-73.92322000
0.16880035,-75.82885000,-75.73074000
0.16927719,-65.81329000,-82.87354000
0.16975403,-67.79474000,-74.21706000
0.17023087,-77.97281000,-73.83501000
0.17070770,-72.76923000,-76.75289000
0.17118454,-71.07171000,-79.76494000
0.17166138,-69.15414000,-78.19373000
0.17213821,-78.26488000,-78.84348000
0.17261505,-66.54256000,-75.15739000
0.17309189,-66.59450000,-80.94649000
0.17356873,-67.15430000,-77.95695000
0.17404556,-73.39993000,-76.22755000
0.17452240,-69.54283000,-85.71507000
0.17499924,-71.71925000,-77.44456000
0.17547607,-65.34315000,-76.23041000
0.17595291,-73.75606000,-82.46986000
0.17642975,-67.51428000,-83.54346000
0.17690659,-70.77493000,-80.17677000
0.17738342,-68.32879000,-78.55492000
0.17786026,-63.85463000,-75.98731000
0.17833710,-76.55641000,-88.35753000
0.17881393,-73.78316000,-79.56646000
0.17929077,-68.86731000,-81.38764000
0.17976761,-65.52406000,-80.44655000
0.18024445,-83.50813000,-78.50723000
0.18072128,-67.75849000,-89.06757000
0.18119812,-71.12109000,-77.98155000
0.18167496,-70.23622000,-83.24843000
0.18215179,-70.81502000,-82.76062000
0.18262863,-70.17921000,-77.39579000
0.18310547,-68.90295000,-77.50349000
0.18358231,-73.22366000,-90.58456000
0.18405914,-75.54216000,-83.46291000
0.18453598,-73.17430000,-80.73798000
0.18501282,-70.45371000,-82.97328000
0.18548965,-68.41840000,-85.06895000
0.18596649,-68.15795000,-80.53694000
0.18644333,-69.53232000,-84.34345000
0.18692017,-78.24790000,-88.56301000
0.18739700,-67.12552000,-81.08440000
0.18787384,-65.85397000,-99.29652000
0.18835068,-70.37574000,-80.86131000
0.18882751,-67.43414000,-81.85143000
0.18930435,-84.89990000,-88.85286000
0.18978119,-69.01778000,-83.90716000
0.19025803,-74.81353000,-77.49109000
0.19073486,-71.23376000,-78.24477000
0.19121170,-64.25773000,-90.49636000
0.19168854,-63.88042000,-85.73259000
0.19216537,-70.16209000,-87.22566000
0.19264221,-66.95300000,-84.83445000
0.19311905,-67.38023000,-84.72267000
0.19359589,-68.13755000,-83.71352000
0.19407272,-72.58354000,-87.80666000
0.19454956,-68.12357000,-87.21426000
0.19502640,-81.28082000,-87.70730000
0.19550323,-68.17970000,-88.17735000
0.19598007,-74.56359000,-80.67230000
0.19645691,-68.09559000,-87.87246000
0.19693375,-69.63907000,-84.80844000
0.19741058,-79.59983000,-93.40290000
0.19788742,-67.82111000,-83.05371000
0.19836426,-63.81149000,-91.77792000
0.19884109,-71.84646000,-83.75558000
0.19931793,-70.10530000,-86.66032000
0.19979477,-70.92581000,-90.57565000
0.20027161,-73.66069000,-85.68510000
0.20074844,-94.54967000,-86.91360000
0.20122528,-70.98466000,-91.25466000
0.20170212,-68.52611000,-81.88248000
0.20217896,-74.61832000,-89.14877000
0.20265579,-71.66715000,-86.35487000
0.20313263,-82.04752000,-89.05601000
0.20360947,-67.39224000,-87.22861000
0.20408630,-70.24863000,-87.38290000
0.20456314,-69.59919000,-92.98337000
0.20503998,-71.15731000,-85.03282000
0.20551682,-78.86160000,-94.96522000
0.20599365,-68.69682000,-83.59605000
0.20647049,-71.63476000,-82.58750000
0.20694733,-93.03966000,-77.55658000
0.20742416,-74.15768000,-77.17308000
0.20790100,-75.07231000,-84.68272000
0.20837784,-68.53982000,-86.78628000
0.20885468,-71.76002000,-87.64465000
0.20933151,-67.87135000,-87.62869000
0.20980835,-64.97649000,-84.62399000
0.21028519,-75.40611000,-94.51656000
0.21076202,-78.31413000,-81.71060000
0.21123886,-78.95501000,-78.93988000
0.21171570,-70.18952000,-84.96163000
0.21219254,-76.35324000,-86.03874000
0.21266937,-71.17577000,-83.99644000
0.21314621,-75.38136000,-79.09181000
0.21362305,-64.95860000,-82.23592000
0.21409988,-67.26640000,-81.71465000
0.21457672,-78.31414000,-80.55139000
0.21505356,-68.86918000,-91.51134000
0.21553040,-76.77698000,-84.70996000
0.21600723,-69.83987000,-83.48919000
0.21648407,-69.63452000,-87.20244000
0.21696091,-71.54008000,-86.57335000
0.21743774,-69.16780000,-84.70730000
0.21791458,-78.87336000,-86.02306000
0.21839142,-73.00941000,-82.11656000
0.21886826,-68.58681000,-86.46473000
0.21934509,-74.55680000,-86.79988000
0.21982193,-75.12522000,-86.13826000
0.22029877,-70.84617000,-93.69020000
0.22077560,-68.92415000,-84.69002000
0.22125244,-76.76551000,-83.34274000
0.22172928,-74.76221000,-89.46049000
0.22220612,-70.94345000,-91.50909000
0.22268295,-67.95922000,-108.69100000
0.22315979,-76.52539000,-86.60706000
0.22363663,-69.10102000,-87.75023000
0.22411346,-81.68817000,-84.29286000
0.22459030,-76.56919000,-80.84462000
0.22506714,-72.72414000,-82.23862000
0.22554398,-74.77094000,-88.01926000
0.22602081,-82.88435000,-89.73914000
0.22649765,-71.49927000,-85.28105000
0.22697449,-68.36381000,-92.20554000
0.22745132,-75.75206000,-90.27317000
0.22792816,-76.57417000,-88.09562000
0.22840500,-74.97324000,-81.39340000
0.22888184,-83.18282000,-79.49190000
0.22935867,-78.19751000,-82.66618000
0.22983551,-73.00488000,-84.25307000
0.23031235,-69.34827000,-92.17823000
0.23078918,-71.78247000,-86.31163000
0.23126602,-74.79074000,-83.90593000
0.23174286,-71.53607000,-94.10078000
0.23221970,-67.63187000,-89.25938000
0.23269653,-65.58293000,-90.28615000
0.23317337,-72.53300000,-99.03494000
0.23365021,-101.09760000,-87.23410000
0.23412704,-70.62652000,-88.62926000
0.23460388,-72.64705000,-79.62507000
0.23508072,-81.76849000,-81.87499000
0.23555756,-77.73584000,-87.34432000
0.23603439,-78.86549000,-88.35336000
0.23651123,-77.08638000,-88.19099000
0.23698807,-71.52954000,-90.97901000
0.23746490,-77.06968000,-108.95560000
0.23794174,-71.25787000,-88.82794000
0.23841858,-70.59222000,-92.88094000
0.23889542,-78.75871000,-88.75840000
0.23937225,-74.20705000,-89.62730000
0.23984909,-78.41125000,-89.00992000
0.24032593,-70.31692000,-85.15151000
0.24080276,-77.41813000,-85.70302000
0.24127960,-73.56013000,-92.08907000
0.24175644,-89.84074000,-95.27647000
0.24223328,-74.84409000,-106.63600000
0.24271011,-80.25883000,-90.08076000
0.24318695,-69.62634000,-92.76311000
0.24366379,-73.49057000,-89.11546000
0.24414063,-70.83194000,-85.33386000
0.24461746,-70.69250000,-89.35197000
0.24509430,-75.93991000,-109.10710000
0.24557114,-74.70010000,-93.83012000
0.24604797,-69.57623000,-96.14008000
0.24652481,-76.98314000,-85.00863000
0.24700165,-80.69431000,-81.64245000
0.24747849,-71.91175000,-88.62263000
0.24795532,-105.45320000,-89.35573000
0.24843216,-70.65367000,-88.95614000
0.24890900,-73.69812000,-86.95065000
0.24938583,-73.09251000,-85.15594000
0.24986267,-76.08430000,-99.49374000
0.25033951,-76.29015000,-90.64966000
0.25081635,-68.96355000,-95.37178000
0.25129318,-72.13863000,-102.70260000
0.25177002,-81.29601000,-90.59129000
0.25224686,-75.47023000,-94.99423000
0.25272369,-76.86253000,-87.51573000
0.25320053,-66.10162000,-101.91220000
0.25367737,-68.39311000,-85.13097000
0.25415421,-74.65392000,-92.50909000
0.25463104,-72.78416000,-102.64390000
0.25510788,-75.42519000,-86.45847000
0.25558472,-66.57112000,-88.03084000
0.25606155,-66.34067000,-89.75758000
0.25653839,-70.61135000,-99.29736000
0.25701523,-71.29081000,-90.59564000
0.25749207,-75.78587000,-92.78980000
0.25796890,-86.60137000,-85.05435000
0.25844574,-78.71697000,-84.04763000
0.25892258,-72.44392000,-99.72060000
0.25939941,-74.93008000,-98.95850000
0.25987625,-71.26514000,-90.23706000
0.26035309,-69.43621000,-91.45225000
0.26082993,-77.18334000,-92.72053000
0.26130676,-73.37108000,-93.97726000
0.26178360,-65.76307000,-89.42068000
0.26226044,-69.13338000,-92.76353000
0.26273727,-77.05267000,-84.97588000
0.26321411,-71.08792000,-85.26900000
0.26369095,-86.44643000,-99.29343000
0.26416779,-72.70092000,-94.62345000
0.26464462,-74.61981000,-86.13183000
0.26512146,-72.10136000,-97.09573000
0.26559830,-89.25848000,-84.64952000
0.26607513,-75.52872000,-84.01809000
0.26655197,-72.76724000,-105.69520000
0.26702881,-75.65730000,-87.67552000
0.26750565,-72.14368000,-82.76524000
0.26798248,-77.97291000,-84.59885000
0.26845932,-71.44212000,-95.01472000
0.26893616,-80.08714000,-98.33848000
0.26941299,-73.67252000,-91.16301000
0.26988983,-77.17822000,-95.51740000
0.27036667,-77.51984000,-93.34313000
0.27084351,-84.80453000,-95.28656000
0.27132034,-75.52997000,-98.41180000
0.27179718,-73.51179000,-98.53436000
0.27227402,-78.64640000,-103.49820000
0.27275085,-76.92758000,-117.45820000
0.27322769,-72.79745000,-100.32570000
0.27370453,-75.37563000,-87.35447000
0.27418137,-75.84822000,-93.30682000
0.27465820,-72.07014000,-89.81637000
0.27513504,-76.35275000,-92.03991000
0.27561188,-84.06061000,-91.86265000
0.27608871,-74.11338000,-91.82376000
0.27656555,-77.51842000,-94.73054000
0.27704239,-76.47694000,-93.98263000
0.27751923,-74.40835000,-103.45090000
0.27799606,-69.44482000,-96.35052000
0.27847290,-78.71114000,-94.64030000
0.27894974,-79.75116000,-104.64320000
0.27942657,-76.83411000,-90.03383000
0.27990341,-67.93361000,-98.21024000
0.28038025,-72.08735000,-95.30339000
0.28085709,-81.83983000,-104.81520000
0.28133392,-79.74053000,-93.77834000
0.28181076,-77.79811000,-97.77090000
0.28228760,-81.24580000,-93.61322000
0.28276443,-77.18162000,-91.41654000
0.28324127,-74.47324000,-96.38016000
0.28371811,-72.03569000,-103.53470000
0.28419495,-87.67886000,-95.93461000
0.28467178,-82.86871000,-110.27480000
0.28514862,-74.90305000,-88.30197000
0.28562546,-72.12134000,-91.08975000
0.28610229,-78.37085000,-95.83665000
0.28657913,-78.25803000,-95.18848000
0.28705597,-71.09306000,-98.54264000
0.28753281,-75.94643000,-96.49085000
0.28800964,-76.62836000,-89.97543000
0.28848648,-75.98817000,-86.56516000
0.28896332,-80.36834000,-98.79589000
0.28944016,-75.48311000,-88.88535000
0.28991699,-74.41103000,-85.82714000
0.29039383,-78.83608000,-89.29108000
0.29087067,-75.27911000,-90.53894000
0.29134750,-69.51303000,-88.05523000
0.29182434,-70.96716000,-92.61481000
0.29230118,-74.88876000,-94.50447000
0.29277802,-83.15749000,-97.53437000
0.29325485,-75.34077000,-99.44167000
0.29373169,-72.96717000,-97.74998000
0.29420853,-72.77282000,-91.30978000
0.29468536,-74.51614000,-89.69459000
0.29516220,-69.91609000,-94.82368000
0.29563904,-71.61447000,-106.77280000
0.29611588,-89.11913000,-92.76527000
0.29659271,-75.91197000,-87.54775000
0.29706955,-81.33826000,-93.43238000
0.29754639,-71.96626000,-92.63470000
0.29802322,-71.12483000,-84.56665000
0.29850006,-77.32654000,-84.75023000
0.29897690,-82.05688000,-91.85292000
0.29945374,-73.54999000,-89.27712000
0.29993057,-79.64193000,-98.66934000
0.30040741,-74.96410000,-95.00307000
0.30088425,-70.55878000,-102.32030000
0.30136108,-74.74542000,-96.16998000
0.30183792,-85.21073000,-91.91008000
0.30231476,-72.91290000,-85.37869000
0.30279160,-72.67336000,-85.77328000
0.30326843,-76.65771000,-92.46914000
0.30374527,-72.35051000,-89.14742000
0.30422211,-75.46783000,-89.03909000
0.30469894,-74.95473000,-87.05560000
0.30517578,-78.57115000,-87.88880000
0.30565262,-70.96442000,-89.48340000
0.30612946,-79.05968000,-115.67990000
0.30660629,-72.62262000,-93.50798000
0.30708313,-76.20541000,-91.64178000
0.30755997,-70.39559000,-93.65889000
0.30803680,-78.91865000,-101.14650000
0.30851364,-72.81762000,-95.25659000
0.30899048,-79.76807000,-92.87442000
0.30946732,-74.81639000,-100.06340000
0.30994415,-72.84232000,-93.72926000
0.31042099,-83.66096000,-92.96519000
0.31089783,-77.13206000,-89.97311000
0.31137466,-78.12372000,-94.55010000
0.31185150,-77.50327000,-90.16873000
0.31232834,-91.82595000,-91.61646000
0.31280518,-72.89172000,-85.85143000
0.31328201,-76.47704000,-89.16971000
0.31375885,-77.28318000,-111.75640000
0.31423569,-77.15277000,-105.19190000
0.31471252,-83.19467000,-94.84547000
0.31518936,-76.60304000,-98.79471000
0.31566620,-87.38292000,-99.70070000
0.31614304,-70.82405000,-95.79776000
0.31661987,-68.22923000,-108.07380000
0.31709671,-75.51011000,-99.96529000
0.31757355,-74.39439000,-92.33707000
0.31805038,-70.57304000,-91.44370000
0.31852722,-73.91460000,-95.82946000
0.31900406,-81.18896000,-100.69590000
0.31948090,-76.85499000,-93.88088000
0.31995773,-78.29808000,-90.77618000
0.32043457,-80.56960000,-96.84544000
0.32091141,-79.37164000,-91.90678000
0.32138824,-77.67212000,-87.86063000
0.32186508,-72.52484000,-90.59265000
0.32234192,-79.91878000,-102.43910000
0.32281876,-72.53144000,-94.90220000
0.32329559,-78.54343000,-93.69730000
0.32377243,-83.92989000,-90.94324000
0.32424927,-87.41563000,-87.73883000
0.32472610,-76.65091000,-93.75374000
0.32520294,-76.12975000,-93.07095000
0.32567978,-76.05132000,-94.12792000
0.32615662,-71.15542000,-89.98722000
0.32663345,-76.99995000,-88.57602000
0.32711029,-78.81802000,-103.12070000
0.32758713,-75.54219000,-100.07680000
0.32806396,-79.75690000,-96.79865000
0.32854080,-76.62053000,-87.17824000
0.32901764,-73.16052000,-85.78040000
0.32949448,-77.60510000,-95.93901000
0.32997131,-77.50064000,-96.41850000
0.33044815,-72.52827000,-98.20985000
0.33092499,-78.55280000,-104.45570000
