,,,855.912029743E-3,8.599999428,,,,,855.912029743E-3,847.999930382E-3,
,,,855.916023254E-3,8.599999428,,,,,855.916023254E-3,847.999930382E-3,
,,,855.920016766E-3,8.399999619,,,,,855.920016766E-3,847.999930382E-3,
,,,855.924010277E-3,8.599999428,,,,,855.924010277E-3,847.999930382E-3,
,,,855.928063393E-3,8.599999428,,,,,855.928063393E-3,847.999930382E-3,
,,,855.932056904E-3,8.399999619,,,,,855.932056904E-3,847.999930382E-3,
,,,855.936050415E-3,8.399999619,,,,,855.936050415E-3,847.999930382E-3,
,,,855.940043926E-3,8.599999428,,,,,855.940043926E-3,847.999930382E-3,
,,,855.944037437E-3,8.599999428,,,,,855.944037437E-3,847.999930382E-3,
,,,855.948030949E-3,8.399999619,,,,,855.948030949E-3,847.999930382E-3,
,,,855.952024460E-3,8.599999428,,,,,855.952024460E-3,847.999930382E-3,
,,,855.956017971E-3,8.599999428,,,,,855.956017971E-3,847.999930382E-3,
,,,855.960011482E-3,8.399999619,,,,,855.960011482E-3,847.999930382E-3,
,,,855.964064598E-3,8.599999428,,,,,855.964064598E-3,847.999930382E-3,
,,,855.968058109E-3,8.599999428,,,,,855.968058109E-3,847.999930382E-3,
,,,855.972051620E-3,8.399999619,,,,,855.972051620E-3,847.999930382E-3,
,,,855.976045132E-3,8.599999428,,,,,855.976045132E-3,847.999930382E-3,
,,,855.980038643E-3,8.599999428,,,,,855.980038643E-3,847.999930382E-3,
,,,855.984032154E-3,8.599999428,,,,,855.984032154E-3,847.999930382E-3,
,,,855.988025665E-3,8.599999428,,,,,855.988025665E-3,847.999930382E-3,
,,,855.992019176E-3,8.399999619,,,,,855.992019176E-3,847.999930382E-3,
,,,855.996012688E-3,8.399999619,,,,,855.996012688E-3,847.999930382E-3,
,,,856.000065804E-3,8.599999428,,,,,856.000065804E-3,847.999930382E-3,
,,,856.004059315E-3,8.399999619,,,,,856.004059315E-3,847.999930382E-3,
,,,856.008052826E-3,8.399999619,,,,,856.008052826E-3,847.999930382E-3,
,,,856.012046337E-3,8.599999428,,,,,856.012046337E-3,847.999930382E-3,
,,,856.016039848E-3,8.599999428,,,,,856.016039848E-3,855.999946594E-3,
,,,856.020033360E-3,8.599999428,,,,,856.020033360E-3,847.999930382E-3,
,,,856.024026871E-3,8.599999428,,,,,856.024026871E-3,847.999930382E-3,
,,,856.028020382E-3,8.599999428,,,,,856.028020382E-3,847.999930382E-3,
,,,856.032013893E-3,8.599999428,,,,,856.032013893E-3,847.999930382E-3,
,,,856.036067009E-3,8.599999428,,,,,856.036067009E-3,855.999946594E-3,
,,,856.040060520E-3,8.599999428,,,,,856.040060520E-3,847.999930382E-3,
,,,856.044054031E-3,8.599999428,,,,,856.044054031E-3,847.999930382E-3,
,,,856.048047543E-3,8.599999428,,,,,856.048047543E-3,847.999930382E-3,
,,,856.052041054E-3,8.399999619,,,,,856.052041054E-3,847.999930382E-3,
,,,856.056034565E-3,8.599999428,,,,,856.056034565E-3,847.999930382E-3,
,,,856.060028076E-3,8.599999428,,,,,856.060028076E-3,855.999946594E-3,
,,,856.064021587E-3,8.599999428,,,,,856.064021587E-3,847.999930382E-3,
,,,856.068015099E-3,8.399999619,,,,,856.068015099E-3,847.999930382E-3,
,,,856.072008610E-3,8.399999619,,,,,856.072008610E-3,855.999946594E-3,
,,,856.076061726E-3,8.599999428,,,,,856.076061726E-3,847.999930382E-3,
,,,856.080055237E-3,8.599999428,,,,,856.080055237E-3,847.999930382E-3,
,,,856.084048748E-3,8.599999428,,,,,856.084048748E-3,847.999930382E-3,
,,,856.088042259E-3,8.599999428,,,,,856.088042259E-3,855.999946594E-3,
,,,856.092035770E-3,8.599999428,,,,,856.092035770E-3,847.999930382E-3,
,,,856.096029282E-3,8.599999428,,,,,856.096029282E-3,847.999930382E-3,
,,,856.100022793E-3,8.599999428,,,,,856.100022793E-3,847.999930382E-3,
,,,856.104016304E-3,8.599999428,,,,,856.104016304E-3,847.999930382E-3,
,,,856.108009815E-3,8.399999619,,,,,856.108009815E-3,847.999930382E-3,
,,,856.112062931E-3,8.599999428,,,,,856.112062931E-3,847.999930382E-3,
,,,856.116056442E-3,8.599999428,,,,,856.116056442E-3,847.999930382E-3,
,,,856.120049953E-3,8.399999619,,,,,856.120049953E-3,847.999930382E-3,
,,,856.124043465E-3,8.399999619,,,,,856.124043465E-3,855.999946594E-3,
,,,856.128036976E-3,8.599999428,,,,,856.128036976E-3,855.999946594E-3,
,,,856.132030487E-3,8.599999428,,,,,856.132030487E-3,847.999930382E-3,
,,,856.136023998E-3,8.599999428,,,,,856.136023998E-3,855.999946594E-3,
,,,856.140017509E-3,8.599999428,,,,,856.140017509E-3,855.999946594E-3,
,,,856.144011021E-3,8.599999428,,,,,856.144011021E-3,855.999946594E-3,
,,,856.148064137E-3,8.399999619,,,,,856.148064137E-3,855.999946594E-3,
,,,856.152057648E-3,8.599999428,,,,,856.152057648E-3,847.999930382E-3,
,,,856.156051159E-3,8.599999428,,,,,856.156051159E-3,847.999930382E-3,
,,,856.160044670E-3,8.599999428,,,,,856.160044670E-3,847.999930382E-3,
,,,856.164038181E-3,8.399999619,,,,,856.164038181E-3,847.999930382E-3,
,,,856.168031693E-3,8.599999428,,,,,856.168031693E-3,847.999930382E-3,
,,,856.172025204E-3,8.599999428,,,,,856.172025204E-3,847.999930382E-3,
,,,856.176018715E-3,8.399999619,,,,,856.176018715E-3,847.999930382E-3,
,,,856.180012226E-3,8.599999428,,,,,856.180012226E-3,847.999930382E-3,
,,,856.184065342E-3,8.599999428,,,,,856.184065342E-3,847.999930382E-3,
,,,856.188058853E-3,8.599999428,,,,,856.188058853E-3,847.999930382E-3,
,,,856.192052364E-3,8.599999428,,,,,856.192052364E-3,847.999930382E-3,
,,,856.196045876E-3,8.599999428,,,,,856.196045876E-3,847.999930382E-3,
,,,856.200039387E-3,8.599999428,,,,,856.200039387E-3,847.999930382E-3,
,,,856.204032898E-3,8.599999428,,,,,856.204032898E-3,847.999930382E-3,
,,,856.208026409E-3,8.599999428,,,,,856.208026409E-3,847.999930382E-3,
,,,856.212019920E-3,8.599999428,,,,,856.212019920E-3,855.999946594E-3,
,,,856.216013432E-3,8.599999428,,,,,856.216013432E-3,847.999930382E-3,
,,,856.220066547E-3,8.599999428,,,,,856.220066547E-3,847.999930382E-3,
,,,856.224060059E-3,8.599999428,,,,,856.224060059E-3,847.999930382E-3,
,,,856.228053570E-3,8.599999428,,,,,856.228053570E-3,855.999946594E-3,
,,,856.232047081E-3,8.599999428,,,,,856.232047081E-3,847.999930382E-3,
,,,856.236040592E-3,8.399999619,,,,,856.236040592E-3,847.999930382E-3,
,,,856.240034103E-3,8.599999428,,,,,856.240034103E-3,855.999946594E-3,
,,,856.244027615E-3,8.599999428,,,,,856.244027615E-3,855.999946594E-3,
,,,856.248021126E-3,8.599999428,,,,,856.248021126E-3,855.999946594E-3,
,,,856.252014637E-3,8.599999428,,,,,856.252014637E-3,855.999946594E-3,
,,,856.256008148E-3,8.399999619,,,,,856.256008148E-3,855.999946594E-3,
,,,856.260061264E-3,8.599999428,,,,,856.260061264E-3,847.999930382E-3,
,,,856.264054775E-3,8.599999428,,,,,856.264054775E-3,855.999946594E-3,
,,,856.268048286E-3,8.599999428,,,,,856.268048286E-3,847.999930382E-3,
,,,856.272041798E-3,8.599999428,,,,,856.272041798E-3,855.999946594E-3,
,,,856.276035309E-3,8.599999428,,,,,856.276035309E-3,847.999930382E-3,
,,,856.280028820E-3,8.399999619,,,,,856.280028820E-3,855.999946594E-3,
,,,856.284022331E-3,8.599999428,,,,,856.284022331E-3,847.999930382E-3,
,,,856.288015842E-3,8.599999428,,,,,856.288015842E-3,847.999930382E-3,
,,,856.292009354E-3,8.599999428,,,,,856.292009354E-3,847.999930382E-3,
,,,856.296062469E-3,8.599999428,,,,,856.296062469E-3,847.999930382E-3,
,,,856.300055981E-3,8.599999428,,,,,856.300055981E-3,847.999930382E-3,
,,,856.304049492E-3,8.599999428,,,,,856.304049492E-3,847.999930382E-3,
,,,856.308043003E-3,8.599999428,,,,,856.308043003E-3,847.999930382E-3,
,,,856.312036514E-3,8.599999428,,,,,856.312036514E-3,847.999930382E-3,
,,,856.316030025E-3,8.599999428,,,,,856.316030025E-3,847.999930382E-3,
,,,856.320023537E-3,8.599999428,,,,,856.320023537E-3,847.999930382E-3,
,,,856.324017048E-3,8.599999428,,,,,856.324017048E-3,847.999930382E-3,
,,,856.328010559E-3,8.599999428,,,,,856.328010559E-3,847.999930382E-3,
,,,856.332063675E-3,8.599999428,,,,,856.332063675E-3,847.999930382E-3,
,,,856.336057186E-3,8.599999428,,,,,856.336057186E-3,847.999930382E-3,
,,,856.340050697E-3,8.399999619,,,,,856.340050697E-3,847.999930382E-3,
,,,856.344044209E-3,8.599999428,,,,,856.344044209E-3,847.999930382E-3,
,,,856.348037720E-3,8.399999619,,,,,856.348037720E-3,847.999930382E-3,
,,,856.352031231E-3,8.599999428,,,,,856.352031231E-3,847.999930382E-3,
,,,856.356024742E-3,8.599999428,,,,,856.356024742E-3,847.999930382E-3,
,,,856.360018253E-3,8.599999428,,,,,856.360018253E-3,855.999946594E-3,
,,,856.364011765E-3,8.599999428,,,,,856.364011765E-3,847.999930382E-3,
,,,856.368064880E-3,8.599999428,,,,,856.368064880E-3,855.999946594E-3,
,,,856.372058392E-3,8.599999428,,,,,856.372058392E-3,847.999930382E-3,
,,,856.376051903E-3,8.599999428,,,,,856.376051903E-3,855.999946594E-3,
,,,856.380045414E-3,8.599999428,,,,,856.380045414E-3,847.999930382E-3,
,,,856.384038925E-3,8.399999619,,,,,856.384038925E-3,847.999930382E-3,
,,,856.388032436E-3,8.599999428,,,,,856.388032436E-3,847.999930382E-3,
,,,856.392025948E-3,8.599999428,,,,,856.392025948E-3,855.999946594E-3,
,,,856.396019459E-3,8.399999619,,,,,856.396019459E-3,855.999946594E-3,
,,,856.400012970E-3,8.599999428,,,,,856.400012970E-3,855.999946594E-3,
,,,856.404066086E-3,8.599999428,,,,,856.404066086E-3,855.999946594E-3,
,,,856.408059597E-3,8.399999619,,,,,856.408059597E-3,847.999930382E-3,
,,,856.412053108E-3,8.399999619,,,,,856.412053108E-3,855.999946594E-3,
,,,856.416046619E-3,8.599999428,,,,,856.416046619E-3,855.999946594E-3,
,,,856.420040131E-3,8.599999428,,,,,856.420040131E-3,847.999930382E-3,
,,,856.424033642E-3,8.399999619,,,,,856.424033642E-3,847.999930382E-3,
,,,856.428027153E-3,8.399999619,,,,,856.428027153E-3,847.999930382E-3,
,,,856.432020664E-3,8.599999428,,,,,856.432020664E-3,847.999930382E-3,
,,,856.436014175E-3,8.599999428,,,,,856.436014175E-3,855.999946594E-3,
,,,856.440067291E-3,8.599999428,,,,,856.440067291E-3,847.999930382E-3,
,,,856.444060802E-3,8.599999428,,,,,856.444060802E-3,847.999930382E-3,
,,,856.448054314E-3,8.399999619,,,,,856.448054314E-3,855.999946594E-3,
,,,856.452047825E-3,8.599999428,,,,,856.452047825E-3,847.999930382E-3,
,,,856.456041336E-3,8.599999428,,,,,856.456041336E-3,855.999946594E-3,
,,,856.460034847E-3,8.599999428,,,,,856.460034847E-3,847.999930382E-3,
,,,856.464028358E-3,8.599999428,,,,,856.464028358E-3,847.999930382E-3,
,,,856.468021870E-3,8.399999619,,,,,856.468021870E-3,847.999930382E-3,
,,,856.472015381E-3,8.399999619,,,,,856.472015381E-3,847.999930382E-3,
,,,856.476008892E-3,8.399999619,,,,,856.476008892E-3,855.999946594E-3,
,,,856.480062008E-3,8.599999428,,,,,856.480062008E-3,855.999946594E-3,
,,,856.484055519E-3,8.399999619,,,,,856.484055519E-3,855.999946594E-3,
,,,856.488049030E-3,8.599999428,,,,,856.488049030E-3,847.999930382E-3,
,,,856.492042542E-3,8.599999428,,,,,856.492042542E-3,855.999946594E-3,
,,,856.496036053E-3,8.599999428,,,,,856.496036053E-3,855.999946594E-3,
,,,856.500029564E-3,8.399999619,,,,,856.500029564E-3,847.999930382E-3,
,,,856.504023075E-3,8.599999428,,,,,856.504023075E-3,855.999946594E-3,
,,,856.508016586E-3,8.599999428,,,,,856.508016586E-3,847.999930382E-3,
,,,856.512010098E-3,8.599999428,,,,,856.512010098E-3,855.999946594E-3,
,,,856.516063213E-3,8.599999428,,,,,856.516063213E-3,847.999930382E-3,
,,,856.520056725E-3,8.599999428,,,,,856.520056725E-3,855.999946594E-3,
,,,856.524050236E-3,8.399999619,,,,,856.524050236E-3,855.999946594E-3,
,,,856.528043747E-3,8.599999428,,,,,856.528043747E-3,855.999946594E-3,
,,,856.532037258E-3,8.599999428,,,,,856.532037258E-3,847.999930382E-3,
,,,856.536030769E-3,8.599999428,,,,,856.536030769E-3,855.999946594E-3,
,,,856.540024281E-3,8.599999428,,,,,856.540024281E-3,847.999930382E-3,
,,,856.544017792E-3,8.599999428,,,,,856.544017792E-3,855.999946594E-3,
,,,856.548011303E-3,8.599999428,,,,,856.548011303E-3,847.999930382E-3,
,,,856.552064419E-3,8.599999428,,,,,856.552064419E-3,847.999930382E-3,
,,,856.556057930E-3,8.399999619,,,,,856.556057930E-3,847.999930382E-3,
,,,856.560051441E-3,8.599999428,,,,,856.560051441E-3,847.999930382E-3,
,,,856.564044952E-3,8.599999428,,,,,856.564044952E-3,847.999930382E-3,
,,,856.568038464E-3,8.599999428,,,,,856.568038464E-3,855.999946594E-3,
,,,856.572031975E-3,8.599999428,,,,,856.572031975E-3,847.999930382E-3,
,,,856.576025486E-3,8.599999428,,,,,856.576025486E-3,847.999930382E-3,
,,,856.580018997E-3,8.599999428,,,,,856.580018997E-3,855.999946594E-3,
,,,856.584012508E-3,8.599999428,,,,,856.584012508E-3,847.999930382E-3,
,,,856.588065624E-3,8.399999619,,,,,856.588065624E-3,847.999930382E-3,
,,,856.592059135E-3,8.399999619,,,,,856.592059135E-3,847.999930382E-3,
,,,856.596052647E-3,8.399999619,,,,,856.596052647E-3,847.999930382E-3,
,,,856.600046158E-3,8.599999428,,,,,856.600046158E-3,847.999930382E-3,
,,,856.604039669E-3,8.599999428,,,,,856.604039669E-3,847.999930382E-3,
,,,856.608033180E-3,8.399999619,,,,,856.608033180E-3,847.999930382E-3,
,,,856.612026691E-3,8.599999428,,,,,856.612026691E-3,847.999930382E-3,
,,,856.616020203E-3,8.599999428,,,,,856.616020203E-3,847.999930382E-3,
,,,856.620013714E-3,8.599999428,,,,,856.620013714E-3,855.999946594E-3,
,,,856.624066830E-3,8.599999428,,,,,856.624066830E-3,855.999946594E-3,
,,,856.628060341E-3,8.599999428,,,,,856.628060341E-3,847.999930382E-3,
,,,856.632053852E-3,8.399999619,,,,,856.632053852E-3,855.999946594E-3,
,,,856.636047363E-3,8.599999428,,,,,856.636047363E-3,847.999930382E-3,
,,,856.640040874E-3,8.599999428,,,,,856.640040874E-3,855.999946594E-3,
,,,856.644034386E-3,8.399999619,,,,,856.644034386E-3,855.999946594E-3,
,,,856.648027897E-3,8.599999428,,,,,856.648027897E-3,847.999930382E-3,
,,,856.652021408E-3,8.599999428,,,,,856.652021408E-3,855.999946594E-3,
,,,856.656014919E-3,8.399999619,,,,,856.656014919E-3,855.999946594E-3,
,,,856.660008430E-3,8.399999619,,,,,856.660008430E-3,855.999946594E-3,
,,,856.664061546E-3,8.599999428,,,,,856.664061546E-3,847.999930382E-3,
,,,856.668055058E-3,8.599999428,,,,,856.668055058E-3,847.999930382E-3,
,,,856.672048569E-3,8.599999428,,,,,856.672048569E-3,855.999946594E-3,
,,,856.676042080E-3,8.599999428,,,,,856.676042080E-3,855.999946594E-3,
,,,856.680035591E-3,8.599999428,,,,,856.680035591E-3,847.999930382E-3,
,,,856.684029102E-3,8.599999428,,,,,856.684029102E-3,847.999930382E-3,
,,,856.688022614E-3,8.599999428,,,,,856.688022614E-3,847.999930382E-3,
,,,856.692016125E-3,8.599999428,,,,,856.692016125E-3,847.999930382E-3,
,,,856.696009636E-3,8.399999619,,,,,856.696009636E-3,847.999930382E-3,
,,,856.700062752E-3,8.599999428,,,,,856.700062752E-3,855.999946594E-3,
,,,856.704056263E-3,8.599999428,,,,,856.704056263E-3,855.999946594E-3,
,,,856.708049774E-3,8.599999428,,,,,856.708049774E-3,855.999946594E-3,
,,,856.712043285E-3,8.599999428,,,,,856.712043285E-3,855.999946594E-3,
,,,856.716036797E-3,8.599999428,,,,,856.716036797E-3,855.999946594E-3,
,,,856.720030308E-3,8.599999428,,,,,856.720030308E-3,847.999930382E-3,
,,,856.724023819E-3,8.599999428,,,,,856.724023819E-3,847.999930382E-3,
,,,856.728017330E-3,8.599999428,,,,,856.728017330E-3,847.999930382E-3,
,,,856.732010841E-3,8.399999619,,,,,856.732010841E-3,855.999946594E-3,
,,,856.736063957E-3,8.599999428,,,,,856.736063957E-3,855.999946594E-3,
,,,856.740057468E-3,8.599999428,,,,,856.740057468E-3,847.999930382E-3,
,,,856.744050980E-3,8.399999619,,,,,856.744050980E-3,855.999946594E-3,
,,,856.748044491E-3,8.399999619,,,,,856.748044491E-3,847.999930382E-3,
,,,856.752038002E-3,8.599999428,,,,,856.752038002E-3,855.999946594E-3,
,,,856.756031513E-3,8.599999428,,,,,856.756031513E-3,847.999930382E-3,
,,,856.760025024E-3,8.599999428,,,,,856.760025024E-3,855.999946594E-3,
,,,856.764018536E-3,8.599999428,,,,,856.764018536E-3,855.999946594E-3,
,,,856.768012047E-3,8.399999619,,,,,856.768012047E-3,847.999930382E-3,
,,,856.772065163E-3,8.599999428,,,,,856.772065163E-3,855.999946594E-3,
,,,856.776058674E-3,8.599999428,,,,,856.776058674E-3,855.999946594E-3,
,,,856.780052185E-3,8.599999428,,,,,856.780052185E-3,855.999946594E-3,
,,,856.784045696E-3,8.399999619,,,,,856.784045696E-3,855.999946594E-3,
,,,856.788039207E-3,8.599999428,,,,,856.788039207E-3,855.999946594E-3,
,,,856.792032719E-3,8.599999428,,,,,856.792032719E-3,855.999946594E-3,
,,,856.796026230E-3,8.599999428,,,,,856.796026230E-3,855.999946594E-3,
,,,856.800019741E-3,8.399999619,,,,,856.800019741E-3,855.999946594E-3,
,,,856.804013252E-3,8.599999428,,,,,856.804013252E-3,855.999946594E-3,
,,,856.808066368E-3,8.399999619,,,,,856.808066368E-3,855.999946594E-3,
,,,856.812059879E-3,8.599999428,,,,,856.812059879E-3,855.999946594E-3,
,,,856.816053391E-3,8.599999428,,,,,856.816053391E-3,855.999946594E-3,
,,,856.820046902E-3,8.599999428,,,,,856.820046902E-3,855.999946594E-3,
,,,856.824040413E-3,8.599999428,,,,,856.824040413E-3,855.999946594E-3,
,,,856.828033924E-3,8.599999428,,,,,856.828033924E-3,855.999946594E-3,
,,,856.832027435E-3,8.599999428,,,,,856.832027435E-3,847.999930382E-3,
,,,856.836020947E-3,8.399999619,,,,,856.836020947E-3,847.999930382E-3,
,,,856.840014458E-3,8.599999428,,,,,856.840014458E-3,847.999930382E-3,
,,,856.844067574E-3,8.399999619,,,,,856.844067574E-3,847.999930382E-3,
,,,856.848061085E-3,8.399999619,,,,,856.848061085E-3,847.999930382E-3,
,,,856.852054596E-3,8.599999428,,,,,856.852054596E-3,847.999930382E-3,
,,,856.856048107E-3,8.599999428,,,,,856.856048107E-3,847.999930382E-3,
,,,856.860041618E-3,8.599999428,,,,,856.860041618E-3,847.999930382E-3,
,,,856.864035130E-3,8.599999428,,,,,856.864035130E-3,847.999930382E-3,
,,,856.868028641E-3,8.399999619,,,,,856.868028641E-3,847.999930382E-3,
,,,856.872022152E-3,8.399999619,,,,,856.872022152E-3,847.999930382E-3,
,,,856.876015663E-3,8.599999428,,,,,856.876015663E-3,847.999930382E-3,
,,,856.880009174E-3,8.399999619,,,,,856.880009174E-3,847.999930382E-3,
,,,856.884062290E-3,8.399999619,,,,,856.884062290E-3,847.999930382E-3,
,,,856.888055801E-3,8.399999619,,,,,856.888055801E-3,847.999930382E-3,
,,,856.892049313E-3,8.399999619,,,,,856.892049313E-3,847.999930382E-3,
,,,856.896042824E-3,8.599999428,,,,,856.896042824E-3,855.999946594E-3,
,,,856.900036335E-3,8.599999428,,,,,856.900036335E-3,855.999946594E-3,
,,,856.904029846E-3,8.599999428,,,,,856.904029846E-3,855.999946594E-3,
,,,856.908023357E-3,8.599999428,,,,,856.908023357E-3,847.999930382E-3,
,,,856.912016869E-3,8.599999428,,,,,856.912016869E-3,847.999930382E-3,
,,,856.916010380E-3,8.599999428,,,,,856.916010380E-3,855.999946594E-3,
,,,856.920063496E-3,8.599999428,,,,,856.920063496E-3,847.999930382E-3,
,,,856.924057007E-3,8.599999428,,,,,856.924057007E-3,855.999946594E-3,
,,,856.928050518E-3,8.599999428,,,,,856.928050518E-3,855.999946594E-3,
,,,856.932044029E-3,8.399999619,,,,,856.932044029E-3,855.999946594E-3,
,,,856.936037540E-3,8.599999428,,,,,856.936037540E-3,847.999930382E-3,
,,,856.940031052E-3,8.599999428,,,,,856.940031052E-3,847.999930382E-3,
,,,856.944024563E-3,8.599999428,,,,,856.944024563E-3,855.999946594E-3,
,,,856.948018074E-3,8.599999428,,,,,856.948018074E-3,855.999946594E-3,
,,,856.952011585E-3,8.599999428,,,,,856.952011585E-3,855.999946594E-3,
,,,856.956064701E-3,8.399999619,,,,,856.956064701E-3,855.999946594E-3,
,,,856.960058212E-3,8.399999619,,,,,856.960058212E-3,855.999946594E-3,
,,,856.964051723E-3,8.599999428,,,,,856.964051723E-3,855.999946594E-3,
,,,856.968045235E-3,8.399999619,,,,,856.968045235E-3,855.999946594E-3,
,,,856.972038746E-3,8.599999428,,,,,856.972038746E-3,855.999946594E-3,
,,,856.976032257E-3,8.599999428,,,,,856.976032257E-3,847.999930382E-3,
,,,856.980025768E-3,8.599999428,,,,,856.980025768E-3,847.999930382E-3,
,,,856.984019279E-3,8.599999428,,,,,856.984019279E-3,855.999946594E-3,
,,,856.988012791E-3,8.599999428,,,,,856.988012791E-3,855.999946594E-3,
,,,856.992065907E-3,8.599999428,,,,,856.992065907E-3,847.999930382E-3,
,,,856.996059418E-3,8.599999428,,,,,856.996059418E-3,855.999946594E-3,
,,,857.000052929E-3,8.599999428,,,,,857.000052929E-3,855.999946594E-3,
,,,857.004046440E-3,8.399999619,,,,,857.004046440E-3,855.999946594E-3,
,,,857.008039951E-3,8.599999428,,,,,857.008039951E-3,855.999946594E-3,
,,,857.012033463E-3,8.399999619,,,,,857.012033463E-3,855.999946594E-3,
,,,857.016026974E-3,8.599999428,,,,,857.016026974E-3,855.999946594E-3,
,,,857.020020485E-3,8.599999428,,,,,857.020020485E-3,855.999946594E-3,
,,,857.024013996E-3,8.399999619,,,,,857.024013996E-3,847.999930382E-3,
,,,857.028067112E-3,8.599999428,,,,,857.028067112E-3,855.999946594E-3,
,,,857.032060623E-3,8.599999428,,,,,857.032060623E-3,855.999946594E-3,
,,,857.036054134E-3,8.599999428,,,,,857.036054134E-3,855.999946594E-3,
,,,857.040047646E-3,8.599999428,,,,,857.040047646E-3,847.999930382E-3,
,,,857.044041157E-3,8.599999428,,,,,857.044041157E-3,855.999946594E-3,
,,,857.048034668E-3,8.599999428,,,,,857.048034668E-3,855.999946594E-3,
,,,857.052028179E-3,8.599999428,,,,,857.052028179E-3,855.999946594E-3,
,,,857.056021690E-3,8.599999428,,,,,857.056021690E-3,855.999946594E-3,
,,,857.060015202E-3,8.399999619,,,,,857.060015202E-3,855.999946594E-3,
,,,857.064008713E-3,8.599999428,,,,,857.064008713E-3,855.999946594E-3,
,,,857.068061829E-3,8.599999428,,,,,857.068061829E-3,855.999946594E-3,
,,,857.072055340E-3,8.599999428,,,,,857.072055340E-3,855.999946594E-3,
,,,857.076048851E-3,8.599999428,,,,,857.076048851E-3,855.999946594E-3,
,,,857.080042362E-3,8.599999428,,,,,857.080042362E-3,855.999946594E-3,
,,,857.084035873E-3,8.399999619,,,,,857.084035873E-3,855.999946594E-3,
,,,857.088029385E-3,8.599999428,,,,,857.088029385E-3,855.999946594E-3,
,,,857.092022896E-3,8.599999428,,,,,857.092022896E-3,847.999930382E-3,
