Time,Channel A,Channel B
(ms),(V),(V)

-9.66898207,0.20998660,0.01660359
-9.66341407,0.22463680,0.01953363
-9.65784607,0.20510320,0.02051032
-9.65227807,0.21487000,0.01660359
-9.64671007,0.21975340,0.01465023
-9.64114207,0.20998660,0.01367354
-9.63557407,0.20998660,0.01855695
-9.63000607,0.19045290,0.02344036
-9.62443807,0.20998660,0.01758027
-9.61887007,0.20510320,0.01269686
-9.61330207,0.19533630,0.01465023
-9.60773407,0.19045290,0.01758027
-9.60216607,0.18556950,0.01855695
-9.59659807,0.19533630,0.01660359
-9.59103007,0.19045290,0.01953363
-9.58546207,0.17580270,0.01855695
-9.57989407,0.19533630,0.01758027
-9.57432607,0.20510320,0.02246368
-9.56875808,0.19533630,0.01562691
-9.56319008,0.19045290,0.01855695
-9.55762208,0.20021980,0.01953363
-9.55205408,0.20510320,0.02148700
-9.54648608,0.19045290,0.02246368
-9.54091808,0.21487000,0.01953363
-9.53535008,0.21975340,0.01855695
-9.52978208,0.22952020,0.01953363
-9.52421408,0.23928700,0.01758027
-9.51864608,0.24905380,0.01953363
-9.51307808,0.22463680,0.01660359
-9.50751008,0.21487000,0.01953363
-9.50194208,0.19533630,0.01855695
-9.49637408,0.18556950,0.01660359
-9.49080608,0.20998660,0.02246368
-9.48523808,0.21487000,0.02148700
-9.47967008,0.19045290,0.01855695
-9.47410208,0.20510320,0.02051032
-9.46853408,0.20510320,0.01953363
-9.46296608,0.20998660,0.02148700
-9.45739808,0.20021980,0.01758027
-9.45183008,0.21975340,0.01855695
-9.44626208,0.20998660,0.01758027
-9.44069408,0.21975340,0.02051032
-9.43512608,0.24905380,0.02148700
-9.42955808,0.23440360,0.01758027
-9.42399008,0.22463680,0.01953363
-9.41842208,0.20510320,0.01953363
-9.41285408,0.20998660,0.01953363
-9.40728608,0.22463680,0.02148700
-9.40171808,0.22463680,0.01660359
-9.39615008,0.23440360,0.01953363
-9.39058208,0.20998660,0.02051032
-9.38501408,0.21975340,0.01855695
-9.37944608,0.21975340,0.02051032
-9.37387808,0.22463680,0.01758027
-9.36831008,0.22952020,0.02246368
-9.36274208,0.20998660,0.02148700
-9.35717408,0.21487000,0.01953363
-9.35160608,0.20998660,0.02051032
-9.34603808,0.22463680,0.02051032
-9.34047008,0.22952020,0.02441704
-9.33490208,0.22463680,0.01758027
-9.32933408,0.19045290,0.02051032
-9.32376608,0.19533630,0.02148700
-9.31819809,0.20510320,0.01855695
-9.31263009,0.20510320,0.02441704
-9.30706209,0.18068610,0.01855695
-9.30149409,0.18068610,0.01953363
-9.29592609,0.20021980,0.02441704
-9.29035809,0.21975340,0.01855695
-9.28479009,0.23928700,0.02148700
-9.27922209,0.21487000,0.02246368
-9.27365409,0.21487000,0.02148700
-9.26808609,0.22952020,0.02344036
-9.26251809,0.20998660,0.02148700
-9.25695009,0.20021980,0.02051032
-9.25138209,0.21487000,0.02148700
-9.24581409,0.21487000,0.02051032
-9.24024609,0.21487000,0.01855695
-9.23467809,0.20021980,0.01758027
-9.22911009,0.21975340,0.01855695
-9.22354209,0.21975340,0.01855695
-9.21797409,0.22463680,0.01660359
-9.21240609,0.22463680,0.02051032
-9.20683809,0.21975340,0.01758027
-9.20127009,0.20021980,0.01660359
-9.19570209,0.22952020,0.02246368
-9.19013409,0.22463680,0.02051032
-9.18456609,0.22952020,0.02637041
-9.17899809,0.23928700,0.02539372
-9.17343009,0.22952020,0.02441704
-9.16786209,0.22463680,0.02344036
-9.16229409,0.22952020,0.02441704
-9.15672609,0.24417040,0.02344036
-9.15115809,0.23440360,0.01855695
-9.14559009,0.23440360,0.01758027
-9.14002209,0.23440360,0.01758027
-9.13445409,0.21975340,0.01758027
-9.12888609,0.21975340,0.02051032
-9.12331809,0.22463680,0.02051032
-9.11775009,0.25882070,0.02051032
-9.11218209,0.23440360,0.02246368
-9.10661409,0.22463680,0.02246368
-9.10104609,0.21487000,0.02246368
-9.09547809,0.23928700,0.01855695
-9.08991009,0.23928700,0.01660359
-9.08434209,0.22952020,0.01367354
-9.07877409,0.23440360,0.01855695
-9.07320609,0.25393720,0.01855695
-9.06763810,0.23440360,0.01855695
-9.06207010,0.21487000,0.01562691
-9.05650210,0.20998660,0.01855695
-9.05093410,0.22952020,0.01758027
-9.04536610,0.22463680,0.02148700
-9.03979810,0.22463680,0.01660359
-9.03423010,0.22463680,0.02051032
-9.02866210,0.21975340,0.02148700
-9.02309410,0.21487000,0.02246368
-9.01752610,0.21975340,0.03027713
-9.01195810,0.21975340,0.02246368
-9.00639010,0.22952020,0.02246368
