Time,Channel A,Channel B
(ms),(V),(V)

-9.66734499,0.17580270,0.02148700
-9.66177699,0.20998660,0.02148700
-9.65620899,0.20021980,0.02441704
-9.65064099,0.20998660,0.02344036
-9.64507299,0.21975340,0.02148700
-9.63950499,0.21975340,0.02148700
-9.63393699,0.20998660,0.02441704
-9.62836899,0.20998660,0.02344036
-9.62280099,0.20021980,0.01953363
-9.61723299,0.20998660,0.01855695
-9.61166499,0.21975340,0.01855695
-9.60609699,0.20998660,0.01855695
-9.60052899,0.20021980,0.02246368
-9.59496099,0.19533630,0.02051032
-9.58939299,0.20998660,0.02637041
-9.58382499,0.20998660,0.02246368
-9.57825699,0.19533630,0.02441704
-9.57268899,0.21975340,0.02539372
-9.56712099,0.20510320,0.02051032
-9.56155299,0.20998660,0.01953363
-9.55598499,0.20021980,0.02246368
-9.55041699,0.20021980,0.02051032
-9.54484899,0.20998660,0.02344036
-9.53928099,0.20510320,0.02344036
-9.53371299,0.21487000,0.01953363
-9.52814499,0.23440360,0.02246368
-9.52257699,0.20998660,0.01758027
-9.51700899,0.21975340,0.02344036
-9.51144099,0.21487000,0.01855695
-9.50587299,0.22463680,0.01855695
-9.50030499,0.22463680,0.01758027
-9.49473699,0.21487000,0.02148700
-9.48916899,0.20510320,0.02148700
-9.48360099,0.18556950,0.02148700
-9.47803299,0.21975340,0.02246368
-9.47246500,0.19533630,0.02246368
-9.46689700,0.21487000,0.02051032
-9.46132900,0.21487000,0.02148700
-9.45576100,0.22463680,0.01855695
-9.45019300,0.20021980,0.01758027
-9.44462500,0.20510320,0.01758027
-9.43905700,0.20510320,0.01562691
-9.43348900,0.21975340,0.02441704
-9.42792100,0.20021980,0.02051032
-9.42235300,0.19533630,0.01953363
-9.41678500,0.20021980,0.02246368
-9.41121700,0.20998660,0.01855695
-9.40564900,0.20510320,0.01855695
-9.40008100,0.20510320,0.01953363
-9.39451300,0.21487000,0.01660359
-9.38894500,0.21975340,0.01562691
-9.38337700,0.20998660,0.01758027
-9.37780900,0.23440360,0.02051032
-9.37224100,0.21975340,0.01465023
-9.36667300,0.22463680,0.02051032
-9.36110500,0.22463680,0.01660359
-9.35553700,0.20998660,0.02051032
-9.34996900,0.20998660,0.01953363
-9.34440100,0.20021980,0.02051032
-9.33883300,0.19533630,0.02051032
-9.33326500,0.20998660,0.02344036
-9.32769700,0.18556950,0.02246368
-9.32212900,0.20510320,0.02246368
-9.31656100,0.19045290,0.02051032
-9.31099300,0.20510320,0.02148700
-9.30542500,0.21487000,0.02637041
-9.29985700,0.21487000,0.02539372
-9.29428900,0.19533630,0.02148700
-9.28872100,0.19533630,0.02051032
-9.28315300,0.20998660,0.01758027
-9.27758500,0.22952020,0.02246368
-9.27201700,0.20998660,0.02441704
-9.26644900,0.20998660,0.02539372
-9.26088100,0.20998660,0.02148700
-9.25531300,0.20510320,0.01953363
-9.24974500,0.20021980,0.02441704
-9.24417700,0.22952020,0.02637041
-9.23860900,0.21975340,0.02441704
-9.23304100,0.19533630,0.01855695
-9.22747300,0.22952020,0.01855695
-9.22190501,0.21487000,0.01465023
-9.21633701,0.21487000,0.01562691
-9.21076901,0.21487000,0.01855695
-9.20520101,0.18556950,0.01855695
-9.19963301,0.22463680,0.01758027
-9.19406501,0.20510320,0.01855695
-9.18849701,0.20998660,0.01758027
-9.18292901,0.22952020,0.02441704
-9.17736101,0.20998660,0.01855695
-9.17179301,0.20021980,0.01855695
-9.16622501,0.22463680,0.01758027
-9.16065701,0.21487000,0.01758027
-9.15508901,0.20021980,0.02148700
-9.14952101,0.19533630,0.01953363
-9.14395301,0.20998660,0.01855695
-9.13838501,0.19045290,0.02148700
-9.13281701,0.21975340,0.01855695
-9.12724901,0.19045290,0.01758027
-9.12168101,0.21487000,0.01855695
-9.11611301,0.21487000,0.01953363
-9.11054501,0.22463680,0.01758027
-9.10497701,0.23440360,0.01953363
-9.09940901,0.19533630,0.01758027
-9.09384101,0.20998660,0.01562691
-9.08827301,0.20021980,0.01758027
-9.08270501,0.19045290,0.01465023
-9.07713701,0.20510320,0.01660359
-9.07156901,0.22952020,0.02051032
-9.06600101,0.23928700,0.01465023
-9.06043301,0.23440360,0.01562691
-9.05486501,0.20510320,0.01855695
-9.04929701,0.21975340,0.02246368
-9.04372901,0.20998660,0.02246368
-9.03816101,0.22952020,0.02441704
-9.03259301,0.24417040,0.01562691
-9.02702501,0.22463680,0.01758027
-9.02145701,0.22952020,0.01465023
-9.01588901,0.23928700,0.01953363
-9.01032101,0.22952020,0.01855695
-9.00475301,0.22463680,0.01660359
